method,aceticanhydride_vacuum,amide11_vacuum,amide12_vacuum,amide21_vacuum,amide22_vacuum,basicepoxide1_vacuum,basicepoxide2_vacuum,borohydride_vacuum,carbonate_vacuum,cl2co_vacuum,diazonium_vacuum,enamine_vacuum,epoxide1_vacuum,epoxide2_vacuum,ester_vacuum,furan1_vacuum,furan2_vacuum,furan3_vacuum,imine_vacuum,iminium_vacuum,lactone_vacuum,Average
SCAN0,0.23883238948080068,None,None,-0.00966977743694244,-0.012271315330898458,0.07963421111599557,0.10272567316287023,0.14235707997978,0.06204083807490892,-3.2448868410711453,-0.13478927422704315,None,0.3467363263083862,0.4566905848011976,-0.20147179138901458,0.03704182699461091,-0.9637419785246315,0.03659028667579221,1.2948674471285613,1.278706522285333,0.021507979977044525,-0.026061100666355235
wB97XV,0.10516722586094673,None,None,0.0023825584950878677,0.042241269197494005,-0.04411991801245511,-0.028028493753088,0.053056158831194966,0.023951040200709216,-1.5591592870066044,0.06846051396592706,None,0.13495221452853948,0.144310607559016,-0.8114690917252214,0.02137496076822369,-0.48175382311065595,0.16494021431307693,0.8714198672815551,0.8582807492951804,-0.003073989463493723,-0.024281512376364847
M06-2X,0.04413475806611669,None,None,-0.05430077162913336,-0.024442478319706303,-0.028149990932006732,-0.011954477802515767,0.1693679694874144,0.06992566977954691,-1.800472305055308,0.03616529335801485,None,0.2378858841085185,0.2843265979787786,0.4366378331599044,-0.10643018378312671,-0.8790685853866781,-0.08981579713695727,0.6452252866974122,0.7049422540634078,0.04638248504112091,-0.017757808794733165
M06-2X-D3(0),0.04152075909988748,None,None,-0.049180672202364085,-0.022109730874482026,-0.029694203659529475,-0.013482961595798195,0.16742347533628177,0.07023483669399683,-1.7814147544273333,0.038794746540413864,None,0.2335852361530809,0.2775877468549038,0.45609754535934405,-0.10834526476256623,-0.8626910106680057,-0.09006358115436186,0.6350611322947372,0.6901707778840679,0.047000843646024776,-0.0166391710823168
LRC-wPBEh-D3(BJ),0.29469227643565477,None,None,-0.012941851776025403,-0.06309327892244149,0.04581801620991676,0.07044558249833732,0.092061641723424,0.05570118602600968,-2.702068118379971,-0.07099387365222178,None,0.466008157544904,0.7279437956516996,-0.34241134142835666,-0.07810750945142185,-1.7952364085510506,-0.06414280329412325,1.2263906620504632,1.891087361242581,0.03535256135218607,-0.012416330262246417
MN15,0.07737319285375167,None,None,-0.12455868322109095,-0.03046578965588646,-0.029182005418965696,-0.007002117177401559,0.20836987634577556,-0.01024088689717904,-2.071169133228419,-0.05958412389254953,None,0.14101506092683316,0.20414806582189018,0.7417004550249163,0.06354899842264615,-0.33641214830116095,-0.09054106599196045,0.7544042520738871,0.4047560103043835,-0.036011246300883974,-0.011102849350634098
LRC-wPBE-D3(BJ),0.2256739362121353,None,None,0.12448921604410942,0.016836156465248612,-0.07165097166022667,-0.050421441595864695,0.0037881753069998526,0.019619484549883215,-1.3497014465689086,-0.033519814090987574,None,0.13221826607424214,0.17682568247499209,-0.44290827828395896,0.011301515022275952,-1.0510624201615473,-0.01534910021770326,0.9325793120469924,1.1940934059381259,0.00034990347655018564,-0.009824356609313443
wB97M-V,0.07162218977018382,None,None,0.02528220278161771,0.04261630070029484,-0.04104706705489877,-0.02831885384778724,0.017938104037528244,0.004623780728084852,-0.9386961956577916,0.09892270761622819,None,0.07224634111287272,0.04646377163739198,0.16653012707172296,0.021638106385986396,-0.08495432682909008,0.0816642569252626,0.43341087474892664,0.24272101810681207,-0.004209510733810507,0.012691879305529712
LRC-wPBE,0.2981412235532584,None,None,0.17607985035439064,0.05476936254835504,-0.0896039164233201,-0.06808671882674602,-0.004939404741752446,0.017919565453163346,-1.2356568038897393,-0.012960487773981073,None,0.0747869754771301,0.08391047466985257,-0.39337143710011324,0.05640854030129925,-0.6975354511955653,4.684880418584532e-05,0.891497719946837,1.1098364427462384,-0.003076522031835244,0.014342570103980995
M08-SO-D3(0),-0.1470383116038058,None,None,-0.24022455702224735,-0.010744694906852818,-0.01777898637651052,-0.005995232763230177,0.12622442526160904,0.0281426861761429,-0.7032561379858147,-0.0582718458393372,None,0.2281123537153938,0.2929331388718578,0.5970557581627617,-0.10325360169520761,-0.4326250993064196,0.10947269197833692,0.6270280362496161,0.23578207064289422,0.03905362886269743,0.03136757346788245
LRC-wPBEh,0.3144730578651199,None,None,0.15552407645927185,0.046674335151965174,-0.025288772127622434,-0.002155968441855766,0.05127671465316143,0.04007608906281931,-1.9286102781237555,-0.07888849210462862,None,0.19929330275586996,0.26171156913218113,0.015921247689757417,0.0716986508887365,-0.6836260015252054,-0.01373433559373823,0.9562203472795481,1.1935593294828786,0.01443306281660065,0.03269766307339467
PBE0-D3(BJ),0.2500552803279266,None,None,0.15917915936791277,0.026187472110416353,0.025761720370681404,0.04531923514920639,0.008464996263352894,0.041640306930503475,-1.637618031053722,-0.24807108982726742,None,0.24292234203193472,0.3352850207325751,0.5058715207259983,0.026756374204017302,-0.773587052057426,-0.055449436893808206,0.8204017153411785,1.0168492413261447,0.04436204035914785,0.04635171196715404
TPSSh-D3(BJ),0.2011281866571063,None,None,0.27887239725667995,0.1294498374458861,-0.09067027738796501,-0.08412152784139912,-0.06944259582675719,-0.03585661114563601,0.6678971515529999,-0.2862827552645638,None,-0.2308896858478103,-0.35464696106035165,0.4505384920389246,0.025146325302806395,-0.24926573211070333,-0.025417333491430202,0.24810357011169082,0.29662828387874024,0.05009966334806776,0.051181690423126966
mPWB1K-D3(BJ),0.15242005491765528,None,None,0.009878686114552256,0.048030971821879834,-0.008414001206042257,0.014834697527540706,0.28856598698749114,0.04138613906182606,-2.101425108509473,-0.07051648189077624,None,0.19954342331555602,0.2478445382071711,0.5208708574279608,0.13004333730839057,-0.35020949029779297,0.03205669643099313,0.9749578722055924,0.9164261088786134,0.0007620517345019124,0.05816979666864668
HSE-HJS-D3(BJ),0.2576352078393618,None,None,0.18750747004557913,0.043757206808144496,0.021020180323536888,0.040019760906826365,-0.00876945056916662,0.04083448545459802,-1.4384010037180286,-0.2630517033450351,None,0.21044319639062817,0.28338011314060746,0.6098420121664434,0.03725379150427924,-0.6234766154253627,-0.05568165141350404,0.7614629078217506,0.9153415451643034,0.047833740432051075,0.059275066307056284
BMK-D3(BJ),0.06395845109686145,None,None,0.09930744482405164,0.14489063303423003,0.02540193419923883,0.040518312765207724,0.1356849892917789,0.044100669826543294,-1.4153400872913282,-0.15718101387997296,None,0.18138936953737925,0.23744365074832469,0.21506888373770053,0.030030123187553718,-0.11137440732415954,0.2151691861127017,0.620677856118433,0.6512937189368811,0.08605170743655982,0.061505079019888054
mPW1PW91-D3(BJ),0.2980823937081404,None,None,0.10114613626731343,-0.002672900032803601,0.07015188244025679,0.09058971546342826,-0.006201621453330076,0.057623865624552545,-1.6908920870094706,-0.20247133866677258,None,0.40445461021002493,0.6222949867932165,0.45040947018148747,-0.07281406313417252,-1.2689822118200293,-0.08183251994280494,0.889862015316404,1.3951716496250097,0.08090040453645453,0.06304557711705026
TPSS-D3(BJ),0.1971765921809327,None,None,0.35982948571731843,0.1508705493392783,-0.12397855015680549,-0.12365304146819373,-0.17460223899625163,-0.0732926742387533,1.8008794789239357,-0.386305206637738,None,-0.4059538136400504,-0.5896556563774196,0.6288436323926379,0.015338086289230857,-0.0443785500586539,-0.04648836369525641,-0.045835889365910126,-0.05176454752994865,0.054268168438409176,0.06340541450648678
M08-SO,0.018364241423349744,None,None,-0.074067692039572,0.05193084621383786,-0.06226841497604684,-0.04596464699848532,0.0935435016518826,0.021461408248731387,-0.696702309509693,-0.040048904225492,None,0.07397064608976903,0.07862106518161076,0.7568955562366158,-0.0158925903661196,0.4013205176524403,0.10586045933163296,0.4493361332755326,0.009034006952030703,0.02608322819068701,0.06397094735181733
PBE0,0.3136175560733499,None,None,0.20933101863983844,0.06277791880976472,0.00805797880371381,0.027891812418422608,-0.0010805918384044066,0.03994673459223101,-1.5096746431991344,-0.23077585331198708,None,0.18525321335855927,0.2416872427900485,0.561106292716738,0.06980012754195733,-0.43436705154035665,-0.041285053664077254,0.7760779511314952,0.9249192182273404,0.041180835903393616,0.06913692819182739
mPWB1K,0.19922596826928504,None,None,0.03346446096782311,0.06632293976474618,-0.016480055016154505,0.006880167156027194,0.2858193905523909,0.04051264361496354,-2.0782987897609213,-0.056999211545721885,None,0.17508653393564463,0.20847598546980334,0.5276453582857966,0.15420642773964655,-0.17529203572942517,0.04151254578773573,0.96400892505622,0.8931078765915272,-0.001420320400142578,0.07043215615218026
HSE-HJS,0.31282860583918076,None,None,0.21803413239791905,0.0659381433429771,0.01068590061374488,0.029851683935751543,-0.011724223429896622,0.03926355308112581,-1.4204847044904791,-0.2486324167723641,None,0.17893456068894614,0.2326187789193832,0.6238730409398555,0.06858749451061985,-0.3965185256416473,-0.044192443788128234,0.7455595333886451,0.8802634941029399,0.04469642874187723,0.07386572424335837
M11-D3(0),-0.12385693131690395,None,None,-0.002783116099313447,0.027593278232809486,-0.10970126737157486,-0.08412834999727598,-0.09929229933671581,0.024304336926392868,0.3418044327465125,-0.022310983044473508,None,0.17201654661431573,0.05534739273748444,1.2275354193733317,-0.09887270956007224,-0.7496052207528915,0.010965792178020389,0.502189543592624,0.24620298897652115,0.09198402870012837,0.07829960458882886
TPSSh,0.28662300830906146,None,None,0.3473954293149039,0.17922205146558987,-0.11480031902066701,-0.10785533424407928,-0.08237413155409908,-0.038052029906406014,0.847652143109945,-0.26205270757392035,None,-0.3095843872783682,-0.4822962504376149,0.5275585448761966,0.08258251107051841,0.20939589011654236,-0.006639023207393358,0.18663169345252953,0.1697867905592524,0.04596344741261237,0.08217540702581132
CAM-B3LYP-D3(0),0.16059392526271532,None,None,0.19020759960171454,0.1225237637236413,-0.02415113675245273,-0.007128549939031366,-0.12568646057616537,0.025881347479678143,-0.552234537443628,-0.005257540196914316,None,0.25646384372137987,0.3154236208984533,0.6526452129203639,-0.045491880658551774,-0.16580294572570956,0.04589811617705294,0.4257867632210725,0.20888783748575881,0.10563146423053275,0.08801058019055057
BMK,0.15561442288215585,None,None,0.15474236237961236,0.18884866471659797,0.006182100646464143,0.021570301750766706,0.12572866782531966,0.04327387223093417,-1.2778165752753223,-0.12709829024533478,None,0.12111843029797738,0.1403297213943028,0.25618976779851405,0.07766889897837911,0.2666697778354529,0.2332064753053993,0.5822092538645226,0.5778027095870671,0.08314590344317639,0.09052147030088808
wB97X,0.1578695016342802,None,None,0.14308164130979162,0.14945199385026003,-0.09385682306134523,-0.07365554319413341,-0.06198172670064544,0.024661507404196228,-0.562890150385391,0.01799521404639012,None,0.07768498276953525,0.03821753486443972,0.09472789515387739,0.009895892830916147,0.2696623989634865,0.208141597376299,0.6653769616968631,0.5326397630384097,0.07903736486315494,0.0931144448033547
B97M-rV,0.08295503046064286,None,None,0.10158985212781531,0.1282173158599712,-0.019874814217824287,0.0028173862326842597,-0.0010268753498031493,-0.0043017831119733915,0.7062171978770942,-0.3366877977796492,None,-0.12677821416483742,-0.3584605979005021,0.30885237073104893,0.13981025912760586,0.7863123538301007,0.21580509077213542,0.15143895021526724,-0.09675081742904808,0.0074628832667475815,0.09375543280819311
PBE-D3(BJ),0.24299846480167864,None,None,0.3848053600639886,0.07479777481457212,-0.047396938818343774,-0.04011642346765953,-0.28754362119830423,-0.043408430136141936,1.2683298563303038,-0.5211878542759485,None,-0.1505763290200227,-0.20092635379732937,1.1519524608416583,0.005576546271649972,-0.1991325664947546,-0.12334575789775822,0.05474248167099961,0.09582920770170893,0.05702086319974052,0.09568993003277987
TPSS,0.28513789897599695,None,None,0.4371772574164199,0.207364502382644,-0.1516222289285859,-0.15086971816508377,-0.19115332453181175,-0.07559479995318966,2.042321139314889,-0.3611140412925033,None,-0.4976756710417419,-0.738863974235408,0.7248020377302657,0.07828488147377834,0.46365933049412955,-0.026375413820621786,-0.12149730963020144,-0.20826102809255514,0.05007724510467647,0.09809982128894984
wB97XD3,0.16728947616299983,None,None,0.17878699335173925,0.1518275399564878,-0.06059744906072504,-0.04137339906088192,-0.09047132811858043,0.030480473156065068,-0.408634426191851,-0.0006086029676115109,None,0.09331744171275098,0.05518999783992371,0.41680567409244934,0.02112945568623232,-0.002011138519625757,0.1260533927174016,0.6095283777345188,0.5323334758223601,0.07825759098670668,0.10318353029446443
M06-SX-D3(BJ),0.03688181931935927,None,None,-0.09032393894277123,0.04634877647631509,0.029462129593998992,0.057993606570068156,0.11911115657180019,0.06625787728371778,-0.36806885730698574,-0.16689250725179258,None,0.18149425989145798,0.2221689740930844,0.9430616231281439,0.03233176809615607,-0.3509555283236367,0.05847589307540362,0.5537181930613159,0.5081475353337886,0.041893283127974024,0.10672811465541099
mPW1PW91,0.3178631751342318,None,None,0.2696120604373993,0.10709471663567015,-0.0009549058972824107,0.017988164524527825,-0.04698654852555475,0.041998766594442204,-0.9174342466508395,-0.21036595711917944,None,0.1377397554209909,0.156062760273698,0.8087420293299806,0.07699209720598582,-0.1573717852937463,-0.03142405224241991,0.6196917005454888,0.6976436178711161,0.059980906000869104,0.1081595696802988
CAM-B3LYP,0.2522265004356017,None,None,0.27621999647163537,0.15710622563002913,-0.04416010436055544,-0.02553050641695345,-0.14075399481475684,0.019587804470554502,-0.5124466787386777,0.0015559723234227884,None,0.18192444194496807,0.21282770028154638,0.7256799374953559,0.00765581640034495,0.2618192525291239,0.0449732458995217,0.34106845069922187,0.1171044897310224,0.09415590222738443,0.10950080290048832
wM06-D3,0.05598267446489755,None,None,0.1798298300601222,0.1255625724028342,-0.12953055513608905,-0.11063945421216842,-0.09502992585231405,0.03378503558716243,0.601903753185206,0.09324082366233656,None,0.01882949812155297,-0.03525942219338239,0.7408726122575651,-0.0999471169583274,0.16685724362375584,0.07461739921499935,0.2501507248593414,0.019086285203939513,0.09979838608125573,0.11056168690959375
M11,0.041545627644728404,None,None,0.1633737488833619,0.09026882454016044,-0.15419069597367654,-0.12409776650759351,-0.13197322294644223,0.01762305693323577,0.3483582161597516,-0.0040880414306283105,None,0.017874822124044162,-0.15896468096023136,1.387375187494593,-0.011511701500330611,0.08434039621706087,0.007353559531316425,0.3244976406185406,0.01945492528565764,0.07901362584889794,0.11090297344235812
PBE,0.3076077064215432,None,None,0.44752868389646094,0.12070942563215602,-0.07022189556333595,-0.06264259438999606,-0.3026253836467232,-0.045376989447340914,1.4851939166030694,-0.5036964852786718,None,-0.2275119363542773,-0.3266293676337007,1.2367159515549049,0.056596016790987254,0.21047549968283819,-0.10730016212808312,-0.011381354940807617,-0.04256313749689778,0.05369322311245343,0.12325395093414328
mPW91-D3(BJ),0.29872792542100257,None,None,0.35111192248654244,0.06261185035626174,-0.008379241786653627,0.00057576190939973,-0.3192379590668748,-0.024750809530598144,1.376545950868732,-0.469443384030928,None,-0.014240826224038003,0.042837920756818394,1.1817917067262687,-0.0843691437189663,-0.6013174070375346,-0.15251405885594294,0.08227853525808096,0.41174858408719184,0.09685174714831947,0.1239349485981712
MN12-L-D3(BJ),0.08747450031283859,None,None,-0.04796155272905244,0.06463776515965876,0.11174756451569755,0.14430122553108535,0.16584448942116456,-0.01504809206227239,-2.0457752210409588,-0.1780540856612861,None,0.24523055407733377,0.2723966713976933,2.4272557357122393,0.16049691435911487,0.4584068567483379,-0.06463535407791256,0.44274689131583994,0.16914844524292758,0.004284274584148792,0.13347208793369988
MN12-L,0.10404272828042595,None,None,-0.04503675742890182,0.06671671545394386,0.11058489306060715,0.14315070060169136,0.166701612966586,-0.015573063249989881,-2.074755401902114,-0.174326562947355,None,0.24210020039294475,0.267350258932458,2.4105228869676534,0.16882845540123995,0.49428638554989407,-0.060819467229539244,0.44774104552870714,0.17330924685350096,0.002778789102353548,0.13486681479633925
M06-SX,0.05666259481434762,None,None,0.07814198929021626,0.15611639055072177,-0.0416446564885842,-0.014607944368832282,0.07832622950153761,0.050632780321701785,0.40538907317741046,-0.1747871296625409,None,-0.08522060333229702,-0.2440632392888313,1.301394182276637,0.18213793170752052,0.7606548787133008,0.10888436483849372,0.2835478782862542,-0.18938047598578475,0.020973784592388602,0.15184211271909223
VV10,0.11511269833142355,None,None,0.4429115854346629,0.16304467862464286,-0.10430463952844804,-0.09915190386813028,-0.42816929238608764,-0.0653782243248957,3.2794165157148094,-0.5154670629062349,None,-0.3414961093387315,-0.5195914712257286,1.3568494627008099,-0.025268632996039136,0.8265500903539297,0.01736468028978383,-0.49697812411510783,-0.9543538647733603,0.09865060299527065,0.15276338827680938
wB97XD,0.18544855523999088,None,None,0.22961280109858184,0.1663197770886147,-0.038161148392485335,-0.020822431314177273,-0.14900530613869933,0.03676446090455792,-0.04954644959921473,-0.0603351145863301,None,0.1312406447777155,0.10926410123662494,0.9893619840388262,0.0216881522460934,0.06605617147200224,0.1021263671575466,0.5229837209641255,0.553091541801757,0.10469384072877684,0.1611545371513504
rVV10,0.11616520769545613,None,None,0.4600821191199284,0.17653776692276937,-0.10891184222425958,-0.10411156874905872,-0.43831176106553105,-0.06494822933000492,3.4324451819176804,-0.5154349923989883,None,-0.3574092769377226,-0.5466386926946274,1.4400366820449713,-0.021379277754154935,0.9089774662906269,0.020322868229672778,-0.5366737674463126,-1.0038999455286668,0.1031744457365612,0.16444568799046333
mPW91,0.31850870685384153,None,None,0.5195778507218397,0.17237946702620938,-0.0794860301254755,-0.0720257890295007,-0.36002288613713734,-0.040375908558359715,2.150003791227363,-0.47733800248783553,None,-0.280955681013072,-0.4233942926176285,1.5401242658747618,0.06543701661933235,0.5102929999883106,-0.10210558709516118,-0.18789177951698074,-0.28577942723238153,0.07593224861273405,0.16904894239504775
B3LYP-D3(BJ),0.12281454701712749,None,None,0.41037167175689954,0.20947468952785178,-0.034421353885847356,-0.024114997540762104,-0.31937688602318526,0.004990064344116626,1.7716162485727627,-0.26976523552999376,None,-0.0017587053031379181,-0.06742324592536687,1.8259104782389586,-0.02268206007000847,0.6244614631682145,0.021944386133613294,-0.25717458491114464,-0.4957158438905901,0.14911533176237116,0.20268144263565996
B3LYP,0.2331672452032791,None,None,0.5172868371208048,0.2904603697439638,-0.07349843121634009,-0.06270575164568841,-0.347602254225259,0.0028017009806083322,2.210864283522274,-0.23533070886379284,None,-0.13422920857251647,-0.28365320127899585,1.9725774061108514,0.05992320429376846,1.3038779620196375,0.04832320929553609,-0.3721893958836509,-0.7304933250159358,0.14499180264376027,0.2524762080129058
BLYP-D3(BJ),0.0859051109368646,None,None,0.6307237130324812,0.280551351706319,-0.10502271805405668,-0.10779630894246173,-0.6101782002548293,-0.06732431999284307,4.7489917319568375,-0.4884929498517638,None,-0.38588257102324997,-0.606238330792325,2.548944998129954,-0.035141119938311906,1.3120494307494375,-0.015123943540053381,-1.0581748484317666,-1.4392555190685563,0.1683936736903094,0.26982939890622143
B97-D3,0.10290536909286083,None,None,0.5308293298681328,0.2905687147129552,-0.09085595506048101,-0.08991667271784806,-0.5464095464502949,-0.012715056887909847,4.557104711958499,-0.46663621486183765,None,-0.3583806726381353,-0.6256595399551078,2.654032949984816,-0.04681784235015961,0.8002997227246831,0.00247148710052823,-0.6817506252974705,-0.8596545041052709,0.18932656301752812,0.29715234545197156
M06-L,0.04527169585184786,None,None,0.2919383458780005,0.33400201810786856,-0.17417502690741188,-0.13392708927563665,-0.1514715219595024,0.0041581719845542415,4.154838814850355,-0.5254224797945191,None,-0.4496245509207591,-0.7836054757214118,1.3556942872723672,0.05328762470292063,1.643339838015395,0.3267426125883134,0.03665616898585419,-0.33994953145343665,0.14192200504191493,0.32387088373592854
M06-L-D3(0),0.04204200742656556,None,None,0.29746767910018446,0.3363622323062929,-0.17587158174911266,-0.13561408588666782,-0.1536903906368309,0.00469704117033789,4.1801231827548575,-0.522397463942382,None,-0.45460521466572257,-0.7914636977416997,1.3765713825193306,0.05089734853539349,1.6601178585971246,0.3263491396763015,0.025544126990403357,-0.35816093989534625,0.14272419498129557,0.32506071219668475
BLYP,0.21847452122696726,None,None,0.7645899868355459,0.38157740530671863,-0.15412633102281584,-0.15629059269103768,-0.6460292114171994,-0.07018510512917761,5.317505343261913,-0.4466842844343303,None,-0.553336310550627,-0.879834976850676,2.7373690522244813,0.06727168790170221,2.1569875318600196,0.017118877992969333,-1.2059122867312784,-1.7421505664180463,0.16326355980112053,0.33164490562034715
B97-D,0.11766932751601403,None,None,0.6156229160845279,0.27592435123862896,-0.10061681039935054,-0.10163786829068962,-0.6020963709849703,0.007249489921770133,5.378470740513606,-0.47370299374790414,None,-0.41859300858694687,-0.6658309393986616,2.8558294133115427,-0.029136317074142062,0.7819414425264704,-0.018189635720584695,-0.8361502671239743,-1.0139174811261107,0.2089324824207097,0.332320470615552
