method,aceticanhydride_vacuum,amide11_vacuum,amide12_vacuum,amide21_vacuum,amide22_vacuum,basicepoxide1_vacuum,basicepoxide2_vacuum,borohydride_vacuum,carbonate_vacuum,cl2co_vacuum,diazonium_vacuum,enamine_vacuum,epoxide1_vacuum,epoxide2_vacuum,ester_vacuum,furan1_vacuum,furan2_vacuum,furan3_vacuum,imine_vacuum,iminium_vacuum,lactone_vacuum,Average
BMK-D3(BJ),-0.029323271217542333,None,None,0.06650318157419105,-0.1520557511175759,-0.030632233468151096,-0.04848437353096107,-0.05348234932284839,-0.0580851706236905,-0.08550383292707711,0.10803979400231238,None,-0.05851106818664015,-0.04917465813967007,0.01953619926347809,0.024977336539249745,-0.015530698527218034,-0.1441811636188667,-0.11576568623439734,-0.08671886986760881,-0.10743736019410478,-0.045323887533173395
M06-2X,-0.020234628242222413,None,None,-0.03636357859845301,0.025651205479928888,0.03394611951956813,0.014304775485183894,-0.0667590199587115,-0.09209938252856649,-0.10877052416137108,-0.0248585420591371,None,-0.07673524209942412,-0.0588841319258586,0.0396628446027959,-0.08852253124912697,-0.12258246317443688,0.060184017872241875,-0.12034414850472604,-0.09386209910651382,-0.0579095046514257,-0.044120935183347504
M06-2X-D3(0),-0.019036178321460092,None,None,-0.03293480341991896,0.023203099225417703,0.03580828814117586,0.01613376524591155,-0.06599256733937661,-0.09250658752222432,-0.10761921527135569,-0.026665920527773574,None,-0.0753479749932584,-0.0574885136424204,0.041430505310059554,-0.0901153859245684,-0.12029867840131232,0.060350053672260366,-0.11844838196848036,-0.09189529721160285,-0.058681538329120694,-0.043339185071002644
wB97XV,-0.048216412909167575,None,None,0.001595527107667408,-0.044330180505645606,0.05320428037301613,0.03353900663410215,-0.020912910375344103,-0.031546011934624404,-0.09419226967424438,-0.0470569545493535,None,-0.0435317584837312,-0.02988677427371795,-0.07371136910457005,0.017778468149689752,-0.06717856975247237,-0.11052359520823064,-0.16253281463111746,-0.11427891048833481,0.0038379402694099667,-0.043219072742037144
MN15-D3(0),0.04035915128029282,None,None,-0.19468337870226932,0.09774735262847904,-0.018459246330819874,-0.039448798227574945,-0.09501392272537436,0.004688375374886835,-0.12551985108139552,0.05348139415434055,None,-0.09520920577962748,-0.08666323247951989,0.05285444423842239,-0.019805465820669565,-0.1632015349322248,0.05824951318781131,-0.17384985085435925,-0.08408390292940127,0.02876697593054945,-0.04221062128158077
mPWB1K-D3(BJ),-0.06988059486578822,None,None,0.006615456248567137,-0.05040619496470595,0.010146457640714403,-0.01775125781549608,-0.11374277286907386,-0.0545098511727157,-0.12695175032499043,0.048470142730247204,None,-0.06436705126430305,-0.05132868535213097,0.04731431476466791,0.1081625999451466,-0.048835258888115074,-0.02148063984764276,-0.18184419826308723,-0.12202088576694135,-0.000951437561498517,-0.039075644868174775
LRC-wPBEh,-0.14417764358338728,None,None,0.1041497534676711,-0.048982470024607254,0.030495771143262587,0.0025798403764151203,-0.02021151477051824,-0.052784379019635765,-0.11651162323659542,0.05422471980391699,None,-0.06428636946271789,-0.05420055201607635,0.0014462374193081246,0.05963483138159026,-0.09532880659156925,0.009203141598537195,-0.1783493701328184,-0.15892079589167216,-0.018019981412622815,-0.038335511719528856
BMK,-0.07134512874028469,None,None,0.1036262632754624,-0.198187591286523,-0.007455005152000274,-0.02581110850592337,-0.0495579103305979,-0.05699619216596857,-0.0771957326333411,0.08736216135262939,None,-0.03906937188159416,-0.02906233144012032,0.02327149453697846,0.06460054180596911,0.03718599295283731,-0.15626764027157378,-0.10859071761822639,-0.07693364226454118,-0.1038094030089349,-0.03801307340976405
mPWB1K,-0.0913398777010784,None,None,0.02241013378169779,-0.06960273560176745,0.019873324954835382,-0.008232835268370594,-0.11266015915655007,-0.05335936678620671,-0.12555463813107326,0.03917892448763912,None,-0.05647795210821263,-0.04317544513613715,0.04792968969185029,0.1282600746627976,-0.024443746337633573,-0.027816841549617687,-0.1798020561634513,-0.11891609495988849,0.001773299786452833,-0.03621979452970635
M08-SO-D3(0),0.06741320680199335,None,None,-0.16087109443340458,0.011276040558154773,0.021439708379713353,0.007173919269094165,-0.0497533208363983,-0.037066845804830835,-0.042485262635610935,0.04005368119984275,None,-0.07358257827620886,-0.06066654937458141,0.0542347180129527,-0.08588043220214764,-0.06032777326553975,-0.07335576435958202,-0.11695008963038087,-0.03139406093854568,-0.04875927411552882,-0.03552787620283381
PBE0-D3(BJ),-0.11464378324812476,None,None,0.10659745155085848,-0.02748249254097194,-0.031066100193251556,-0.05422917627010222,-0.0033366099635361536,-0.05484461670070551,-0.09893213636982551,0.17051391119880024,None,-0.07835986064089506,-0.06943763803291716,0.04595182091833855,0.022254419633577313,-0.10787350145078645,0.03715571210634535,-0.1530171676468283,-0.13539208880668552,-0.05538693712178737,-0.03341826630991653
M06-SX-D3(BJ),-0.016909346182572508,None,None,-0.06048720035693078,-0.04864081185166573,-0.035528429650815485,-0.06939537931019689,-0.04694951532422373,-0.08726851819542886,-0.022235855794253894,0.11471507696077088,None,-0.058544902841202735,-0.046011267582170653,0.08566483196909293,0.026891712951126693,-0.04893929079228043,-0.03918368823892868,-0.10327670943682317,-0.067659150869882,-0.05230464197880064,-0.03200350480695476
LRC-wPBE-D3(BJ),-0.1034655768673473,None,None,0.0833666494317554,-0.017668736505910693,0.0864040224221079,0.06033449671188224,-0.0014931682282811666,-0.02584090246499892,-0.08153845709953934,0.023040147916029766,None,-0.042649864220378655,-0.03662065697952943,-0.040232432649589485,0.00939995291899993,-0.1465662890874589,0.01028516754593244,-0.17393996412612794,-0.15899190744284378,-0.00043686182370066717,-0.030923021141611034
HSE-HJS-D3(BJ),-0.11811898107445282,None,None,0.1255680613779947,-0.045921084121757126,-0.025348269394088584,-0.04788780440266626,0.0034566153644383863,-0.053783265975097486,-0.08689699402171373,0.1808109716295454,None,-0.06788300904750173,-0.05868811460467623,0.055396182199255094,0.030985570120840557,-0.0869412245199091,0.03731131505425725,-0.14202420014997966,-0.12187647758846559,-0.05972142742220801,-0.026753452032010273
SCAN-D3(BJ),-0.08849773676889222,None,None,0.05401034075769052,0.007799754276510044,-0.06174653463705126,-0.08167076294559641,0.022384095121616203,-0.0018288011854925344,-0.09687089730373914,0.23631851871626555,None,-0.024556590747346254,-0.01595523680601682,-0.0058999072296548665,0.0026556618513922216,-0.1114518114357871,-0.011452618526499418,-0.17140867262141118,-0.1011562754243873,-0.02355801560753387,-0.026271416139774104
CAM-B3LYP-D3(0),-0.0736280998931103,None,None,0.12737625618618517,-0.12858279747007031,0.029123894807370404,0.008530051090253846,0.04954127368674357,-0.0340884274601949,-0.03336171288450369,0.00361381788940015,None,-0.08272796518153823,-0.0653243355969912,0.05928429397307681,-0.03783754085574217,-0.023120532147892357,-0.030755536691277077,-0.07941558788977464,-0.027813130495749905,-0.13188309690116412,-0.02617050976860994
PBE0,-0.14378541846478374,None,None,0.1401826294733537,-0.06588240660085884,-0.009717129650866138,-0.03337545320770386,0.0004259320834133348,-0.05261400572316181,-0.09120279261882702,0.1586258736794657,None,-0.05975743466258186,-0.05005350744677232,0.05096917858129048,0.058055748396683295,-0.06057068126966811,0.027664402997909704,-0.14475012391448913,-0.12315173168633059,-0.05141513668754345,-0.02501955870674837
SCAN,-0.09709806844974059,None,None,0.06142628264888487,-0.0002763443419599184,-0.057073520914134875,-0.07711591744813986,0.022786059201230557,-0.0006965021761596404,-0.09685309832837834,0.23447919950782328,None,-0.020650304479555893,-0.011892884996766304,-0.005441784263584339,0.013710135273934339,-0.09914685717289615,-0.01441304741489538,-0.17030706263144083,-0.09912512673010089,-0.021609712021456607,-0.024405475263185365
LRC-wPBE,-0.1366899261857066,None,None,0.11791533132708668,-0.057477811961477804,0.10805350750109757,0.08147283741113967,0.0019469432191740908,-0.023601932146230343,-0.07464876736247425,0.008908508697746823,None,-0.02412415806270941,-0.017377886893261384,-0.03573265758481923,0.04691739311203794,-0.09726842157763267,-3.1392576342830124e-05,-0.16627763389443911,-0.14777320777780784,0.003841102234061566,-0.022886009584475397
HSE-HJS,-0.1434237054886729,None,None,0.14601084059629557,-0.06919891026320583,-0.012886144804969251,-0.03572064322757216,0.0046212850536359725,-0.05171418459129291,-0.08581463065931107,0.17089974436032002,None,-0.05771921644647388,-0.04817542559751461,0.056670717916487354,0.05704714969286978,-0.05529286153033065,0.029612595017189394,-0.13905798339753322,-0.1172058829600311,-0.055804428025689606,-0.022619538019766617
wB97X,-0.07237902316285778,None,None,0.09581743230648283,-0.1568426799236352,0.11318209448319197,0.08813651470494278,0.024431061802339612,-0.03248177116230492,-0.03400544208915849,-0.012369173417370507,None,-0.025058973056133575,-0.007914864036064376,0.008604792117640977,0.008230836885030988,0.037603301539812756,-0.13947209751253928,-0.12410273673546009,-0.07092025756464918,-0.09867980648560545,-0.022123377294796496
wB97XD3,-0.07669783425397785,None,None,0.1197282228239825,-0.1593357013145457,0.07307456167090398,0.04950757317900449,0.03566068140179397,-0.04014595449285561,-0.02468651175720438,0.00041832876393172,None,-0.0301015611277728,-0.011429866698705679,0.03786135196177152,0.01757427108340745,-0.00028044491364945544,-0.08446620619079472,-0.11368614206579869,-0.07087947583981684,-0.09770624245846875,-0.02086616390159971
wB97XD,-0.08502329541983678,None,None,0.15376472358414067,-0.1745446072068885,0.04601859046648493,0.024916203779498016,0.05873275942654868,-0.0484226201762575,-0.0029932108803395296,0.041471887666984786,None,-0.042334511305884975,-0.022628631291322258,0.0898706150698469,0.0180389628834316,0.009211258759007081,-0.06843311869586267,-0.0975442715573183,-0.07364338399681385,-0.13071245430864062,-0.016903061289067906
MN15,-0.03547357823881236,None,None,-0.08341316949168077,0.03197238104703066,0.035190627455817663,0.008378761146940259,-0.0821322282829609,0.013488313558506014,-0.12512391977125545,0.04095568740939093,None,-0.04548746084887221,-0.042279131554066804,0.06737379964668086,0.05285641721884612,-0.04691127685153338,0.06067000803347299,-0.14070765547468858,-0.05389271040877336,0.04496079572527966,-0.016643018871148815
wB97M-V,-0.03283689426194448,None,None,0.01693072382599687,-0.04472375803137608,0.049498724441471444,0.03388645267341432,-0.007070582761823681,-0.006090000300986173,-0.056708718564180575,-0.06799541935242612,None,-0.02330462144430934,-0.00962266238304361,0.015127087142058793,0.017997337603292658,-0.01184652803336752,-0.054721811251296985,-0.08083759850969467,-0.03231797232390941,0.005255662373495261,-0.016076698842146072
MN12-L-D3(BJ),-0.04010476259670129,None,None,-0.03211839611190774,-0.06783422589914025,-0.13475656849172912,-0.1726714179873805,-0.0653701854773229,0.019819902927460952,-0.12358981722972649,0.12238708900812403,None,-0.07910442440845221,-0.05641344020844542,0.2204844833533771,0.13349214115512645,0.06392293226079157,0.043311036911157286,-0.08257890497634296,-0.02252188465025155,-0.005349006607532851,-0.015499747168271995
MN12-L,-0.04770086028130384,None,None,-0.03015974947410654,-0.07001598424965381,-0.13335450110663405,-0.17129469530011895,-0.0657080340566561,0.020511344602406643,-0.1253405742137182,0.11982494249811626,None,-0.07809466105604229,-0.05536832652767261,0.2189645225778399,0.14042183981803366,0.06892618353281633,0.040754076892968526,-0.08351038929451825,-0.023075889706528192,-0.003469376431758883,-0.015427229543140577
mPW1PW91,-0.1457319233765438,None,None,0.18055101348773794,-0.11239075458324238,0.0011515225634489525,-0.021524708913656525,0.018520479051037847,-0.0553167453741131,-0.05542423708024712,0.14459694661093717,None,-0.04443094014827557,-0.03232064896494828,0.07346365110170758,0.06403761685445128,-0.02194484184300643,0.021056715879192077,-0.1155817534977766,-0.09289029565782785,-0.07488741821346179,-0.014948129005810367
CAM-B3LYP,-0.11563923068311528,None,None,0.1849761476828029,-0.1648754280601269,0.05325274115508046,0.03054990509419904,0.05548037670608657,-0.025799176504363447,-0.03095804011794976,-0.0010695116741279436,None,-0.05868366737591496,-0.04407668670446034,0.06591854485890203,0.006367669606942445,0.03650960734467887,-0.030135797056526997,-0.06361435784904834,-0.015592302997292428,-0.11755561723702186,-0.01305249021173644
M08-SO,-0.008419522717111818,None,None,-0.049600885222816034,-0.05449892558168988,0.0750895821663509,0.05500147864515616,-0.03687162639243806,-0.02826690761966487,-0.04208933132547086,0.027527977175694992,None,-0.02386083334545359,-0.016282448449128323,0.06875407614201304,-0.013218546443376875,0.055962479372001155,-0.07093526951237354,-0.08380789697228547,-0.001202865697115908,-0.03256545704469405,-0.009960273490133502
M11-D3(0),0.05678515234332043,None,None,-0.0018637683773117262,-0.028957818456731278,0.1322889354614123,0.10066831680399674,0.039137604431508155,-0.03201134048117121,0.020649163670071677,0.01533565634049603,None,-0.05548766123312703,-0.011462463233740767,0.11150556109782203,-0.08223665703286094,-0.10452933467971415,-0.00734798836577611,-0.09366584704231141,-0.03278159199342808,-0.1148439876204233,-0.004934337131553814
wM06-D3,-0.02566658695864085,None,None,0.12042657891493519,-0.13177188103289886,0.15620110559560432,0.1323916091069479,0.03745752361470528,-0.044498407038404006,0.0363623403397145,-0.06408992493697298,None,-0.006073862273849306,0.007302237929283138,0.06729860094298773,-0.08313028757173271,0.02326754961093285,-0.04999983333764647,-0.046656844673781735,-0.0025413128281940377,-0.12460037658296176,9.323493444601042e-05
M06-SX,-0.02597831259413281,None,None,0.05232931842665977,-0.16383664374871423,0.05021935850449885,0.017479924087711027,-0.030873501845768595,-0.0666886397804269,0.024490452785634397,0.12014151720268587,None,0.02748975061328,0.05054557710288007,0.11821466510374022,0.15149189993023865,0.10607016358947004,-0.07296153648177277,-0.052885912372314686,0.025215751933374123,-0.02618620962921947,0.016904312379323532
M11,-0.019047579896586606,None,None,0.1094064408332768,-0.09473279003972644,0.1859388092511434,0.1484958789024074,0.05201929887546839,-0.023211399575203382,0.0210450922578631,0.002809952316348279,None,-0.00576591086231482,0.032921637693259106,0.1260249165060805,-0.009574773993345264,0.011760917959373547,-0.004927493518567633,-0.060523654384216016,-0.00259039675199831,-0.09865016782878666,0.020633265430248633
B97M-rV,-0.03803270428442698,None,None,0.06803164046886288,-0.13455790661609907,0.023967070557751675,-0.0033712955245201104,0.0004047588937866522,0.005665895938267431,0.042664146829243556,0.2314254083065198,None,0.04089505770100075,0.07423730768435086,0.02805520423381304,0.11628616612925703,0.109647991930669,-0.14460727237265356,-0.028245625039572755,0.012882239306575458,-0.009317566164590346,0.022001695443235297
mPW91-D3(BJ),-0.13695891359388582,None,None,0.23512899738137846,-0.06570812574566813,0.010104541200746543,-0.0006889589811401607,0.12583260781494754,0.03259939135423206,0.08316019312699482,0.3226761633258056,None,0.004593686809507722,-0.008871747473524238,0.10735034222192821,-0.07017342163519158,-0.08385121494462576,0.10219704257545685,-0.015346175157721922,-0.054823762065314474,-0.12092143611994727,0.025905511671887694
TPSSh-D3(BJ),-0.09221199490755365,None,None,0.1867523799816791,-0.13585137874462955,0.10933943391024889,0.10066015338525477,0.027371879433954662,0.047226887586365694,0.04034914786321851,0.1967790456474386,None,0.07447846688418641,0.07344750224086051,0.04092553791776832,0.020915273170573075,-0.03475907106118321,0.017031717157510163,-0.04627501975147525,-0.03949565119516456,-0.06255047967174804,0.029118546102628026
B3LYP-D3(BJ),-0.05630724649958819,None,None,0.27481345278902697,-0.21983361235473112,0.04150876623216831,0.02885610156670904,0.12588736803600473,-0.006572433933344803,0.10702726580631397,0.18542557880369626,None,0.0005673084711334354,0.013963376399401204,0.16586012034941278,-0.018865638486854006,0.08707855744725682,-0.014704554982091441,0.04796689943229436,0.06600388811952608,-0.18617361684343325,0.035694532241827844
TPSSh,-0.13140912679555078,None,None,0.23264017470901363,-0.18808492365407062,0.13843789007864896,0.1290601201263961,0.03246904541127105,0.05011848251704007,0.05120854547648596,0.18012430283503797,None,0.09986314655463314,0.09988371204102096,0.047921803827381135,0.06868740292479249,0.029199387187518164,0.004448695041460349,-0.03480959704400531,-0.022606879457981816,-0.057386327390101216,0.04054254746605501
PBE-D3(BJ),-0.11140841853776065,None,None,0.25769246984853916,-0.07849666740475987,0.05715604505434415,0.04800347120579925,0.11333979148875738,0.05717341892722867,0.07662261890683499,0.3582431937707155,None,0.04857165487180845,0.04161191393450551,0.10463983643725772,0.004638251800826072,-0.027768209335380812,0.08265186675862962,-0.01021029007938049,-0.012759528229084487,-0.0711917427400928,0.05213942648215485
B3LYP,-0.10690106237545306,None,None,0.3464112938957837,-0.3048241888823351,0.08863187688397514,0.07503395077052259,0.13701283600286396,-0.003690131694944182,0.13356321354856096,0.1617566949114955,None,0.04329853725968648,0.05874467124792581,0.17918289525980854,0.04984068932411179,0.18182036637440077,-0.0323805497985157,0.06941887872896038,0.09726418933475543,-0.1810253043185053,0.055175492026283204
TPSS-D3(BJ),-0.0904002925511114,None,None,0.24096688487760753,-0.15833138568650998,0.1495059338260921,0.14796371915889148,0.06882218871291744,0.09653407772192653,0.10879512243760733,0.2655303838352433,None,0.13094919140575553,0.12211788031012219,0.05712223123348271,0.012757341710571234,-0.006188404487127617,0.031151051381531795,0.008549077648415426,0.006892378861464665,-0.06775494563998165,0.06249902415316103
PBE,-0.14103006012989078,None,None,0.2996963760124548,-0.12667873690035186,0.08468069724929399,0.07495837654822163,0.1192845027783461,0.059766216359185734,0.0897238576436937,0.3462203428128557,None,0.07338890065746898,0.06764504943022645,0.11233949254772312,0.04707332531873882,0.029349934257568464,0.07189998954597908,0.00212279260813267,0.005667223672562898,-0.06703711435090277,0.06383728700340592
M06-L,-0.020755884377677877,None,None,0.19550224918979592,-0.35051905478375456,0.21003794619345223,0.16025768545648988,0.05970485675818561,-0.0054767451414108,0.2510030253886079,0.3611539019880111,None,0.1450361331780838,0.16228495166550935,0.12314712047705283,0.044321594262847576,0.22915691508643465,-0.21894459396326466,-0.006836922753953906,0.04526381619000714,-0.17719259767621579,0.06706357761878891
M06-L-D3(0),-0.019275156998909984,None,None,0.19920507581986996,-0.3529959860747856,0.2120838244165388,0.1622763522827387,0.06057945836534807,-0.00618649192582933,0.2525305101171093,0.3590746299344017,None,0.1466427540993624,0.16391239202963548,0.12504353192300016,0.042333499446013195,0.23149654037198064,-0.21868093454561613,-0.0047643610306896105,0.047688640371265495,-0.17819414862771624,0.06793167388742873
mPW91,-0.14602788272779477,None,None,0.3479455161665158,-0.18090396036661208,0.09585233207686275,0.08618634441676776,0.14190862129340268,0.053179272490035887,0.12988649626218582,0.32810260085001236,None,0.0906283375431886,0.08768509720997969,0.1399001753565755,0.05442676262157172,0.07115823943557792,0.06841919433415955,0.03504462190678657,0.03805114073794165,-0.0948030037703661,0.07481332810204397
TPSS,-0.13072824314351855,None,None,0.29276433988994915,-0.21761907243145379,0.18284149069408537,0.18053130228827885,0.07534605655493529,0.0995662168129237,0.1233811484938698,0.2482150080949159,None,0.16053606226992556,0.15301897199708775,0.06583879913071441,0.06511288076621186,0.06465536790941048,0.017673710275571387,0.022661062073220644,0.02772967168044035,-0.06252249002503564,0.07605568240730737
B97-D3,-0.04717941094416733,None,None,0.35548029024080485,-0.3049378917166371,0.10956334291535542,0.10759464669656198,0.2153758229935937,0.016747052861760675,0.275304800182835,0.3207466301635513,None,0.1156034448269182,0.1295742964368684,0.2410842315338197,-0.03894039984844748,0.11159847242892638,-0.001656100915102843,0.12715666943856882,0.11446182406655984,-0.23637818180681566,0.08951108553083077
VV10,-0.05277615101471878,None,None,0.29660444531284924,-0.17110754887886254,0.12578113323128373,0.11864556086788294,0.16876958744099646,0.08610992372500968,0.1981168232114515,0.354310955990483,None,0.11015696338738999,0.10760756452862826,0.12325205307800433,-0.021017001704822964,0.11525897716851063,-0.011635773017885846,0.09269383950873694,0.12707091470499984,-0.12316734534503321,0.09137082901082795
rVV10,-0.05325869893467684,None,None,0.30810303055406785,-0.18526789612217046,0.13133696640155557,0.12458031550756302,0.17276739925305745,0.08554357557783186,0.2073616242494161,0.3542889120367577,None,0.11529010011323396,0.11320905298776082,0.13080852552087177,-0.01778205877133877,0.12675313239518288,-0.013618003778163416,0.10009766960425745,0.13366790774292264,-0.1288154578175932,0.0947258942511409
B97-D,-0.05394829839628833,None,None,0.41226398123664854,-0.2895693365443962,0.12133397412965326,0.12162027574178422,0.23732565118010868,-0.009548332501455536,0.3249253431944856,0.32560404465824044,None,0.13502623737183517,0.1378938064696833,0.2594148047422815,-0.024233919805455778,0.10903848650319396,0.01218856143566734,0.15595450766365246,0.13500172893697146,-0.2608565830797842,0.102746385163157
BLYP-D3(BJ),-0.039385238756952254,None,None,0.42237652660647473,-0.2944251510080529,0.12664706528481878,0.12898949021670594,0.24051122991239374,0.08867313420157055,0.2868971205347671,0.33577005498811674,None,0.1244747775614525,0.12555215763370814,0.23153836356841354,-0.029228370912215917,0.18295984375000413,0.010134293936348241,0.1973654066712963,0.19163490823782944,-0.21024303077323797,0.11779125453630226
BLYP,-0.10016483404763757,None,None,0.5120227070027047,-0.40044713559710576,0.1858611914529684,0.18701794221585516,0.25464246368092813,0.09244108587702778,0.32124228836706403,0.307032490013123,None,0.17849060658485713,0.18221411298891843,0.2486542280433161,0.055952737116329754,0.3007829526471409,-0.011471065134683921,0.2249206444788965,0.2319649704369848,-0.2038379760663816,0.14262885611446144
