method,aceticanhydride_forward,aceticanhydride_reverse,amide21_forward,amide21_reverse,amide22_forward,amide22_reverse,basicepoxide1_forward,basicepoxide1_reverse,basicepoxide2_forward,basicepoxide2_reverse,borohydride_forward,borohydride_reverse,carbonate_forward,carbonate_reverse,cl2co_forward,cl2co_reverse,diazonium_forward,diazonium_reverse,epoxide1_forward,epoxide1_reverse,epoxide2_forward,epoxide2_reverse,ester_forward,ester_reverse,furan1_forward,furan1_reverse,furan2_forward,furan2_reverse,furan3_forward,furan3_reverse,imine_forward,imine_reverse,iminium_forward,iminium_reverse,lactone_forward,lactone_reverse,Average
B97-D3,-0.28659805507805597,-0.2315974242604377,0.05222271671198517,-0.28313120037796363,-0.27779836487874415,0.027383463022063927,-0.12405514029290626,-0.2432479071567161,-0.11723850507740959,-0.23675488663940844,-0.03981251450890802,-0.25032677144545,-0.197575089174989,-0.20115397318421804,0.017211433217364857,-0.2693504845090663,0.025431447733240898,-0.26839215313479037,-0.15705821279093504,-0.26666157465532536,-0.12445492513706342,-0.2629837664109289,-0.010157120661212536,-0.3090683465778525,-0.2621954357967283,-0.2238964266554418,-0.008418041652715567,-0.15114251519353433,-0.1505048571156276,-0.13471677868247112,-0.257446757031021,-0.3845189842127895,-0.0034682216586368955,-0.10832260578156608,-0.1478777720782424,-0.0017281732937099038,-0.16303899790056142
B97-D,-0.26516323528942626,-0.2011277012900091,0.11822794571970043,-0.2745567440162776,-0.26459527658995713,0.02292896772754656,-0.12032604921950593,-0.2486844074544785,-0.09890331953747455,-0.22699210844213488,-0.03848910983983442,-0.272157059951445,-0.19183839543236533,-0.17784823359088345,0.06175012755104158,-0.27451576061954763,0.02350104108531268,-0.27366208156805494,-0.1490890631397252,-0.2787929147445559,-0.12067189562531046,-0.2784739211666952,0.004714695849098155,-0.301587301413877,-0.2081563192600139,-0.1868844436593555,-0.008894752728775837,-0.15156864027522593,-0.14909788079453312,-0.1434824277834786,-0.22007045148500956,-0.3774559524124129,-0.0027968619971993577,-0.13030698972485164,-0.14077596403072087,0.03169333350102423,-0.15317080976803923
SCAN-D3(BJ),-0.38347334389057597,-0.2977065191802027,-0.07090522740193744,-0.11204473386050383,-0.19140327466199775,-0.19014252840481208,-0.16748842864314667,-0.10972080815701643,-0.17752002834310404,-0.10386801201846046,-0.08903053016689956,-0.10331088078558949,-0.20602843575781007,-0.14294943621705072,-0.24277202398864484,-0.1559358645908355,0.1879463559034028,-0.028111882901700667,-0.11662578946877598,-0.0869642619731207,-0.12346225326336241,-0.11690268802214389,-0.0330127728156098,-0.034228077229990335,-0.14383890454933138,-0.1500007651347626,-0.12937603444486664,-0.037297995975841575,-0.19706471900027817,-0.1544986474201192,-0.2958291850441111,-0.12069188954609102,-0.21362754015662488,-0.09383867689495025,-0.06157286044024342,-0.12592214305089058,-0.1338672446527222
SCAN,-0.37982775643986916,-0.28555239770713403,-0.05511571186876866,-0.10783714664382893,-0.19044107411566788,-0.18115972417038032,-0.1658678918133669,-0.11160052813162626,-0.17357980673870776,-0.10452921094278067,-0.08793289576110636,-0.10269049624036437,-0.2045703999655912,-0.1448591268265234,-0.2412899904610221,-0.1552092059207394,0.1898952608624849,-0.023851241620194866,-0.11336834542807514,-0.08734431815457086,-0.1214708740318714,-0.11846526457034842,-0.03195373778163847,-0.031743722669585195,-0.13235269505250324,-0.14941674046222903,-0.1237160986187534,-0.04202497806747789,-0.1931556871031124,-0.15147836161613612,-0.2929929544283006,-0.11923532589097566,-0.21101496820044013,-0.09373614978137773,-0.0595481009822389,-0.12542917316512697,-0.13123519001416525
TPSSh-D3(BJ),-0.29833257404047425,-0.2109673653000422,0.06129094025337576,-0.12247843633755232,-0.22157070074476928,-0.079784048035331,-0.10435576563671665,-0.20703749853390213,-0.09101991300576841,-0.19514450902214936,-0.08289860988689227,-0.10471681763121465,-0.18897990861244182,-0.18529817340331375,-0.1641863579452901,-0.20667487777825827,0.13701370639495986,-0.04411071668753885,-0.08050214167219993,-0.1538054224660473,-0.09608117385708088,-0.18659905364113924,-0.02369728472492875,-0.1085229626409654,-0.1564904966712925,-0.17693083191191672,-0.08517491657708064,-0.06303283466225992,-0.13219475232171585,-0.1368997805941159,-0.23326285929855786,-0.1857944429434727,-0.1614434764575576,-0.1081454078663742,-0.07333184245241567,-0.08557555536941974,-0.12657602394671835
TPSSh,-0.2742560851472442,-0.1488365988287128,0.141648003125898,-0.10250750551449077,-0.2196376545911127,-0.025141856124091783,-0.09484527793313426,-0.2204060430192113,-0.06842961826129357,-0.20111010234076243,-0.0743355360554931,-0.1018425182656845,-0.18149323340871215,-0.19479233426786544,-0.14470551531996204,-0.2028081868233825,0.1343499062555067,-0.028245346656994436,-0.06215471100337858,-0.15928616305936666,-0.08345381076343081,-0.1974331691473904,-0.015758424082616455,-0.09966994045750766,-0.10486020673250113,-0.17211389165277946,-0.056489148501777234,-0.08886353911020624,-0.10755315067848685,-0.12008369594960025,-0.21537172026800047,-0.1809839898826322,-0.14138160785690077,-0.10786002558751674,-0.06387070806527814,-0.07991833524231463,-0.11290282614495634
M06-L,-0.039977833413984615,-0.009336929509763002,-0.040402676600473024,-0.23823353597674962,-0.1165791873857231,0.23508802751905228,0.05560362744202114,-0.1671848657891196,0.010429835280244106,-0.16838943059374425,0.030595766640413427,-0.036480746350728344,-0.05591801570773714,-0.03929632372694363,0.11665784286586559,-0.13335963814142132,0.10692196609974006,-0.22783689483038025,-0.06299412827042677,-0.212484504481849,-0.016092537014136644,-0.19260697429184587,-0.01432579013280423,-0.27359417503563355,-0.13615332489633225,-0.1693149678662655,0.0646175654749947,-0.17067407714644353,-0.11579573680576931,0.11781371824362157,-0.18280224050305444,-0.1753177138016312,-0.021379197799598803,-0.05449564020106352,-0.1151143294527423,-0.00912242769798654,-0.06826487482939995
B3LYP-D3(BJ),-0.13256941112058684,-0.0761337871240494,0.11800596872367038,-0.15488963283064294,-0.18035569116515227,0.041771311175962264,-0.04159489470785794,-0.08164553600635686,-0.031492648931171735,-0.06435850142363753,-0.001464737493028082,-0.12463668626234999,-0.07659068227839438,-0.04938507817169665,0.02948238683512441,-0.08724075060419964,0.08936820489101523,-0.08283508043171028,-0.13661852478715653,-0.13158994298897914,-0.08610973592316908,-0.10175551119218328,0.013864904613939745,-0.18842888771510014,-0.13464598476828923,-0.11360618431382798,0.006611560159290878,-0.09060565103320109,-0.08639211839268039,-0.07023216624552231,-0.15433264523259924,-0.20239865146602082,0.018004971645870945,-0.04062564675801593,-0.09315202483979348,0.041375772762604526,-0.06825560314999708
M06-L-D3(0),-0.03845148340216554,-0.009600390284126752,-0.03774619360829371,-0.23875660439207838,-0.11689220828222209,0.23746885086780037,0.05638470890888625,-0.16807616431154346,0.01173572397292702,-0.16904547295815955,0.031381316220011606,-0.0365960274473277,-0.055968566327041176,-0.03925926180075073,0.11895003323384672,-0.13322208451512438,0.10430416683274778,-0.2283917516035957,-0.06256050644688316,-0.21340215724488823,-0.015541440856228975,-0.1934206985551117,-0.013551261168894393,-0.27473987565695,-0.13797240154462145,-0.16913305965835895,0.06582948503861474,-0.17167653423788062,-0.11450983488692835,0.11821447685797117,-0.1816202289888938,-0.17626170175735253,-0.01892580436967849,-0.054691140504926385,-0.11535775175338829,-0.008389360745995486,-0.06804142237157235
B97M-rV,-0.10182000666041084,-0.05431394779419882,-0.06013191304862335,-0.11720136763233696,-0.0321071757864236,0.09101313952853546,-0.009652398252457966,-0.041256498539693896,-0.015207039645000999,-0.029236211378427687,0.030542522094703355,0.021601197818809842,-0.05501092641076191,-0.06282088379635398,0.0412299264555018,-0.01598272817785214,0.00631940665455187,-0.20010746868800042,-0.11041520103269029,-0.15188413980056895,-0.05199348399012598,-0.13372017677520906,0.0002838472585936302,-0.08121451318432465,-0.06176794525183011,-0.18096398044833126,0.011562897523224001,-0.099716610078009,-0.109156079013785,0.032102670921210316,-0.14117683130854505,-0.1176410018007794,-0.0061670483108145,-0.007357693893715913,-0.042838851015837134,-0.0738619538095437,-0.053613012979708954
B3LYP,-0.090517553027974,0.014522447787512965,0.2353437187614014,-0.12615486246719212,-0.1795787975305318,0.1284236470853117,-0.026648118955354027,-0.10506440971679817,0.0031963948075555437,-0.07599450151324333,0.014734878327384793,-0.12066275789654668,-0.06463617003044517,-0.062042289450204534,0.06816369398258872,-0.08153284924073952,0.07793863048129444,-0.06824931832107092,-0.10796929890147144,-0.14349986119536565,-0.06485421477017837,-0.12045365326936038,0.027302098020788618,-0.17871729415975782,-0.05881655326939681,-0.10496359332866667,0.04888720752471352,-0.12946453977841751,-0.04566990454430579,-0.04190398590026196,-0.12511206974487257,-0.19719814203325772,0.05369763984543361,-0.04072565137426137,-0.07929066557453528,0.05141436026906695,-0.04766934275280993
mPW1PW91-D3(BJ),-0.2322915402732534,-0.09947024838791571,0.021234466910665335,-0.03325303670457854,-0.13210908983477634,-0.12968218814573346,-0.006549700001899885,0.07314909525532366,0.00653668395491876,0.10260051273104571,-0.07318802587510519,-0.07049443307510583,-0.07336020745686986,0.06814788100852151,-0.19051548000028065,-0.08857308333014663,0.2696682364762967,0.1404443669608029,-0.08369877639910493,0.04128210566420372,-0.07193227814935203,0.038212645915616295,-0.005684396448955283,0.0017310694890741503,-0.06283921181067845,-0.003170717452637598,-0.10127420940721335,0.04834299287642349,-0.20995004888564572,-0.2291687617114285,-0.1146713657745565,0.055421885841852224,-0.25988172550006894,-0.05870361926115745,-0.041132968350029615,-0.0037795699912999,-0.041905631642862484
SCAN0-D3(BJ),-0.2502126880368603,-0.1499895322416178,-0.15883967468135918,-0.01563901857289519,-0.06687247130909606,-0.18808994529066397,-0.017203047456983735,0.15109234912299235,-0.025710272691668708,0.16909301899704676,-0.0793750002591206,-0.001769465455821296,-0.06418355465103025,0.11498732642167803,-0.23282990633597028,0.00800326648494438,0.26053321711300165,0.1756285574974739,-0.08327302139132384,0.10831545755447942,-0.07321407930934198,0.10335447080563372,-0.026492143129203123,0.07857104802876134,-0.06503359080713939,0.024782193198713776,-0.1600190450509685,0.10052155715201415,-0.21105374871440258,-0.16338784171773796,-0.11875008524105285,0.17909968255332467,-0.2839912898513339,-0.001612096581435668,-0.01777387536344246,-0.01854954511518147,-0.027774522064599638
HSE-HJS-D3(BJ),-0.17663681216756985,-0.06478704693623674,0.11583684734700897,-0.002776034687382935,-0.11791232829345887,-0.06653820791676869,0.017618064090893382,0.040863903871541304,0.04347965339870533,0.0790718056445123,-0.06029605096482445,-0.05976484744008614,-0.04945970829276512,0.047340683998309124,-0.16647972929286597,-0.08295100128565709,0.27220307634748037,0.10433178876130932,-0.04810358487531012,0.01392898325037187,-0.03878986507846337,0.008954687406086749,0.010488590294277709,0.010550689679603466,0.02417444250901416,-0.006655722266210262,-0.06123137442027811,0.011549754161586418,-0.16176650997607228,-0.18825213873685634,-0.09333904588838703,0.05028071086729981,-0.2088869305962878,-0.07583073020846556,-0.021597327407777905,-0.02531989109652966,-0.02574170017222928
PBE0-D3(BJ),-0.1811929774163438,-0.0723295517691804,0.09699651754100642,-0.0013380373688818396,-0.11269697232117415,-0.08005313340629844,0.0232658990076338,0.05076603437097582,0.046468409353461484,0.08817671559503473,-0.06336041379537093,-0.05584824533091067,-0.04433709421322324,0.05636273795586815,-0.17807133126648556,-0.08103964805433479,0.2723643338254569,0.11336638445382768,-0.04807150535604774,0.023442722715894936,-0.03830975530014704,0.01915884811901941,0.008559201351536934,0.016212451389599335,0.02120460664074501,-0.0011664563426440169,-0.0696057535185991,0.022111712131054367,-0.16906382376751364,-0.1906161209485093,-0.09358892001149177,0.06140886187735762,-0.22240749973035448,-0.0751968406453181,-0.019782229066787876,-0.025868053866531387,-0.025113303532435436
LRC-wPBE-D3(BJ),-0.2099945191129355,-0.11447912871831609,0.09795309893388313,0.02088862055281128,-0.10854470316109104,-0.0841213084569842,0.10881100304966428,0.018160937603507978,0.13645428326238732,0.06724943739744588,-0.07315711372524109,-0.06467070911205686,0.01774357606994479,0.07111808423144611,-0.24670493389046455,-0.1594810147636627,0.17517154783897904,0.14896012833005598,0.02151291528474768,0.05366048988993148,0.022147354964952615,0.044053191966280374,0.018167334443804646,0.03182099478516555,0.06536392779621952,0.054815409935219966,-0.08158742002345329,0.0462762081340022,-0.16546518686667458,-0.16095844057852424,-0.09698952866953714,0.07808671805318718,-0.3010392918154302,-0.13339881430003678,0.006467680605239332,-0.03266353501767408,-0.02023257514120017
LRC-wPBEh-D3(BJ),-0.2316397537735037,-0.10195469546795857,-0.009364986406221113,0.014681343744041226,-0.09614148853250061,-0.15632211609227,0.07254258788390941,0.11815823931884073,0.08550970155439544,0.15591132703380176,-0.08374821510294342,-0.04128896263556054,-0.011924063672297588,0.12309312356079495,-0.2642581944113214,-0.09746477835558394,0.25526680166959254,0.2062142527324756,-0.03371536664440768,0.105944914674372,-0.030495922877077114,0.09763405220216498,0.002400330902606754,0.05918176904357038,-0.00406398375518055,0.05915687179622072,-0.12355444113340551,0.09593890432631877,-0.2230913863471824,-0.22443940678667593,-0.09734868921640681,0.1360719882817288,-0.3469275627434159,-0.07982656647243305,-0.00696961348210607,-0.009648350588686447,-0.019068953771452898
HSE-HJS,-0.16749371373967137,-0.030587805675470963,0.1566349292998621,0.008134528526843076,-0.11595407621833177,-0.04133308266827212,0.021914175433058812,0.035839493014672576,0.05411534337714004,0.07741851717388286,-0.05725530218712166,-0.05810874258840527,-0.04585004805311569,0.04236202638999579,-0.1610178951835711,-0.08102539472773261,0.27450910916231236,0.11777346116487211,-0.03932791381741525,0.013222972592497547,-0.03352569729736364,0.004972892224520922,0.013582648925442675,0.017086990409811553,0.05246164248615741,-0.003964025002775986,-0.04693568311402254,-0.0009023348635426601,-0.15136265296307974,-0.1804030593882687,-0.0858294695708427,0.054089569438396254,-0.2024144242707509,-0.07531267685433003,-0.016136285147726664,-0.022940425598059016,-0.01871006692528901
PBE0,-0.16349356718881383,-0.026281960815445236,0.15647383781245444,0.013482776813330816,-0.11111612875936325,-0.03978200565798234,0.030282690476369785,0.04100809980117617,0.06311791941577101,0.08385336292102391,-0.05703658783855992,-0.0537204363019572,-0.038763279749117,0.04944012242033862,-0.16407009179853946,-0.07821019036200678,0.27092728074430567,0.12522564863961178,-0.03453659309112925,0.01950864272542186,-0.02903905989740705,0.011246918596923377,0.014318251980316917,0.02290005294632847,0.05988905398335242,0.0024211898736473812,-0.048351663686816954,0.003061481748084225,-0.15098726897847775,-0.178108036306691,-0.0804486954979023,0.06509170173513648,-0.2078129809934675,-0.07496283349004447,-0.012712748163981007,-0.021723738598698004,-0.014969689848411306
mPW1PW91,-0.14405734854005614,-0.0040916137858229154,0.1889399850074814,0.0013365085520153344,-0.11760716604722321,-0.0002471231526668703,0.01678343603064145,0.02108225282588461,0.05439479629168858,0.06476468827281985,-0.044685654473489975,-0.06007594993461155,-0.04565200348396404,0.0399496269337487,-0.11725629584860149,-0.06689291740193394,0.24051267990798597,0.10847389174344477,-0.04375057449577388,-0.003538882452289761,-0.032061957996006266,-0.006228642489328229,0.012550098747590915,0.00017101271584803044,0.05165197544427236,-0.011376456620276337,-0.034617604791874035,-0.017958157383582682,-0.13172419102507793,-0.15923589909409516,-0.06415927661580306,0.05098431603702175,-0.16298387299415548,-0.06227652234077241,-0.021969467794391608,-0.0065223348913577076,-0.014093740142853082
LRC-wPBE,-0.19262202392553762,-0.06463268210630556,0.1603330674051832,0.03673802021267941,-0.10673787708638546,-0.04224653399196382,0.11600022499630439,0.008545228858400242,0.15377167536747652,0.06328353911717205,-0.06697532855539333,-0.062361566035542666,0.023408480697432413,0.0638042884936127,-0.2331035441699424,-0.15655818114359032,0.17434793223123646,0.163827493054765,0.035622551364426845,0.05041732367078356,0.0314651505817712,0.036341883934434306,0.02400192391827419,0.03960926209760868,0.10623285462995233,0.05891283996325788,-0.05946051365094959,0.026471642368201334,-0.14717797774574715,-0.14824293704039704,-0.0837390435636921,0.0824534048820449,-0.2872032146610553,-0.13295367117061668,0.014120497731087756,-0.028205325366120998,-0.009514198184364853
wB97M-V,-0.050717734889616034,-0.015449453502632129,0.0004349163034221988,-0.018645021112174823,-0.012443423572812742,0.03553335623567749,0.09190760246417792,0.03713616248291925,0.09992778701731553,0.059211973526635805,-0.02994731260168051,-0.023339708217613345,0.041681305873159886,0.04761578853164795,-0.08273153277613929,-0.0254175001619687,-0.06367800412547016,-0.008662167398973032,-0.0374156217980807,-0.01688210673007576,-0.007438609759280735,0.0016272560363736034,0.011126267683845174,-0.026164811509402218,0.0010286406392450772,-0.014259787448618647,-0.02861470464551121,-0.018788793532526098,-0.045983325449722987,0.007646411564755329,-0.030173024424952004,0.04809440277148989,-0.09443913736155887,-0.05735237188723362,-0.00023226404316437766,-0.007561296073453082,-0.006482384496999888
MN15-D3(0),-0.025693413068898146,-0.05631244552967891,-0.2557147049852194,-0.023655932394271738,0.10979484926083066,0.006944980482003382,0.13100976928588642,0.10787957923646123,0.09929520360147615,0.11625795248584121,-0.04667737929012794,0.04571936369282799,0.08023322825467294,0.1052629326242634,-0.14200444372627694,-0.0056326599405481835,0.041454611229433454,-0.011016835148843745,-0.04003147544889359,0.039359895089280214,-0.005294326949434379,0.06753332398005646,-0.023167467884161783,-0.0010937432237050758,0.012511963006439317,0.028946745585096485,-0.08478572008527585,0.06918295513458843,-0.06638462089123695,-0.07557492871486295,-0.08080422060336467,0.09560882151952954,-0.2048259992211714,-0.10645937319495204,0.004168211179663672,-0.026982480424932023,-0.003359660696597355
SCAN0,-0.16197849630366304,-0.054610897639524994,0.008861361696394317,0.01894328845050644,-0.05237051487037377,-0.0586498216989339,0.006129865441962466,0.09902678835055101,0.02214387494335804,0.1312585714362582,-0.05087441120391783,0.008648843532471978,-0.03648701076345749,0.08677966536548523,-0.15957072490045263,0.029681157544375857,0.2314157510608255,0.14365747274470533,-0.043310919905849565,0.0635009784050178,-0.03334145979381107,0.058916523961465725,-0.008252973013460098,0.07702043633282168,0.04945013507947724,0.01657428800210238,-0.0933634608616185,0.03422524780022683,-0.13282772758252104,-0.09344548504249744,-0.06823848588850669,0.17466168008686003,-0.18707810372049336,-0.005178787297771607,0.0013896224729404707,-0.02129231273449435,3.927665240164286e-05
M06-SX-D3(BJ),-0.03042966608484651,-0.0012749236766640933,-0.1899045381781291,-0.09836914682130513,0.04326882671275497,0.09200127526094944,0.11542916111326139,0.11965987321694335,0.09934843998323384,0.13989546163308283,-0.023962867225907788,0.01651651643187969,0.04358312966532324,0.15075006941929164,-0.013330353703217498,0.002217116016843511,0.007131133601762531,-0.1017682636988,-0.05385603401742052,-0.008479735264240493,0.008571040556583899,0.033992813570055055,-0.010863419759660702,-0.03834186402742626,0.0025346256409060743,-0.025047842218580706,-0.022285305794292505,0.00722433886299491,-0.12874230322650992,-0.051952442981692604,-0.013607349967247035,0.08848703758446708,-0.08973807684967716,-0.012378961833866277,-0.03462441508268538,-0.0039470588789418575,0.0004918413883117196
CAM-B3LYP-D3(0),-0.06501533371463772,0.007160044327299841,0.08144878346232964,-0.04643428512298192,-0.07939880391736087,0.05245804974076708,0.07875475458151904,0.044554501697540196,0.09346948504240045,0.07806442873386829,0.0015403398607018346,-0.04475578479198558,0.03830598748917679,0.09349659264969573,-0.03073064533564675,-0.005549975375116947,0.08124343868324378,0.07353678343913742,-0.07724323365912139,0.0057097064105480514,-0.04134736932508386,0.025914437358908447,0.023707616301025042,-0.07515476570046684,-0.019901293390430123,0.01943700619483432,-0.025106221833109225,-0.005691228331394393,-0.06847440198713911,-0.036518596773499716,-0.08152101513777608,-0.0007131942236760495,-0.06323627941213204,-0.0274363519277251,-0.024058633913279597,0.08800822105478529,0.0019034100876449422
