method,aceticanhydride_forward,aceticanhydride_reverse,amide21_forward,amide21_reverse,amide22_forward,amide22_reverse,basicepoxide1_forward,basicepoxide1_reverse,basicepoxide2_forward,basicepoxide2_reverse,borohydride_forward,borohydride_reverse,carbonate_forward,carbonate_reverse,cl2co_forward,cl2co_reverse,diazonium_forward,diazonium_reverse,epoxide1_forward,epoxide1_reverse,epoxide2_forward,epoxide2_reverse,ester_forward,ester_reverse,furan1_forward,furan1_reverse,furan2_forward,furan2_reverse,furan3_forward,furan3_reverse,imine_forward,imine_reverse,iminium_forward,iminium_reverse,lactone_forward,lactone_reverse,Average
PBE0-D3(BJ),0.14621000381115137,0.042535449476989035,0.10549899502380422,0.0054207984454900295,0.15304978538544464,0.04494609660501896,0.08234866499754902,0.03334422343228677,0.11705418707414396,0.05502311497477529,0.05418627683109995,0.03586059981019209,0.12896195660117438,0.028667777301405958,0.09002235975153763,0.04210094731603304,0.2100147354100792,0.05764538390106068,0.25151859266544446,0.04449438687489823,0.15349737402640892,0.04429911384972895,0.3354494238551012,0.023447253383022164,0.017435791198573778,0.0030374224283174042,0.41898285503792765,0.8847882306212018,0.6650113354521917,0.20602993277944856,0.043375184077757124,0.026260473393069347,0.14766316584218336,0.04632168474178462,0.7137996605339996,0.01824160694674875,0.15212624566269567
CAM-B3LYP,0.04518573483148767,0.031988993217918975,0.19773827656520424,0.07368871006836664,0.1247444856923735,0.04381549143402562,0.29169163665251546,0.02230124853008428,0.2797152307452319,0.046346821588187814,0.002998252799085009,0.03142617449881948,0.11436743468073048,0.04010066961279092,0.015253737957798014,0.004763333238874428,0.07297196761678475,0.04740632806391965,0.3108214735090855,3.220906148759062e-05,0.10127527701163858,0.048359403721255946,1.2951838171991736,0.08622930953470087,0.017590489455012938,0.046425699951395144,0.009747459735770864,1.1831896713091212,0.1825960880648206,0.036091188349923,0.03295543951919523,0.0034283165522534906,0.0362985689782182,0.02116549852686815,0.6793321561104155,0.05429517431097789,0.15643116024154202
MN12-L,0.09729152923833757,0.10696191062429417,0.0731108148006664,0.11342548533766056,0.17765880249271926,0.11394685317018721,0.3020456952488122,0.1259085123713116,0.10299673116855254,0.10985532878099025,0.06274766815370462,0.07805545520108816,0.27378277027534437,0.037476170929571055,0.004847880486162552,0.06689337291839685,0.018303647589127926,0.039349937362381966,0.4856776421175876,0.04794549556229811,0.06897437892903734,0.06941392771371235,0.2510922240417439,0.0798299090579957,0.06259798480347001,0.15795353587617184,0.23497456091552452,0.9455126649598907,0.12684289253031997,0.061126034640518065,0.0008542575699436249,0.031855173619767314,0.049104542488042593,0.027980585390320868,1.0044830996370475,0.04456662195780652,0.15709566938779188
MN12-L-D3(BJ),0.09677130769103652,0.10206043283569133,0.08091511725133747,0.12471780729688392,0.17661605137916764,0.11235069901398226,0.3001301911358569,0.12617289563596523,0.09927083524762494,0.10980614740315499,0.06260236861998117,0.07774321186631555,0.27150775973823954,0.037952521951014555,0.00529934747450663,0.06662327464645752,0.01669075021825446,0.041920598379757076,0.4943541359042949,0.04926080901449609,0.07190090553317453,0.0698731804962215,0.2607913605186742,0.08319513817333618,0.05623879881262657,0.16019220266845485,0.2213518847126388,0.873778825040968,0.13156656638879144,0.06326459002672151,0.0011976922360332502,0.031182863172696876,0.048926172094179224,0.028062409263469507,1.0658678574648588,0.04449435078121288,0.15735141833577992
wB97XD,0.004047619577653106,0.04999391811236466,0.114079482371359,0.1734595435815769,0.05933382582105748,0.07266141142359817,0.37518180212324825,0.036338678509465885,0.33937860988005564,0.06140353429058872,0.013652557475371136,0.028030105394632,0.2128019310702467,0.06187018711006767,0.005273606350783909,0.00878842892470374,0.0695427339427747,0.025003608183847222,0.24747810851171234,0.022498302786397844,0.021202970031685864,0.045491414399388586,1.2613481245645324,0.10325181035503841,0.04526288154601169,0.11157218051294429,0.04593611867880556,0.8041061772556816,0.3457486771427046,0.01886005687103162,0.017885019187904284,0.02466418990520221,0.04791656097826737,0.003798941165970021,0.7611499275548489,0.06190987731872954,0.15835897008084032
wB97X,0.036691138025348714,0.07141025222839198,0.08939430528801474,0.08204421518069994,0.013690148871374307,0.09376492690500789,0.6624559013239272,0.04373141888422727,0.5316274130615224,0.07043871044998484,0.006826579138999795,0.010570537365832522,0.3784575060928034,0.07676226883927234,0.0043968729618436425,0.024041336745540955,0.02707132042447659,0.019312946022307577,0.05338285582854859,0.012690980276117663,0.12984990288857967,0.0894579722745098,1.6039322861900405,0.08143232115366936,0.05385744268951169,0.16346445667844006,0.10600507020996687,0.6379439342358679,0.18624199657814283,0.08668840800747221,0.017165652464900535,0.03692393428305327,0.033744875118958316,0.01512908358756412,0.14542867169002366,0.07442623678179486,0.16029038552074273
wM06-D3,0.0005111077327551428,0.015458246469845621,0.07784473771730346,0.19658932167977827,0.04129969978728982,0.06019789414832687,0.655196976534668,0.01514331870081863,0.4850526310538036,0.03618663926999142,0.00963937643396466,0.02759151729149616,0.26044694431088256,0.06610930995848177,0.008877066371897259,0.006160300095113671,0.004176756948510015,0.02539242235292928,0.07039061435310112,0.027346717022652258,0.22462043480594776,0.10544379067937378,1.2472642365540345,0.12909011606552845,0.0020099288916096865,0.21518266359796012,0.07599000120016103,0.7156553400218831,0.011878258892475195,0.05288196638625685,0.0038674749717978957,0.01666452875940482,0.023735678201089513,0.019104704915350375,0.8734858457930262,0.06549922941470035,0.1631107165940058
M11,0.04879549971758305,0.020365646992464972,0.055790697031287015,0.24722692857587578,0.04467628966892028,0.037959491207273516,0.843290230730256,0.02619498168264183,0.63213178364495,0.05631576130016936,0.049011649790402984,0.06851256277605965,0.4134542921487939,0.07724739752667002,0.015241645590569584,0.000678605664941117,0.014864649075682204,0.0190710071084004,0.13115477363888797,0.035803666245899674,0.44458857887121506,0.1554540225248352,1.0720290254038742,0.12520330628878348,0.05449399696179606,0.18701610460582435,0.07908871745275854,0.042635994718553526,0.08150449890826254,0.020556314693966123,0.02403587430346407,0.0022966915330297818,0.015715363358829695,0.017765755411656488,0.7197747048037406,0.05692287628421478,0.16491303850673705
mPWB1K,0.05158543973935169,0.09176831634975047,0.0914649544679247,0.21413338619887173,0.08299452252535683,0.0740716820535611,0.5746133917419941,0.08982952026565676,0.48810348919815216,0.11199208163881699,0.012809308806199531,0.05989098959684509,0.29001311367738924,0.07888016109486988,0.02438946485027628,0.0384488005013779,0.1433188349921309,0.07378341689943368,0.17635593882192538,0.13893379656022473,0.22745073232196403,0.2001313802827657,0.37481556641790315,0.07483430241360443,0.14767258367614486,0.13438558239963042,0.058998679760597444,1.0054695570351153,0.14661452194290547,0.015659776737571695,0.02320609905336653,0.09691156585268462,0.08217732759890009,0.0005000490125760962,0.8546184326860304,0.005539701694169197,0.17656573524627886
mPWB1K-D3(BJ),0.04587831600135338,0.07508380217969213,0.05715954962112774,0.17854904096485863,0.08123350969326754,0.06258423662385404,0.562806943333673,0.0924332350993347,0.46693317923340927,0.11275108523739032,0.015046426411065789,0.05903131050673721,0.2818997980208051,0.08070914467349717,0.026858897186564267,0.037686544713600764,0.1424218765672257,0.06797937164885927,0.1391783221610579,0.1394913503866,0.21065988991229628,0.2070640385776252,0.2768273809197909,0.06705368956560932,0.12916819841496496,0.1271034991487369,0.12478069376503416,1.391912584818445,0.17903118427754458,0.022613519987731073,0.020500286437054146,0.09553578008328589,0.08524834257282733,0.0008220509478591956,0.6906794933872455,0.0039150575865852045,0.17662865640740583
M06-SX,0.046644195772390214,0.05534036447743965,0.024144934847479548,0.258390664620714,0.07845641975151361,0.12432616738054149,0.49114327876179514,0.04439655486578549,0.37081412763183813,0.06368619099339899,0.003882218608122878,0.017295177895505227,0.20736292458407704,0.062333523877623594,0.03029647979399602,0.012414888672907465,0.01698259569172641,0.068004470499856,0.07276821581747622,0.10116499843281002,0.19409212105954518,0.02415897097747092,0.28888467442821797,0.057708142032264285,0.09622614678022298,0.08659147388647936,0.26708732630030435,2.3639265156055855,0.1987060746968002,0.019434372236952734,0.017104053082102583,0.03594235125553534,0.004753594827133243,0.009826440196008352,0.5578743146588692,0.0047175247964522165,0.1771356247165817
LRC-wPBEh,0.1157182120046537,0.003867237970445922,0.17222027540838344,0.19961143440811924,0.11087181497478832,0.015095823794872187,0.33934806764195036,0.043410249420015236,0.3359542806373706,0.07368024607970332,0.04724663873241072,0.019822178915992913,0.04591084852436711,0.048266373922454774,0.0965578315775766,0.03937089976202251,0.17434989403646503,0.08860077434436353,0.032611293119503934,0.11601346598728708,0.03756080804259369,0.12299239107980554,0.8087133649529257,0.08333538559339043,0.09080034579365627,0.1326754367630345,0.34248918781477805,1.185938738008916,0.5698275256074596,0.16700042341893445,0.02170712247626213,0.05629126008552794,0.16600239925776322,0.051374549475764614,0.439990479550661,0.008737955672099812,0.17788792263489775
LRC-wPBE,0.15543244144363946,0.038009086425259415,0.17438747193351226,0.14883695141167652,0.14495694821341643,0.02371945628152798,0.41057788760824204,0.005612690135541219,0.38735172358182557,0.0394895344576763,0.057277777662202704,0.04004285452276709,0.06808753540058043,0.032452772873485115,0.117843399964374,0.08133361748808444,0.1344362323163152,0.08330422440645646,0.1863834702069705,0.09569229358686161,0.12607279659729057,0.08402975188925603,0.9406755629546318,0.0572848844631212,0.0873514846626371,0.15340752574988042,0.3579148922630316,1.0592484866743452,0.5789235174548287,0.1602303215566505,0.038810111588257146,0.035259820470167035,0.1906830298812784,0.08190022331226296,0.5095081273699029,0.01988980159808719,0.1918449641223901
LRC-wPBE-D3(BJ),0.169450824627013,0.06732270664841196,0.10653942800186755,0.08462618791860509,0.14741073501235916,0.047230186946695264,0.3851319407534636,0.01192849448838185,0.3437291145166755,0.04196429296485366,0.06256448433690297,0.04152557354609009,0.05161019971397679,0.03617278852645696,0.12471946019166204,0.0828520602158921,0.13507130597486006,0.07574435600911868,0.11255936622899902,0.10184783678903951,0.08873877690202653,0.10185984847496675,0.7120082379021139,0.046021104995032,0.05374642483504681,0.1427379229446756,0.4911049510795244,1.8517175003033057,0.6508561230720116,0.17397404022105906,0.044951246997395694,0.03339247983268544,0.19986922620077627,0.08217443403081198,0.23337249836081236,0.023033637178816853,0.19887666102062182
MN15-D3(0),0.02073277936204514,0.03311613473559476,0.27813003056882024,0.09583741420962485,0.1491085143610387,0.0038992822689378425,0.4637035344643174,0.07085762830232475,0.25012518180949095,0.07254607572070437,0.039918826984521864,0.029356764841055677,0.23337194923940946,0.053539881489222486,0.07178906918100778,0.0029262259289076988,0.0319648284582533,0.005601922426911748,0.20945173846028306,0.0747052473674658,0.021213011610447592,0.15615064063654527,0.9079718346067578,0.001581825837801953,0.010288140598909529,0.07537658380567669,0.510356705761159,2.768318622270326,0.2611234290611846,0.08168615228058757,0.03744992401344381,0.04088551451532547,0.13599026799211322,0.06557958393763451,0.15040103494065232,0.019027477091996294,0.2065023271983472
M11-D3(0),0.0641452719552547,0.07096096002405958,0.15310122718301714,0.46527430761189237,0.01054395401179315,0.011988170380293199,0.8052064661121348,0.04227078101827544,0.5403137535643069,0.06299851261607259,0.05464521875550802,0.06398150319832106,0.41126413722507815,0.08949943626896034,0.013557386279775005,0.0018075585475473283,0.026402681850913448,0.034812372252695296,0.04541195752821769,0.06048504757611483,0.3263968065044468,0.1893806924875672,0.3488625084586504,0.15975184456031227,0.0010775631634643032,0.19949911409567372,0.2392396055459525,1.8784564860375665,0.24378483146461988,0.02196575454146697,0.03556790411159335,0.007881628735292577,0.0005797547144825778,0.02573588077343295,0.998532602024088,0.0653864869141681,0.21585472689147248
M08-SO-D3(0),0.06098928740043069,0.01869136773602126,0.2730018751527688,0.24607546503887578,0.135299091858649,0.0465171887292896,0.691121062799012,0.09359221549157293,0.4289922111774266,0.09453858338884125,0.06888057503755932,0.02241893171133832,0.44856529808632806,0.1011275368468395,0.015684974250348867,0.042856105676046065,0.0652671783771501,0.06683876271973781,0.3630890723371122,0.010542643134277899,0.13251466150434144,0.20811538970164173,1.319326795329583,0.14600434484159153,0.02716606173408415,0.13726039624886405,0.01378350184460512,1.811155788036498,0.24660139413093263,0.06717939745070778,0.015685563290010144,0.03551824154355304,0.026483415127914103,0.002311254945272392,0.36257792992286236,0.03848699826060127,0.21900723780174136
mPW1PW91-D3(BJ),0.18744295431831165,0.05849630781993276,0.023095828342438583,0.13471821779285495,0.17941269787671157,0.07281049358512416,0.02318238599393602,0.048045899316052014,0.016465944006895928,0.06402370252027305,0.06259092062747694,0.0452650327395974,0.2133806028155182,0.034662054172114695,0.0963133872074894,0.04601464597182,0.20793582822178874,0.07141419821405952,0.4379267570632489,0.0783536111694092,0.28821420855226376,0.08835533020561918,0.22278100905099438,0.0025035587745835274,0.0516704409931674,0.008256467003873141,0.6096070404266949,1.9344187766442542,0.8258370080384083,0.24770005986696858,0.05314615873661607,0.023700243157906777,0.17254345459750692,0.0361617658571989,1.4841956761232828,0.0026652731807637977,0.22648077613847656
M06-2X-D3(0),0.029608430440945643,0.00680078560569907,0.005744070455060958,0.2279290987332918,0.021063375472651868,0.00036632969259058735,0.6370916765530283,0.08962684900997377,0.5104191562061978,0.10972303794112695,0.06114089006442764,0.0012125005128713307,0.28971959763645777,0.09801191375795032,0.04330930274513562,0.010824872301556987,0.0339071480098997,0.02985525706997361,0.23248808920436548,0.20617665567023213,0.33417547729648933,0.31977531158825423,0.28529667537400816,0.07479701404237754,0.07011240803400069,0.4448167701778505,0.18975214928632975,2.8446823590229875,0.15312027842464207,0.07366092545237171,0.03430796218069766,0.08245556002640281,0.08775648360046222,0.024139177967852362,0.5148177613665769,0.0383619518329769,0.22825131396549217
M06-2X,0.030746143900945138,0.006775583366736446,0.0026610607551750902,0.2297144410266482,0.02126253620805031,0.0017499311686723202,0.6348187237757411,0.09015740999027977,0.5072565960337286,0.11005796168960139,0.06173975350621697,0.0012676634320613752,0.28993907772909583,0.09808939859966856,0.04420841242370979,0.010772750630298377,0.035453703952953004,0.029955766535497103,0.23063472468301308,0.20768752665354723,0.3325136992508317,0.32141676025575405,0.25789067191643794,0.07613313011523942,0.07124765548177574,0.4441944616552874,0.1970709586553485,2.8827044387864214,0.15725875519925062,0.07399955525189743,0.033797403300721625,0.0828157469504817,0.08914412143459503,0.024087378866157527,0.5223747873647845,0.037948956677419855,0.229154101311779
LRC-wPBEh-D3(BJ),0.18691700840158063,0.05995735756608154,0.010185898208667419,0.059478611880556136,0.13056636645571865,0.08776756926832995,0.2567614200400014,0.07760887335461386,0.2153994238594875,0.09729016118778797,0.07162206961486325,0.02651196929963899,0.03468316111157906,0.0626088508393322,0.13359335315456844,0.050633974816451446,0.19683116749776855,0.10485735980647255,0.1764047434502493,0.20108389618725367,0.1221893495134191,0.22574958406922496,0.09407298476468798,0.08559161727450432,0.0033416687887794874,0.15404297839012637,0.743720021432672,3.8389434930913553,0.8775283644751464,0.24258827460773474,0.04511770532207801,0.05818891147910883,0.23033585780477064,0.04917362238124008,0.2514836786483686,0.006803813693575312,0.25748986560382764
B97M-rV,0.08216159243116061,0.031940861318601015,0.06540292946915957,0.4748185710251135,0.043603623613245976,0.05109962830329108,0.034164255155314883,0.027098155733193685,0.03830661923264806,0.01824367588706882,0.026120182274827493,0.013870299878023089,0.16000860747115095,0.03195258377904751,0.02084341845208172,0.008303194956264831,0.004872769124590715,0.10175213675167875,0.5777118017611765,0.2882767397946273,0.20832456893656642,0.30918796882628313,0.0111244490516613,0.11745646745521036,0.050789576737840764,0.4712255682758133,0.06960137017260867,3.9901063504962897,0.42936465211802827,0.03469859264277219,0.06543051297921479,0.050307208166358565,0.004094492670348886,0.00453238160069538,1.5457488238324333,0.05208589469715966,0.2642952923630986
rCAM-B3LYP,0.022886554101423727,0.049667503592746354,0.11558717596919092,0.36280399848655953,0.0003837483023021241,0.00524475766868064,0.6367970532549043,0.1173736011927773,0.5119606386785612,0.1400443533147342,0.01332689694337682,0.014690803527583715,0.39699849289800787,0.10746784781218398,0.06958867092282117,0.03413991580163986,0.08644915792746638,0.1241622171897605,0.11832483403638913,0.26865729834998003,0.010300412843288604,0.3702099143501619,1.2694334933694453,0.08109484060936223,0.06608073505344253,0.3370011820431223,0.3067446336775607,2.931906280605023,0.20160250751023542,0.02156600114265949,0.019834520865081175,0.07104520686801738,0.11122631113240129,0.017121095350751767,1.5501565321558295,0.06702640539220302,0.29524737758165764
SCAN0-D3(BJ),0.20190406158736643,0.08820560911396402,0.1727631720562235,0.06335844539213795,0.09081714593789918,0.10560372207494098,0.06088945849491021,0.09924070513860178,0.06476432292928622,0.1055156632101897,0.06788206515506644,0.0011361877568971052,0.186688752077637,0.0584859995432059,0.11770506481881032,0.004157780897726802,0.20089199598574486,0.0893049175882892,0.43569913178743896,0.2055831966008323,0.2933500573860909,0.23897634349698016,1.0382714209407296,0.11363335669779302,0.053474800519427615,0.06453219609920767,0.9632140012388866,4.02231587335601,0.8301784033807333,0.17659989028513481,0.05503650224778264,0.07658898576872837,0.18855053441046224,0.0009930607320431505,0.6413324887688648,0.013080748663119111,0.31085350172608783
rCAM-B3LYP-D3(0),0.03823632414110312,0.0009278078388033531,0.0925737989192927,0.14677036049861134,0.0344952340377213,0.0208047586628198,0.5992537620266698,0.13340844268579488,0.4216588868223591,0.14720347662698294,0.019171241805071598,0.018923748159783114,0.3955424051085871,0.1200266993462977,0.07084948656903978,0.03657936276743507,0.07383476287157814,0.10803986250644082,0.2989357653320874,0.29385144492188486,0.10904633758177963,0.40526216636296697,0.5433526602256953,0.0471288430835638,0.012007329830079566,0.3481526178047811,0.624085531812752,4.774716096843395,0.3651554320589227,0.023293394295089052,0.03115121257983699,0.07627250786729961,0.12671305272746738,0.009051062861897257,1.2713986349912947,0.07549001602215633,0.3309267924610373
