method,aceticanhydride_vacuum_forward,aceticanhydride_vacuum_reverse,amide11_vacuum_forward,amide11_vacuum_reverse,amide12_vacuum_forward,amide12_vacuum_reverse,amide21_vacuum_forward,amide21_vacuum_reverse,amide22_vacuum_forward,amide22_vacuum_reverse,basicepoxide1_vacuum_forward,basicepoxide1_vacuum_reverse,basicepoxide2_vacuum_forward,basicepoxide2_vacuum_reverse,borohydride_vacuum_forward,borohydride_vacuum_reverse,carbonate_vacuum_forward,carbonate_vacuum_reverse,cl2co_vacuum_forward,cl2co_vacuum_reverse,diazonium_vacuum_forward,diazonium_vacuum_reverse,enamine_vacuum_forward,enamine_vacuum_reverse,epoxide1_vacuum_forward,epoxide1_vacuum_reverse,epoxide2_vacuum_forward,epoxide2_vacuum_reverse,ester_vacuum_forward,ester_vacuum_reverse,furan1_vacuum_forward,furan1_vacuum_reverse,furan2_vacuum_forward,furan2_vacuum_reverse,furan3_vacuum_forward,furan3_vacuum_reverse,imine_vacuum_forward,imine_vacuum_reverse,iminium_vacuum_forward,iminium_vacuum_reverse,lactone_vacuum_forward,lactone_vacuum_reverse,Average
B97-D,-0.009163044482519797,None,None,None,None,0.04302356010906283,0.1638962450110141,None,-0.29425929677167495,-0.005665237253636269,-0.0845887190062844,-0.25786834716941365,-0.07402496596033048,-0.2519513235592936,-0.04302117008648035,-0.2897864084249957,-0.16973724822290343,-0.22421165867909376,0.0696515118328885,-0.2790629042106049,0.02062260735229994,-0.3146014998986103,None,None,-0.12914344758992988,-0.27496856209778847,-0.11060425468191648,-0.2597046554911803,-0.06180695932938595,-0.32671915001726326,-0.209643514380793,None,None,-0.16244013506546431,-0.10314129681322612,-0.1122515287790333,-0.27789159166973276,-0.4519846938442278,0.02134102206776419,-0.12804293764691302,None,0.20107214887941469,-0.1370836704962579
SCAN-D3(BJ),-0.005992271472314611,None,None,None,None,-0.06769864960283771,-0.03215434082488273,None,-0.20302934214807683,-0.2118043734509444,-0.09455316905480492,-0.08475228845122966,-0.12437628472573944,-0.09901160363732196,-0.08898484108069901,-0.1208085233607219,-0.16275831869664995,-0.2249522604688033,-0.22657275184618808,-0.15349092739145673,0.15793281477319382,-0.08800576653574153,None,None,-0.10103103187664714,-0.08727331826532432,-0.1092679028273616,-0.1045192603609253,-0.05578691327899618,-0.05538439199493711,-0.14562636658435602,None,None,0.006207624013405098,-0.1556392766632014,-0.14110832866684184,-0.34465384998823156,-0.191383771877663,-0.17871096476410225,-0.09193692011742066,None,-0.001638141387683379,-0.11214892851923455
TPSSh-D3(BJ),-0.007997675459849314,None,None,None,None,0.03568962521546835,0.09046536508764813,None,-0.2286788894206919,-0.09380278770241991,-0.05238174407133323,-0.21366683201505812,-0.057325174675224494,-0.21429140991765822,-0.08526280320276226,-0.1220742697951236,-0.14514954692061383,-0.25639917746462537,-0.1449542065655619,-0.2090924272777882,0.10609392496159241,-0.100305183278516,None,None,-0.07053614924920726,-0.1558134932694171,-0.08769943152800114,-0.17235352810844215,-0.09101714550634321,-0.13744006936970732,-0.1504270153779804,None,None,-0.049924291367443106,-0.10409012295559107,-0.11804351064324108,-0.28442789784386474,-0.2562914726032321,-0.13165509892296542,-0.1065416785055066,None,0.03495173837302748,-0.11188882435563852
SCAN,-0.006137302791756918,None,None,None,None,-0.039465837050492454,-0.021323011766222148,None,-0.20173897755887993,-0.20243791024327756,-0.09225575408985756,-0.08712788720919867,-0.12106494578570297,-0.10025511019474204,-0.08799211478632032,-0.12021776114595757,-0.16184574085863218,-0.2251719816401184,-0.2259619946951762,-0.15289796921580565,0.16167625169592764,-0.08242301040456544,None,None,-0.09819166650884405,-0.08834023916531158,-0.10769917378202641,-0.10701288312484063,-0.05297690356904176,-0.053032505251053214,-0.1333856829283342,None,None,-0.0012444600584893693,-0.15302391009624713,-0.13553253321149158,-0.3419860824285536,-0.18981761430795543,-0.17660181187059892,-0.09185891591820375,None,-0.002866055812290074,-0.10938160924293938
TPSSh,-0.0086075781754407,None,None,None,None,0.1654936359746875,0.15230941320012453,None,-0.22405574875234177,-0.03694610212462867,-0.039979830146900354,-0.23036337425902528,-0.03868934398163422,-0.22405554596520924,-0.07734055512002604,-0.11924918768970377,-0.14060973028192586,-0.2547509557566118,-0.13095554946186463,-0.20595316778735837,0.11334330315069452,-0.07640106227701328,None,None,-0.05471763996969473,-0.1653796636603513,-0.07748454136152923,-0.18857484774213074,-0.07690906863948135,-0.1303282584124583,-0.09565510944354774,None,None,-0.09058194889072341,-0.0871002173286311,-0.08847058290023128,-0.2674848121528151,-0.25081380961965244,-0.11459604096579591,-0.10637139228551984,None,0.03305378675987591,-0.0980695476895895
M06-L,0.0009323604279767438,None,None,None,None,0.09338780972895473,-0.0201065397349571,None,-0.14125009526225157,0.20829368249514543,0.056319216453163214,-0.205664383773765,0.012477835141005585,-0.20408593217266321,0.0190757372407495,-0.0500687066758428,-0.04331691246809037,-0.10186291028432544,0.1444490707140266,-0.13034302752358914,0.09982456806368947,-0.27094939651699146,None,None,-0.06397914336375107,-0.2198141536778583,-0.021904644604883335,-0.1953961906099732,-0.1707779113647865,-0.2994224177874351,-0.12823490777145413,None,None,-0.2331556710198364,-0.070126872560598,0.1518960508725268,-0.2287570524256427,-0.2400587241825314,0.0126269957150194,-0.04701905125269347,None,0.1443572428591251,-0.06695793985382929
M06-L-D3(0),0.0009371632387823297,None,None,None,None,0.09313061574086785,-0.016928544819464434,None,-0.1411766353659539,0.21084407368247415,0.05724526665484058,-0.2067842117951742,0.013555194333156386,-0.20502723980676127,0.0198583126142266,-0.050160732909528154,-0.04347614813815451,-0.10131239916997105,0.14611441656429255,-0.13020516640182456,0.09752562926098943,-0.2711690632660821,None,None,-0.06366204891796652,-0.22110368015335233,-0.02151139905719691,-0.1966303854264129,-0.17027908830722033,-0.3008200061758163,-0.1301911652497811,None,None,-0.23483803487169302,-0.06928122116308247,0.1524780428523938,-0.22758635813247,-0.240960591612623,0.014846643219127697,-0.04722422792984352,None,0.14543979398624543,-0.06682353739134299
B3LYP-D3(BJ),-0.0059153176333212746,None,None,None,None,0.12403974839811713,0.14829348131786615,None,-0.1882079238705107,0.030650411457862892,-0.010977672403209193,-0.10443209266885349,-0.01359007652427922,-0.09875225994816719,-0.0010862965235710704,-0.13641325171798246,-0.06111584294880901,-0.11856615197311007,0.04412324576976412,-0.08669309288555765,0.077101372842606,-0.11794426855376007,None,None,-0.11453867831940988,-0.12590486392656675,-0.06739042627198279,-0.09256039701096451,-0.061164008371512264,-0.23252151466652082,-0.12437583872459687,None,None,-0.11759899962925738,-0.06262641206387133,-0.04484352761191973,-0.1999645585182211,-0.26607005246135806,0.040601683649030766,-0.03978443524820104,None,0.1578644321499433,-0.05844886202782261
B97M-rV,-0.007835794842453073,None,None,None,None,-0.003277809802598381,-0.034905309961897626,None,-0.05487184073790301,0.07871078885183853,0.010752793802693736,-0.06515993078853392,-0.004982580081169704,-0.05791736641382853,0.018643780755990418,0.008799434703797078,-0.04780188453158261,-0.11749052342749591,0.05353252066948767,-0.012920699008763678,0.020031973030691166,-0.22101349786849844,None,None,-0.09506649708298343,-0.1467604319200076,-0.04491448743469059,-0.13035838945862196,-0.08947744558086958,-0.1230300357602784,-0.0534601710892757,None,None,-0.1330209979935867,-0.0757381217502499,0.07194748009226384,-0.18717433247473178,-0.17706730194600165,0.020243189019459606,-0.007021281064821579,None,-0.007507689348643578,-0.05050351435760204
B3LYP,-0.006714165424378018,None,None,None,None,0.30312107117612525,0.2427561339349878,None,-0.18329927847252467,0.1205496333834529,0.007065210999484259,-0.1335123199179669,0.01448294252556085,-0.11685709010214068,0.014063127967925488,-0.13238929519334516,-0.053598160354775645,-0.11393077161747733,0.07525589558560733,-0.08209639081196142,0.08086487000856608,-0.09051188749559921,None,None,-0.08996614737305372,-0.14406356176876361,-0.04979695818663938,-0.1197482237741457,-0.041591697348033474,-0.22627197855343784,-0.044166552800892364,None,None,-0.17883086471266385,-0.03369211410863774,0.0017667651597381225,-0.17226628126563,-0.25982375450543305,0.07160632559790679,-0.04004009451455437,None,0.15686302269715452,-0.038274143414548274
mPW1PW91-D3(BJ),-0.004871455676085282,None,None,None,None,-0.005849379620384116,0.06209850645725768,None,-0.14690513303557284,-0.15068549009808516,0.027144113936597082,0.059794728214241546,0.03232644527988049,0.08442037573426599,-0.07682950053758286,-0.08871355326779887,-0.045306566497742055,-0.03343268294237742,-0.1657823318677111,-0.08742086450128077,0.240883651967739,0.09209308028524518,None,None,-0.07388366030185795,0.045783053444075066,-0.062051897897799226,0.05561900413342112,-0.000721097013883923,-0.047132300926540006,-0.06267453889418884,None,None,0.09068231049195079,-0.1660034893888458,-0.21775972131867316,-0.16082894888536903,-0.012994992834699974,-0.2267091668292788,-0.05532619642509871,None,0.0940678082603661,-0.03146780907986924
PBE0-D3(BJ),-0.005233726486183969,None,None,None,None,0.055890990337026256,0.12756998113202836,None,-0.1273562210937482,-0.10084900557913379,0.04993620298077712,0.02905664914055268,0.06345200924754416,0.06137510366046744,-0.06781694607953474,-0.07391992327440527,-0.02265413180030613,-0.03183225805724649,-0.15627819258374226,-0.08113512906292454,0.2535684093465709,0.07343443555510083,None,None,-0.04369900123857226,0.02386198226629937,-0.03252134102435316,0.025709702668983484,0.015022507444113046,-0.036426699419821296,0.02539089862072674,None,None,0.04526895196570817,-0.13465187215661145,-0.16872925479309664,-0.14153154919277464,-0.006652976056788964,-0.19294346847874844,-0.07193361044976865,None,0.05339226196288915,-0.018538600640592914
wB97M-V,-0.00292005543233513,None,None,None,None,0.058893629549114444,0.014583295856107407,None,-0.023629724900623136,0.020118756104395404,0.07871194554993943,-0.022732432925007994,0.08837672101778428,-0.0018158135128089727,-0.035534481277194566,-0.03790348567377757,0.04756471718891795,-0.010368025467741746,-0.06233625187055077,-0.029416606155377986,-0.08457508134501748,-0.026199724585261173,None,None,-0.029098223877813998,-0.016592479569528088,0.0011282517260714712,-0.00045568023046544114,-0.05897366754463191,-0.0795981406322865,0.013224121125099282,None,None,-0.022012312105134903,-0.03126284086257956,0.02653729985857758,-0.07736494550395265,-0.014665941505100597,-0.07499721983397557,-0.05706147828777189,None,-0.006045294288913965,-0.014263161544120136
PBE0,-0.005693218187286198,None,None,None,None,0.15253322711483,0.1730053536800822,None,-0.12387477280904802,-0.058967643234546716,0.05908111640935078,0.01685259202674092,0.07718728721330793,0.054256658563832855,-0.06196518348992602,-0.07183070273174605,-0.019248665907683926,-0.030657403142167996,-0.14625439446681457,-0.07884067469699535,0.2594546705483771,0.09120873427624157,None,None,-0.03202257317168668,0.016935984354871755,-0.025026986764938284,0.013819926342253508,0.02548767174260788,-0.03097889278427839,0.06643839482239143,None,None,0.01529583976869459,-0.12217579356312444,-0.14676186709117398,-0.12909429038235598,-0.0024827609787094786,-0.1805525506820137,-0.07178304977338884,None,0.051842499262313026,-0.008275358366624658
mPW1PW91,-0.005787413167652494,None,None,None,None,0.1915356505497547,0.20082365497625004,None,-0.12908347831404243,-0.017668000757157576,0.049473829593191535,-0.003623347003733409,0.06886401112203472,0.03408263817851231,-0.04927535390610116,-0.0772354201155457,-0.025219423948607527,-0.0339254215321403,-0.09893003918997838,-0.06729487495873905,0.23127230248859523,0.07705529328498828,None,None,-0.03945965559901836,-0.0058275925867662184,-0.02682291195393208,-0.0057088573285643185,0.027196577593610414,-0.051764459453692964,0.05991157182218576,None,None,-0.016221154744433523,-0.10781688201254351,-0.12579526842187544,-0.11320784240107767,-0.015764683414143707,-0.13756287617874338,-0.05905481129862128,None,0.07227349866762449,-0.006267523125323844
MN15,-0.0013207298872751154,None,None,None,None,-0.015607270649619977,-0.037537912230167926,None,0.054973247591083275,0.022025589517695073,0.10807894013852656,0.02094265864923291,0.11675206416175328,0.05206722115763408,-0.04727910383370381,0.025413537290850417,0.08255482241502987,0.005043765898877985,-0.11174480719498316,-0.010409960272735498,0.055765305946684864,0.005189555944624124,None,None,-0.009202970681445391,0.025485613031403388,0.02551050423544839,0.05658304144993467,0.03908283276653251,-0.03378835282574414,0.0881290643574803,None,None,0.011478447703398866,-0.024788274634810616,-0.08237995319842345,-0.10679272491911883,0.015776336044727134,-0.15580777973631244,-0.11629730010524479,None,-0.03350430986585843,0.000762221820796067
CAM-B3LYP-D3(0),-0.0031496189659594507,None,None,None,None,0.1701344041893195,0.10469926746769331,None,-0.08566246502460245,0.04194505541911033,0.07401721713053991,-0.0070523317103064875,0.08751877278686625,0.022682639839433468,0.0031985329718976175,-0.055782327873252636,0.04149016942458397,0.011555853927133,-0.014899818273021401,-0.005327178237525505,0.06454930369154184,0.05131542320947189,None,None,-0.06257978623296681,0.009349301812547993,-0.026468907965420535,0.027648833291990152,-0.06761746671585984,-0.13239914663453245,-0.009078064757529149,None,None,-0.01064944644237818,-0.0513142031425189,-0.017480336981381663,-0.12290438260966122,-0.061627389230729204,-0.03963954845840346,-0.026208648740359282,None,0.12404453685317393,0.0010721326255904542
SCAN0,-0.0018736873056768332,None,None,None,None,0.043313211855821786,0.03117103331701774,None,-0.0626101914567629,-0.07646362375627444,0.03745019222459824,0.08153556196372558,0.04017870836262822,0.10679457386562559,-0.052671518943270615,-0.005998848439284837,-0.012195517287058283,0.005495978550119628,-0.1366840634532012,0.035557672700877584,0.21252378122428664,0.11025508975630449,None,None,-0.03728352456436356,0.0637649071201794,-0.02536758097287351,0.05800659495631403,0.02085018250412238,0.0336538775616997,0.05382390816409341,None,None,0.06582237545959824,-0.1077277755596612,-0.08013092554615613,-0.11124510860920818,0.11212840678002768,-0.15724577705326673,-0.0013699794164977392,None,0.031195748829033268,0.00858292758851617
CAM-B3LYP,-0.004521674897976561,None,None,None,None,0.28418187418826785,0.18779532101940946,None,-0.09113394013676028,0.07276621089700909,0.08691669422350297,-0.018281700965053483,0.10490628322592983,0.018050296274551854,0.004835208884497763,-0.06008475497999549,0.04195640138871879,0.00373283493543637,-0.016690295740734565,-0.009521328471792595,0.08428110345368758,0.07573055253514573,None,None,-0.047671071066230176,0.0002137191736613545,-0.012485636185752698,0.020384456179127118,-0.049740512989537834,-0.12115644379403566,0.03472211762058418,None,None,-0.04989831264388879,-0.03743652519908879,-0.004222398672701638,-0.11295041167229275,-0.06747464833408705,-0.034562184217200365,-0.03335211199761367,None,0.11591585492582693,0.011412655530019203
M08-SO,0.0018004612297395398,None,None,None,None,0.0006578593356996635,-0.03904183188489958,None,0.043995412352754844,0.09751906090808718,0.12615348400440435,-0.0008817521954225299,0.1446486934735499,0.03334113297121478,-0.08012326091195823,-0.05269122167792686,0.14454162969587564,0.10878579435789465,0.05627494270984076,0.07457520118630383,-0.07529644565403709,-0.11244448542240189,None,None,-0.024844918790741896,-0.011782962581311734,0.059233399055554276,0.06430925316510208,-0.05845718428961473,-0.13270864637722357,0.05113700010436181,None,None,-0.043246197472630483,-0.007139401419481795,0.06687419756275191,-0.04636252944787746,0.019306773013565384,0.006409267006982913,-0.006770098073606908,None,0.03330394116114888,0.01378364272174055
wB97XV,-0.003626781749266934,None,None,None,None,0.10697443181862314,0.04635694557513476,None,-0.018672670423542172,0.024682233055745895,0.10837262733561102,0.0032226929291189095,0.13488328937455726,0.045038200883276175,-0.0347390294691388,-0.023265706252201385,0.07021586478775244,0.03773913376473097,-0.06442882485410041,0.005974371971136179,0.017672431718338853,0.05510932367502254,None,None,-0.0017045374311412162,0.031028343916566555,0.02103728749772879,0.039717467431866216,-0.09624280371368353,-0.028028820554709274,0.06843499592231286,None,None,0.0281746661301808,-0.051492467746612536,0.06210945693147827,-0.060797518631749335,0.08359670148852551,-0.11675749961158331,-0.016860819900954237,None,0.0014995180701672212,0.014850703248099726
M11,-0.01331648645360491,None,None,None,None,0.1189270828076251,0.06853282430232498,None,-0.042757246545327976,0.051000266468040935,0.16428113984391796,-0.07360332344070143,0.19044432591009114,-0.014357634849495196,-0.06211784760678147,-0.12357673364065655,0.1334049778451079,0.09259363446266543,0.03604401783781173,-0.008790147269059162,-0.015197663266801545,-0.027627678175819632,None,None,0.02700939444230222,0.02197642816859361,0.10436031950111213,0.06023208746827251,-0.03067122374217089,-0.1621935261938472,0.07595040636527331,None,None,-0.01165089671183531,-0.01819232651550765,-0.010186503527079857,-0.0885149935281938,-0.046129933654820404,0.039783997406370494,0.027992163380663074,None,0.08219674521288597,0.01705767644691736
wB97XD,-0.004960333550675148,None,None,None,None,0.17938059300638204,0.12829301796163287,None,-0.05485262132608791,0.11871670885444305,0.09323639221112412,-0.0047278522888368,0.11876433086541918,0.03754204522874222,0.011004672732179433,-0.057167673852775935,0.06902129521150106,0.05342117243011269,0.038262408179873045,0.017466546211204786,0.08021630533729616,0.029124355077641564,None,None,-0.04253865816184929,-0.011003023991987744,0.0009063482009725136,0.012328385152714248,-0.04182917395569239,-0.1371971749711351,0.06363721249036065,None,None,-0.032409820698513885,-0.06250588732855966,0.009005560837163171,-0.08318896879232972,-0.003783291745854041,-0.04935273660162769,0.009908416617480419,None,0.127220994323811,0.01912311073950403
MN12-L-D3(BJ),-0.0013080956342248328,None,None,None,None,-0.05169210410705157,-0.04831153679356436,None,0.07880362569886498,0.1456625745716477,0.07844595955589996,0.1612568740141531,0.037112612165516645,0.1534779482957182,0.05795575019342508,0.11388634851234129,0.08921963442551531,0.005376988540408479,0.04992379378707428,0.149724538167793,0.032016578365055025,-0.09999057323573882,None,None,-0.09067317573611548,-0.022367628463686697,-0.01152810239312048,0.03367874347574442,0.11380400108736242,-0.11217786821161045,0.08031393667030977,None,None,-0.06640206211904884,-0.01969404204694696,-0.059926749488244085,-0.05102010886382349,0.013420201601676843,-0.0460420398512644,-0.037902385978718575,None,0.0226746458621466,0.02180369631460919
MN12-L,-0.001403223967186807,None,None,None,None,-0.03076595790379638,-0.04403907760165587,None,0.07960269390116821,0.14864340112446447,0.07926703634150428,0.16067588341466235,0.03834784373739719,0.1533364571803372,0.05807098775100744,0.11433943464925685,0.08974699679982935,0.005212909239776832,0.04858662831067368,0.15013812967538406,0.03519232289898327,-0.0942526821918028,None,None,-0.08923052799027471,-0.021934744070255852,-0.01096563459200039,0.03319609759609169,0.1146069469164683,-0.1098549616069674,0.08849575157811607,None,None,-0.068902348952717,-0.01887780889345694,-0.0565535563165653,-0.05034668930015392,0.015025105483521692,-0.04646980033750628,-0.037776141408683815,None,0.021083734080535908,0.023506100173317356
