method,amide21_vacuum_forward,amide21_vacuum_reverse,amide22_vacuum_forward,amide22_vacuum_reverse,basicepoxide1_vacuum_forward,basicepoxide1_vacuum_reverse,basicepoxide2_vacuum_forward,basicepoxide2_vacuum_reverse,borohydride_vacuum_forward,borohydride_vacuum_reverse,carbonate_vacuum_forward,carbonate_vacuum_reverse,cl2co_vacuum_forward,cl2co_vacuum_reverse,diazonium_vacuum_forward,diazonium_vacuum_reverse,epoxide1_vacuum_forward,epoxide1_vacuum_reverse,epoxide2_vacuum_forward,epoxide2_vacuum_reverse,ester_vacuum_forward,ester_vacuum_reverse,furan1_vacuum_forward,furan1_vacuum_reverse,furan2_vacuum_forward,furan2_vacuum_reverse,furan3_vacuum_forward,furan3_vacuum_reverse,imine_vacuum_forward,imine_vacuum_reverse,iminium_vacuum_forward,iminium_vacuum_reverse,Average
mPW1PW91,0.1889399850074814,0.0013365085520153344,0.11760716604722321,0.0002471231526668703,0.01678343603064145,0.02108225282588461,0.05439479629168858,0.06476468827281985,0.044685654473489975,0.06007594993461155,0.04565200348396404,0.0399496269337487,0.11725629584860149,0.06689291740193394,0.24051267990798597,0.10847389174344477,0.04375057449577388,0.003538882452289761,0.032061957996006266,0.006228642489328229,0.012550098747590915,0.00017101271584803044,0.05165197544427236,0.011376456620276337,0.034617604791874035,0.017958157383582682,0.13172419102507793,0.15923589909409516,0.06415927661580306,0.05098431603702175,0.16298387299415548,0.06227652234077241,0.06356013803599907
BMK,0.09666531670738827,0.021889213200462564,0.0060321265699898735,0.20130696561322758,0.06746081811692349,0.07040929095583082,0.09546760453847083,0.1069708377244328,0.041881128793367965,0.08723957361454714,0.09580407025362814,0.12844623180266138,0.017926244869582705,0.04885344194665445,0.14002544509764075,0.07223507986099084,0.0036813743819222398,0.0336503365548549,0.013733494845956842,0.0461172419640805,0.04142094243860298,0.05231155459898559,0.15066775651941683,0.09030704031389684,0.0327959148466494,0.0036097004515232697,0.06959660012395626,0.08137672845570994,0.006961573139818688,0.11383861186573821,0.04911842276759103,0.026464370152054585,0.06607078290895493
B97M-rV,0.06013191304862335,0.11720136763233696,0.0321071757864236,0.09101313952853546,0.009652398252457966,0.041256498539693896,0.015207039645000999,0.029236211378427687,0.030542522094703355,0.021601197818809842,0.05501092641076191,0.06282088379635398,0.0412299264555018,0.01598272817785214,0.00631940665455187,0.20010746868800042,0.11041520103269029,0.15188413980056895,0.05199348399012598,0.13372017677520906,0.0002838472585936302,0.08121451318432465,0.06176794525183011,0.18096398044833126,0.011562897523224001,0.099716610078009,0.109156079013785,0.032102670921210316,0.14117683130854505,0.1176410018007794,0.0061670483108145,0.007357693893715913,0.06645452889061851
MN12-L,0.06721859699848348,0.027997266360570157,0.13081762314603693,0.2029498293972496,0.08533671604219158,0.1916936491149849,0.04088785190552079,0.17604750452534643,0.07337131191548298,0.12156127433895614,0.09412646023350314,0.07368061986407105,0.009589490148607637,0.12876231401115765,0.023737671418409913,0.07738625064782942,0.09282516702621435,0.025261005643325802,0.01721457188118684,0.030020711089681188,0.006406774764075442,0.055197873239005095,0.07612878756941595,0.06065863675994315,0.03903639772741176,0.023629274373575936,0.03224688555771145,0.05655298458313143,0.0018431977888403537,0.07449180095176097,0.07396034385339324,0.045422605686461746,0.06987692026761051
MN12-L-D3(BJ),0.07439392752538597,0.030784595370276578,0.13004980179244374,0.2001069319877908,0.08479553027746727,0.19209616830778525,0.03940873816179466,0.17596868942431226,0.07320141209731151,0.12107499573637778,0.09334431207773629,0.07461715734007947,0.010482527476880159,0.12824240483349145,0.021645933821574124,0.08244175597148903,0.09448346239563145,0.02595400381028693,0.017944972116337294,0.03021933254152731,0.006654254283008652,0.057524739100693924,0.068395038297275,0.06151834828856698,0.03677325824416032,0.021836576456212446,0.03344777089931364,0.05853154724464537,0.002584213191477403,0.07291963510520967,0.07369168570090943,0.04555543541371453,0.07002153610284896
M08-SO,0.05983613601429918,0.007515536744470103,0.07435019120307682,0.1291968617364143,0.20588260034474232,0.11812847548966826,0.20609254709954897,0.13993843659645328,0.0737764424670921,0.04139134824810121,0.15462904346898995,0.1740602254231633,0.03319162175328056,0.07770329747571436,0.06783834962935481,0.0994302710954556,0.03459450983523429,0.01901375256606997,0.06298244714257606,0.07466429448374562,0.015132284326830224,0.07758060486611075,0.033045995656341746,0.04868582983715975,0.05011118446178295,0.0010273304285222822,0.021062785186916302,0.06384086690593602,0.009679642885924494,0.07081924700422652,0.01649306439281029,0.009607864424297759,0.0709782215373222
SCAN0,0.008861361696394317,0.01894328845050644,0.05237051487037377,0.0586498216989339,0.006129865441962466,0.09902678835055101,0.02214387494335804,0.1312585714362582,0.05087441120391783,0.008648843532471978,0.03648701076345749,0.08677966536548523,0.15957072490045263,0.029681157544375857,0.2314157510608255,0.14365747274470533,0.043310919905849565,0.0635009784050178,0.03334145979381107,0.058916523961465725,0.008252973013460098,0.07702043633282168,0.04945013507947724,0.01657428800210238,0.0933634608616185,0.03422524780022683,0.13282772758252104,0.09344548504249744,0.06823848588850669,0.17466168008686003,0.18707810372049336,0.005178787297771607,0.0713714317743291
PBE0,0.15647383781245444,0.013482776813330816,0.11111612875936325,0.03978200565798234,0.030282690476369785,0.04100809980117617,0.06311791941577101,0.08385336292102391,0.05703658783855992,0.0537204363019572,0.038763279749117,0.04944012242033862,0.16407009179853946,0.07821019036200678,0.27092728074430567,0.12522564863961178,0.03453659309112925,0.01950864272542186,0.02903905989740705,0.011246918596923377,0.014318251980316917,0.02290005294632847,0.05988905398335242,0.0024211898736473812,0.048351663686816954,0.003061481748084225,0.15098726897847775,0.178108036306691,0.0804486954979023,0.06509170173513648,0.2078129809934675,0.07496283349004447,0.07434984015759549
PBE0-D3(BJ),0.09699651754100642,0.0013380373688818396,0.11269697232117415,0.08005313340629844,0.0232658990076338,0.05076603437097582,0.046468409353461484,0.08817671559503473,0.06336041379537093,0.05584824533091067,0.04433709421322324,0.05636273795586815,0.17807133126648556,0.08103964805433479,0.2723643338254569,0.11336638445382768,0.04807150535604774,0.023442722715894936,0.03830975530014704,0.01915884811901941,0.008559201351536934,0.016212451389599335,0.02120460664074501,0.0011664563426440169,0.0696057535185991,0.022111712131054367,0.16906382376751364,0.1906161209485093,0.09358892001149177,0.06140886187735762,0.22240749973035448,0.0751968406453181,0.07639490586580554
M06-2X-D3(0),0.005281138749477032,0.056260651383273005,0.015509846267694912,0.0006524668873774431,0.17999697512677376,0.13645541053437413,0.20262723517454712,0.17583550322793165,0.07149249442574739,0.0018883127015473747,0.09960553820961322,0.1926978765605793,0.08566921837347004,0.02083667702216335,0.043973570528776706,0.05871385221011962,0.04443429929758991,0.10862813286892505,0.0834032558780827,0.13829907857104815,0.007279522681502647,0.05171791059874343,0.08526748319388025,0.17082225312196844,0.031523584256575546,0.07109135864391286,0.03892730602736824,0.06815009686111491,0.07402493376237049,0.19281838605460547,0.13217717493316117,0.03918661268639415,0.08391400490064717
M06-2X,0.0024465979619880274,0.0567013345646858,0.015656496665329495,0.0031167884172153435,0.17935479969178575,0.1372631809422473,0.20137175560245657,0.17637223176699734,0.0721927498722872,0.00197422181239329,0.09968099542041932,0.19285021686179626,0.08744772826656969,0.020736348593373033,0.045979271120837634,0.05891151582060649,0.04408007489783188,0.10942416427893036,0.08298851060510266,0.13900898590288496,0.0065802414034534535,0.05264175939793031,0.08664811888146229,0.17058326900291482,0.03273946035953307,0.07204156712686563,0.03997941848138019,0.06846339259417841,0.07292332105005149,0.19366066596097717,0.13426720909611933,0.039102524017827156,0.08428715363870098
mPWB1K-D3(BJ),0.052552891676463494,0.04407197415498053,0.05981563822777265,0.111468283611113,0.15900937197689904,0.14072808741827403,0.1853640835554873,0.18068806865199633,0.01759389755672523,0.09193362991235939,0.09691709270657284,0.15867949314826987,0.053129018074639725,0.07254241328700656,0.18470437066075607,0.1336893790923719,0.02660046475415186,0.07349369837532539,0.0525763315840667,0.08955277253347972,0.0070634233491323134,0.046363839073914004,0.1570884169630959,0.04881134786260939,0.020729855910935853,0.03478523936229192,0.04551455738270498,0.020921724348020802,0.04423265764430477,0.22340585547206718,0.12839945980870296,0.0013344858779011474,0.08636755700044978
B3LYP-D3(BJ),0.11800596872367038,0.15488963283064294,0.18035569116515227,0.041771311175962264,0.04159489470785794,0.08164553600635686,0.031492648931171735,0.06435850142363753,0.001464737493028082,0.12463668626234999,0.07659068227839438,0.04938507817169665,0.02948238683512441,0.08724075060419964,0.08936820489101523,0.08283508043171028,0.13661852478715653,0.13158994298897914,0.08610973592316908,0.10175551119218328,0.013864904613939745,0.18842888771510014,0.13464598476828923,0.11360618431382798,0.006611560159290878,0.09060565103320109,0.08639211839268039,0.07023216624552231,0.15433264523259924,0.20239865146602082,0.018004971645870945,0.04062564675801593,0.08846690247399429
mPWB1K,0.08409352201349057,0.05285540046184034,0.0611123457918858,0.1319284808461099,0.1623450379080348,0.1367639742036677,0.19376831628026983,0.17947173539864109,0.014978019414828578,0.09327246888840333,0.09970644896424855,0.15508359099359878,0.04824428605018511,0.0740096710260103,0.18586761991272596,0.14510371239603,0.03370603885703812,0.0731999404281117,0.056766976981603164,0.08655447898334619,0.009563653041320947,0.051743693401361625,0.1795925985126097,0.051607874324149976,0.009801469229491886,0.025127654993884665,0.03727336720156645,0.01448821468010192,0.050070882562501806,0.2266230647363959,0.12377395446964218,0.0008117603261440593,0.08904094541497629
mPW1PW91-D3(BJ),0.021234466910665335,0.03325303670457854,0.13210908983477634,0.12968218814573346,0.006549700001899885,0.07314909525532366,0.00653668395491876,0.10260051273104571,0.07318802587510519,0.07049443307510583,0.07336020745686986,0.06814788100852151,0.19051548000028065,0.08857308333014663,0.2696682364762967,0.1404443669608029,0.08369877639910493,0.04128210566420372,0.07193227814935203,0.038212645915616295,0.005684396448955283,0.0017310694890741503,0.06283921181067845,0.003170717452637598,0.10127420940721335,0.04834299287642349,0.20995004888564572,0.2291687617114285,0.1146713657745565,0.055421885841852224,0.25988172550006894,0.05870361926115745,0.08954600932218873
B3LYP,0.2353437187614014,0.12615486246719212,0.1795787975305318,0.1284236470853117,0.026648118955354027,0.10506440971679817,0.0031963948075555437,0.07599450151324333,0.014734878327384793,0.12066275789654668,0.06463617003044517,0.062042289450204534,0.06816369398258872,0.08153284924073952,0.07793863048129444,0.06824931832107092,0.10796929890147144,0.14349986119536565,0.06485421477017837,0.12045365326936038,0.027302098020788618,0.17871729415975782,0.05881655326939681,0.10496359332866667,0.04888720752471352,0.12946453977841751,0.04566990454430579,0.04190398590026196,0.12511206974487257,0.19719814203325772,0.05369763984543361,0.04072565137426137,0.09148752331963039
M06-L,0.040402676600473024,0.23823353597674962,0.1165791873857231,0.23508802751905228,0.05560362744202114,0.1671848657891196,0.010429835280244106,0.16838943059374425,0.030595766640413427,0.036480746350728344,0.05591801570773714,0.03929632372694363,0.11665784286586559,0.13335963814142132,0.10692196609974006,0.22783689483038025,0.06299412827042677,0.212484504481849,0.016092537014136644,0.19260697429184587,0.01432579013280423,0.27359417503563355,0.13615332489633225,0.1693149678662655,0.0646175654749947,0.17067407714644353,0.11579573680576931,0.11781371824362157,0.18280224050305444,0.1753177138016312,0.021379197799598803,0.05449564020106352,0.11748252102861961
M06-L-D3(0),0.03774619360829371,0.23875660439207838,0.11689220828222209,0.23746885086780037,0.05638470890888625,0.16807616431154346,0.01173572397292702,0.16904547295815955,0.031381316220011606,0.0365960274473277,0.055968566327041176,0.03925926180075073,0.11895003323384672,0.13322208451512438,0.10430416683274778,0.2283917516035957,0.06256050644688316,0.21340215724488823,0.015541440856228975,0.1934206985551117,0.013551261168894393,0.27473987565695,0.13797240154462145,0.16913305965835895,0.06582948503861474,0.17167653423788062,0.11450983488692835,0.11821447685797117,0.1816202289888938,0.17626170175735253,0.01892580436967849,0.054691140504926385,0.11769467947051686
TPSSh,0.141648003125898,0.10250750551449077,0.2196376545911127,0.025141856124091783,0.09484527793313426,0.2204060430192113,0.06842961826129357,0.20111010234076243,0.0743355360554931,0.1018425182656845,0.18149323340871215,0.19479233426786544,0.14470551531996204,0.2028081868233825,0.1343499062555067,0.028245346656994436,0.06215471100337858,0.15928616305936666,0.08345381076343081,0.1974331691473904,0.015758424082616455,0.09966994045750766,0.10486020673250113,0.17211389165277946,0.056489148501777234,0.08886353911020624,0.10755315067848685,0.12008369594960025,0.21537172026800047,0.1809839898826322,0.14138160785690077,0.10786002558751674,0.12655049477180275
SCAN,0.05511571186876866,0.10783714664382893,0.19044107411566788,0.18115972417038032,0.1658678918133669,0.11160052813162626,0.17357980673870776,0.10452921094278067,0.08793289576110636,0.10269049624036437,0.2045703999655912,0.1448591268265234,0.2412899904610221,0.1552092059207394,0.1898952608624849,0.023851241620194866,0.11336834542807514,0.08734431815457086,0.1214708740318714,0.11846526457034842,0.03195373778163847,0.031743722669585195,0.13235269505250324,0.14941674046222903,0.1237160986187534,0.04202497806747789,0.1931556871031124,0.15147836161613612,0.2929929544283006,0.11923532589097566,0.21101496820044013,0.09373614978137773,0.13293437293564217
TPSSh-D3(BJ),0.06129094025337576,0.12247843633755232,0.22157070074476928,0.079784048035331,0.10435576563671665,0.20703749853390213,0.09101991300576841,0.19514450902214936,0.08289860988689227,0.10471681763121465,0.18897990861244182,0.18529817340331375,0.1641863579452901,0.20667487777825827,0.13701370639495986,0.04411071668753885,0.08050214167219993,0.1538054224660473,0.09608117385708088,0.18659905364113924,0.02369728472492875,0.1085229626409654,0.1564904966712925,0.17693083191191672,0.08517491657708064,0.06303283466225992,0.13219475232171585,0.1368997805941159,0.23326285929855786,0.1857944429434727,0.1614434764575576,0.1081454078663742,0.13391058806925563
SCAN-D3(BJ),0.07090522740193744,0.11204473386050383,0.19140327466199775,0.19014252840481208,0.16748842864314667,0.10972080815701643,0.17752002834310404,0.10386801201846046,0.08903053016689956,0.10331088078558949,0.20602843575781007,0.14294943621705072,0.24277202398864484,0.1559358645908355,0.1879463559034028,0.028111882901700667,0.11662578946877598,0.0869642619731207,0.12346225326336241,0.11690268802214389,0.0330127728156098,0.034228077229990335,0.14383890454933138,0.1500007651347626,0.12937603444486664,0.037297995975841575,0.19706471900027817,0.1544986474201192,0.2958291850441111,0.12069188954609102,0.21362754015662488,0.09383867689495025,0.13520120789821538
M06-HF,0.10657053841979838,0.23877676306058282,0.008072450911025817,0.3592252862031156,0.06995067754472917,0.15013959093314708,0.15996690840990008,0.23788788726140783,0.2515662360096271,0.09447102075570898,0.034486015781980885,0.13916096001417863,0.29785039014957526,0.07328521375840469,0.02756319153047656,0.3254907116178801,0.06326498266221935,0.3088720689135186,0.02669480712340236,0.24516922617173614,0.0034470833057922506,0.22436845573419875,0.033460030713414815,0.26560007089660004,0.25458657856761907,0.2348954613130715,0.044040358698715955,0.3606176063611594,0.06733956081847067,0.21356776428195426,0.218807853287507,0.022306728192510027,0.16129695248135717
B97-D,0.11822794571970043,0.2745567440162776,0.26459527658995713,0.02292896772754656,0.12032604921950593,0.2486844074544785,0.09890331953747455,0.22699210844213488,0.03848910983983442,0.272157059951445,0.19183839543236533,0.17784823359088345,0.06175012755104158,0.27451576061954763,0.02350104108531268,0.27366208156805494,0.1490890631397252,0.2787929147445559,0.12067189562531046,0.2784739211666952,0.004714695849098155,0.301587301413877,0.2081563192600139,0.1868844436593555,0.008894752728775837,0.15156864027522593,0.14909788079453312,0.1434824277834786,0.22007045148500956,0.3774559524124129,0.0027968619971993577,0.13030698972485164,0.16878191063767747
B97-D3,0.05222271671198517,0.28313120037796363,0.27779836487874415,0.027383463022063927,0.12405514029290626,0.2432479071567161,0.11723850507740959,0.23675488663940844,0.03981251450890802,0.25032677144545,0.197575089174989,0.20115397318421804,0.017211433217364857,0.2693504845090663,0.025431447733240898,0.26839215313479037,0.15705821279093504,0.26666157465532536,0.12445492513706342,0.2629837664109289,0.010157120661212536,0.3090683465778525,0.2621954357967283,0.2238964266554418,0.008418041652715567,0.15114251519353433,0.1505048571156276,0.13471677868247112,0.257446757031021,0.3845189842127895,0.0034682216586368955,0.10832260578156608,0.1701906444087211
PBE,0.15650180024650784,0.1436111333930462,0.3011668349132904,0.16657686007567588,0.13584162214713044,0.2181158717306067,0.1212458953015163,0.20139456759415558,0.11690572777886293,0.22698900403272887,0.21429492709776513,0.22097353515297796,0.25011808972043265,0.35035277593213887,0.21979649414552657,0.09347280854441531,0.11112484441117004,0.178561418115419,0.1184831711573673,0.20923928130555533,0.0002678006961843835,0.1478368532042691,0.1410941042358051,0.18798169438336187,0.04681354474366912,0.10033454287603627,0.22050684485205824,0.2831809308000219,0.34605899130325524,0.34529835800269865,0.22369771465611393,0.2132345720572562,0.18784601920646934
TPSS,0.1378137291083856,0.16667315680355724,0.29646940712433434,0.07121627207439617,0.1660440910705312,0.3342349292858755,0.14704314877591346,0.32757290692792745,0.09951385807383539,0.16769128716539852,0.25631089063203655,0.3108136566387067,0.17776778809844218,0.30976698371727435,0.10586245486511757,0.11745060168950981,0.09264148463430096,0.2456193799957641,0.12090984299201679,0.29384535258536254,0.025182205382185373,0.169898234525565,0.19107676567408854,0.25478921886501066,0.05862740942999714,0.13149426803624964,0.13150430930789134,0.1537788950051713,0.3240844497230523,0.34641777241272714,0.14489150293948447,0.1590480214314288,0.18862669609348556
mPW91,0.19882942955089625,0.15495248844420828,0.30983334471977403,0.1212726845718998,0.15363601104495833,0.2415093191098778,0.13272514140171668,0.2224740772485125,0.10224895752221731,0.23557795318561056,0.22497339611863415,0.22950434170735762,0.1996036984794656,0.3392799484179564,0.18843278688867368,0.10707750988606599,0.12004437397750521,0.20311354595420383,0.12093084475024432,0.22783560104500994,0.0030052572452915456,0.17031880575923536,0.1471696778692789,0.2009303451966449,0.032322606200606695,0.12327868378240624,0.20055103268350757,0.26767720299700587,0.3239317638366883,0.3575533058754907,0.17619416414107011,0.20043105324468544,0.18866310477677187
PBE-D3(BJ),0.0856926489152658,0.16072003447132105,0.3024850666961011,0.2165283045956166,0.14466943296596715,0.20472637446614395,0.14162053989634188,0.19472457997660536,0.12585554907567092,0.2293958414785491,0.22146648068454863,0.2129534892988639,0.2705400358949703,0.353901294875308,0.2243302644138245,0.10244924803132874,0.12775509968505308,0.17169950305078321,0.13073083997952537,0.1983099503883082,0.007251408456403533,0.15400318229918478,0.18678579728781872,0.19209545396968558,0.0724225688016584,0.07709637462903861,0.2440416908286194,0.29960918496696254,0.36315803913291983,0.3485621640677958,0.24468977775476936,0.2131302680404218,0.1944812652836055
TPSS-D3(BJ),0.049385639820066184,0.18840420533530514,0.2981234221403223,0.13276296489257125,0.17678624837242432,0.31841076820019387,0.1722821984762617,0.32010099663115615,0.10983490807525864,0.1707813321149731,0.26483771071671147,0.3005228276191738,0.20174491184584487,0.3141041108057151,0.11066600983553566,0.13190204832868999,0.11321535749558125,0.2383109911640898,0.1355693752059426,0.28101691085261155,0.034385821964050774,0.17858080721926903,0.24767272250133535,0.26010268554033084,0.0903570120551486,0.10272982636171729,0.15991646403334586,0.17319168736116264,0.344657925297763,0.35104675536889896,0.16909125675425105,0.15914221641411527,0.19686369121249428
rVV10,0.04373872192956346,0.263287422984902,0.2961888385418101,0.10722346052099373,0.1695646503019956,0.30226989090813733,0.1841071980651041,0.3063944185295585,0.07392995830165976,0.2392634842489936,0.2343782627733198,0.27638144769891,0.08294337624075047,0.3014303631524035,0.06835992107620277,0.2573030831372625,0.17795588498442108,0.2792401068914538,0.1573259834051668,0.2879494966451526,0.009387114233033617,0.278114007624375,0.28804725629204836,0.26794330758490537,0.019469853801567603,0.1668010758631803,0.16467126978267255,0.1398059064133992,0.4095387221119079,0.5067964605105147,0.03071647950007122,0.14749776990602403,0.20431328731129567
mPW91-D3(BJ),0.031123914176428846,0.18954203369925537,0.3243352685057803,0.2507077495634196,0.17696914979675474,0.1894424739565433,0.18058325101459105,0.18463825551108848,0.13075133164540778,0.24599643632610485,0.2526815973691913,0.20130608491178295,0.27286287991498326,0.36096011435235625,0.21758834345853117,0.07510703466870784,0.1599925813208932,0.15829256055696542,0.16080116490513688,0.18339431808321593,0.02123975244338453,0.16875874626520737,0.2616608651242297,0.19272460602900615,0.09897921081594602,0.056977533522400065,0.2787768878248203,0.33761006561433915,0.3744438529962152,0.3531157387930089,0.27309201392540833,0.19685814744349522,0.20504106139170625
VV10,0.03459141389836507,0.2605725007896944,0.2951998864682953,0.12020939367326289,0.17195196628832402,0.29957686572633974,0.18806274513124838,0.304399681410933,0.0775073430987905,0.23864910525981034,0.23682890512916738,0.2765208408161925,0.09355298409742605,0.3024656861800237,0.0724839856199307,0.2533176116945275,0.17905289352921927,0.27525954710861356,0.1598712996643805,0.28535311547166403,0.011138616811090457,0.27196720814980996,0.29073736441075126,0.2675535614246119,0.025445956162473443,0.1619690876996614,0.1697895953432861,0.14470764555623705,0.41368494762085606,0.503269438573384,0.03976175022390437,0.14939431468827744,0.20546397680376727
