method,amide21_IEF-PCM_forward,amide21_IEF-PCM_reverse,amide22_IEF-PCM_forward,amide22_IEF-PCM_reverse,basicepoxide1_IEF-PCM_forward,basicepoxide1_IEF-PCM_reverse,basicepoxide2_IEF-PCM_forward,basicepoxide2_IEF-PCM_reverse,borohydride_IEF-PCM_forward,borohydride_IEF-PCM_reverse,carbonate_IEF-PCM_forward,carbonate_IEF-PCM_reverse,cl2co_IEF-PCM_forward,cl2co_IEF-PCM_reverse,diazonium_IEF-PCM_forward,diazonium_IEF-PCM_reverse,epoxide1_IEF-PCM_forward,epoxide1_IEF-PCM_reverse,epoxide2_IEF-PCM_forward,epoxide2_IEF-PCM_reverse,ester_IEF-PCM_forward,ester_IEF-PCM_reverse,furan1_IEF-PCM_forward,furan1_IEF-PCM_reverse,furan2_IEF-PCM_forward,furan2_IEF-PCM_reverse,furan3_IEF-PCM_forward,furan3_IEF-PCM_reverse,imine_IEF-PCM_forward,imine_IEF-PCM_reverse,iminium_IEF-PCM_forward,iminium_IEF-PCM_reverse,Average
mPW1PW91,0.18752111203823654,0.0061251919272500574,0.11170140244236575,0.014230531532365582,0.0018311348817532918,0.03244958938946159,0.026934368787176154,0.0678402547475044,0.03897762668168348,0.053121568260046055,0.07285949057890101,0.04257108040779253,0.11210462904983816,0.06100519928574827,0.23530182395791815,0.11356100852182578,0.04730885109444581,0.012023499993621125,0.03840577394011339,0.01649078907700706,0.017224067057422476,0.02946245667530693,0.0407265853107699,0.007165563239544565,0.03315751685147644,0.02691737342902977,0.12004433167282584,0.14677472522801208,0.005539318510839064,0.1006223228905396,0.16849407688559717,0.0656047032083132,0.06419056148608535
M08-SO,0.0638157078459853,0.016514564311452522,0.07994666731563084,0.13674671983879552,0.17186083307316416,0.12291819625298055,0.15869444654538992,0.13162367022368548,0.06624257055362498,0.044653154725683486,0.11596702911301127,0.167272335969703,0.041825969503840314,0.0745252574048102,0.06987134399868924,0.09108991443806992,0.045883800961426,0.028035411577351215,0.047970703679426484,0.060534150789242576,0.023259930032378577,0.06467128086637237,0.014542170758036401,0.04467475244856809,0.05620183089675427,0.008743140600139407,0.01622915080679197,0.07097332210742881,0.007736698926080101,0.06497610999226029,0.025272258121913048,0.011087781697071341,0.06701127735549242
B97M-rV,0.06580562582590045,0.1304176560669328,0.019702061810753378,0.12447304507887733,0.03004343919746549,0.052136930500486484,0.05374450426699582,0.043892140093685986,0.03824790474135523,0.03737694665447908,0.09010657386758988,0.06277790095054676,0.04723444206521099,0.007884208984188444,0.0015018751662520913,0.20033384851685362,0.11134529721677952,0.1657834014444679,0.05386177022722546,0.1452564345824384,0.002928511808274834,0.04476739621146947,0.06831075709755999,0.17742053100714128,0.014994307172688208,0.10954236227234464,0.10233074974893681,0.042864530952345936,0.06089814713296683,0.04025713311908192,0.013527213789297287,0.01996078521199392,0.06811651352445582
SCAN0,0.009425846041703757,0.010231109856334445,0.050805769581675445,0.04869728405570336,0.012501631956251287,0.11107731881309958,0.007459436705601741,0.13360510913007906,0.04538753862389007,0.01549511703510487,0.06578844502012633,0.08842819972441421,0.15397784158587974,0.03457379285633101,0.22533710179827537,0.15001236592857942,0.04929507648838055,0.05621580400087262,0.04237221645036574,0.049063955202107754,0.006046330371501608,0.10021266267250223,0.0350414680565901,0.02089902843819649,0.08912360323954331,0.024747757987850946,0.12242978095860325,0.08023486568242322,0.025001869632250408,0.2078411247166064,0.1929452422675507,0.00760788446200948,0.07099633060438765
MN12-L,0.07700825171741492,0.04909040882237009,0.13983239804600142,0.22482542019087842,0.0721291826499314,0.17388954037291157,0.010481986270874155,0.14781219467596063,0.07187398412020611,0.14540868905465348,0.07687612781086813,0.0503375241793036,0.009862386940714623,0.13246706286377413,0.017314912231080042,0.06494591153625824,0.09498279123464176,0.03150096840545671,0.023432505169084312,0.02022859245496278,0.0053287548671870355,0.03620131551891308,0.06333083134035736,0.05553485261030939,0.04348311369100611,0.02947005581613804,0.026934725103945244,0.050314500062506845,0.06678311863988624,0.1394588901223441,0.08731525422190249,0.05706025557967667,0.07173489082254747
MN12-L-D3(BJ),0.08418357952506234,0.05187773783207652,0.139064576693955,0.22198252278141964,0.07158799688520709,0.1742920595657119,0.009002875249496674,0.1477333822972751,0.07170408158123279,0.14492241045207513,0.07609397965355448,0.05127406165376523,0.010755426991335798,0.13194715369229507,0.015223171914989179,0.07000141685837107,0.09664108932486073,0.03219396929167291,0.024162905404234766,0.020427213906808902,0.005576234387667034,0.038528181382148696,0.055597079347414535,0.05639456413893322,0.041219971486952806,0.027677360619576416,0.028135607723198782,0.052293062725567566,0.0660421032372492,0.1378867242750194,0.08704659607019208,0.05719308530847625,0.07183319319555613
PBE0,0.15572691227132246,0.006048622435936216,0.10499607810046198,0.024488147751373958,0.01369580597214965,0.050816582335989915,0.03382866269640243,0.08574524982350819,0.05189451090813511,0.04656073917310525,0.06795762626061592,0.05317792630254756,0.15869281528004703,0.07201769639830718,0.26585914858599585,0.1301743274197209,0.03730153492855057,0.011052817566347597,0.03456803318947077,0.0012987316999429482,0.018305505237368996,0.05334611198460825,0.04912649414619986,0.00666602947573931,0.04629263378500831,0.006025793868846211,0.13937965861565485,0.1654256990648768,0.02020046980450394,0.1166398944443912,0.2127372363657047,0.07874816315671196,0.0724623643452983
PBE0-D3(BJ),0.0962495947206763,0.008772189025474575,0.10657692166227288,0.0647592727788882,0.00667901450186688,0.06057451962504464,0.017179155356441562,0.09006860521832087,0.058218334143370847,0.04868854820205872,0.07353144344861762,0.0601005418365303,0.17269405475418032,0.07484715138066085,0.26729620166869383,0.1183150632354836,0.05083644447266719,0.014986897558367457,0.04383872859375755,0.009210658499690329,0.012546457329390876,0.04665851042633233,0.010442046803592451,0.003078383260994701,0.06754672361679047,0.013024436514123931,0.1574562161254926,0.1779337891513924,0.03334069431654661,0.11295705458815912,0.22733175510413847,0.07898216759118372,0.07452254923472507
M06-2X-D3(0),0.0033857751200587587,0.049670159252837916,0.02135100184603548,0.005789821924943442,0.16098889916344752,0.15422163842292255,0.17126950116363387,0.18023707306229664,0.06457844650194228,0.001959507601444699,0.07436490743413185,0.19020647668560056,0.07910100228162342,0.02136449220349159,0.040499585587660265,0.06503951490695191,0.03769471343376101,0.10183476642274894,0.07402406812819758,0.12872384840178222,0.0013905071527264342,0.06218858974916184,0.0714190907320283,0.16953838387568582,0.026006494266966617,0.06397960073688642,0.031725610446248435,0.05959359290543175,0.07141463497659263,0.18200469226766441,0.13589035701556662,0.04252318827099782,0.07949937318567092
M06-2X,0.0005512343325697543,0.05011084243425071,0.02149764952132141,0.0033255003966523307,0.16034672645080816,0.1550294115531444,0.17001402159154336,0.18077380159981551,0.0652787019484821,0.0018735984905987836,0.07444036464648474,0.19035881698836432,0.08087950945856155,0.02126416376851412,0.04250528345737254,0.06523718123824065,0.037340491754804854,0.10263079783430103,0.07360932013441568,0.12943375029046852,0.0006912258746772409,0.06311243854834872,0.0727997291404122,0.16929939703428354,0.027222370369924136,0.06492981193909428,0.03277772290026038,0.05990689135929713,0.07031302226504701,0.18284697217403612,0.13798038845772292,0.04243910232323268,0.07971313250865784
mPWB1K-D3(BJ),0.048354376920243386,0.03390331081745459,0.06152331139621105,0.11681165636141635,0.13185063543947914,0.15005383427459917,0.145372517908009,0.17926962615722597,0.012267917821593756,0.09560733989442227,0.061867092373106405,0.1551717502052669,0.04860714824876559,0.0739973235909522,0.1794890302723706,0.14117547738401812,0.018729937731267524,0.06357761425203329,0.04076862706539603,0.0758521635092254,0.0030726124974701182,0.06135526783621798,0.14190895438049445,0.04867332617950541,0.01481621691027724,0.027077162673224825,0.03816774612800432,0.010122075846880558,0.059201989946357135,0.23060661733864268,0.1336352965961452,0.002442012420127054,0.08141656157426262
mPWB1K,0.07989500997652554,0.04268673712276762,0.06282002168267285,0.1372718563203087,0.1351863013706149,0.14608972105999285,0.1537767533551402,0.17805329290387073,0.009652039679697105,0.09694617615043774,0.06465644863078211,0.15157584805059582,0.04372241623049813,0.07546457860760729,0.1806522795243405,0.15258981068767621,0.02583551455650244,0.06328385902716825,0.044959277906083006,0.07285387267834693,0.005572844910460617,0.0667351221636656,0.16441313865081014,0.051469849921790926,0.00388782750803141,0.017419583746421302,0.02992655594686579,0.0036885661774148843,0.06504021486455418,0.23382382660297138,0.12900979397943307,0.0019192895907186199,0.08408995092452397
B3LYP-D3(BJ),0.11365176666385303,0.16414080939415165,0.17245658366391778,0.06212313159657863,0.06804889952359935,0.07362326963298699,0.07063922169407207,0.062246036192069,0.005444774290263388,0.12176474385369367,0.11354639763638293,0.045662246003683196,0.03515154099162983,0.08236584895598621,0.08576518076909448,0.08304517151585247,0.1426696649501225,0.14135346367436555,0.09472475953192358,0.11295205371875501,0.014438735363771242,0.153842581515122,0.14519836919190968,0.10935569290247334,0.0056263310135697,0.10045599144964443,0.07646976717530041,0.05923865556741811,0.08430386957381177,0.1414357551798282,0.009902149917050332,0.042248712321776065,0.08730913048202052
B3LYP,0.23098951397923537,0.13540604175304952,0.1716796900308441,0.14877546750592807,0.05310212376954865,0.0970421433434283,0.03595017795534478,0.07388203628167479,0.021644392832251523,0.1177908127670885,0.10159188810923558,0.0583194572806443,0.07383284813290698,0.07665794759871324,0.07433560363857183,0.06845941212756178,0.11402043906443743,0.15326338188075203,0.07346924110282832,0.13165019851828078,0.02787592604827146,0.1441309934029302,0.06936893769456404,0.10071310191885881,0.047901981101340994,0.1393148774709654,0.03574755604927445,0.030910480663761484,0.055083294086085095,0.1362352457470651,0.04559481811738639,0.042348719658823364,0.09022152342598914
mPW1PW91-D3(BJ),0.01981559666531592,0.04071473718075035,0.12620332622837208,0.11520453617995609,0.021502001150788045,0.0845164345412493,0.020923740828791802,0.10567607920418348,0.0674799980840721,0.06354005140131373,0.10056769455180682,0.07076933720336721,0.18536381320770448,0.0826853652201481,0.26445738052622886,0.14553148373763714,0.08725705299777686,0.032797490843674226,0.07827609409345916,0.027950496607135597,0.0010104254198686476,0.031022513448533053,0.0737646019441809,0.0010401759296409638,0.09981412146681576,0.03938377411017453,0.19827018681568534,0.21670758512454352,0.05605140494801724,0.10505988997379481,0.26539192667070877,0.06203180012947163,0.09033690988859895
M06-L,0.04788046710382521,0.24960524524169989,0.10648020962618324,0.2540784153406373,0.061497914525184286,0.15723167302970015,0.0017329932692331114,0.17457659746869117,0.03413962825215018,0.02164081116651086,0.05809390737524616,0.05269047170180844,0.12475136132160224,0.11939402817869259,0.10642373550567404,0.2224811933704465,0.05837601591615811,0.21700967556536527,0.011621138489773001,0.19660243342081102,0.008971008922616477,0.2532067936820501,0.13488893573757588,0.16131785307721505,0.06597822568029453,0.17703698004618262,0.10610969482974354,0.12621944655250875,0.09663111541665373,0.09300377346603839,0.0284425603746176,0.0678979629914117,0.11237538333269691
M06-L-D3(0),0.04522398683244776,0.25012831365702864,0.10679322780188037,0.25645923596703674,0.06227899327279433,0.15812297699372774,0.0030388819619160245,0.17523263711075782,0.03492517783174836,0.02175609498391208,0.058144457993003405,0.05265341249641741,0.12704355169577053,0.1192564772747443,0.10380593624022855,0.22303605286446382,0.05794239681496315,0.21792733377155502,0.011070039611063464,0.197416154963275,0.008196479958706641,0.2543524915841115,0.1367080123843183,0.16113594759011038,0.06719013980231084,0.1780394398584216,0.10482379563170445,0.12662020244605648,0.09544910390171968,0.09394775870095788,0.02598916422389542,0.06809345785212405,0.11258754168978662
TPSSh,0.1396381012708235,0.11184991646089441,0.20849459174228852,0.00036242111777374934,0.1038940821789002,0.21662842306636054,0.09159679162290713,0.20110051777404322,0.06939235269035687,0.09453724831053377,0.20984689188246622,0.19157809676959814,0.13889356662620977,0.1927133985093882,0.12990398725020008,0.028484181142773003,0.06377696724227286,0.16856808006369173,0.08665261473198924,0.20806949425440646,0.004376706894795507,0.06202406607615645,0.11229585726631233,0.16795619111788196,0.057608048208482546,0.09956086156178355,0.09838745869952667,0.11001618921180777,0.13105304116855465,0.10480425286287384,0.14808565205766006,0.11377016014432913,0.12081000656181382
SCAN,0.052390413789693654,0.11702132057819602,0.1824060483926867,0.15723425779920588,0.17590864138592854,0.10569549915874026,0.1963202291553145,0.10415810115848115,0.0844109910289279,0.0922776082123551,0.23330087102126038,0.13493747242985757,0.2318222500427489,0.1436832857375514,0.1842358521959867,0.024967643756077976,0.11529094749374978,0.0944489830162085,0.12473375540252432,0.1262934874861762,0.021265582036370224,0.010363213117888348,0.14112080076690683,0.1429106008647776,0.12252848659072052,0.05401538352496849,0.18222206230112592,0.1377253401397718,0.19619557355599737,0.032462816712353314,0.21762071666198213,0.09963736444217555,0.1262376749986472
TPSSh-D3(BJ),0.05928103839830123,0.13182085000475782,0.2104276378959451,0.05427977351581411,0.11340457260328446,0.20325988130340006,0.11418708636583519,0.19513492445543015,0.07795542652175605,0.09741154767606393,0.2173335670861959,0.18208393590659325,0.15837440925153784,0.19658008947045114,0.13256778738810646,0.044349551173317424,0.08212440063189608,0.1630873421911742,0.0992799723824888,0.19723537602735344,0.012315570259456456,0.0708770882596142,0.1639261444858486,0.17277313409782108,0.08629381628223917,0.07373015711383724,0.12302906034120888,0.12683227113552156,0.14894418019988545,0.10961470592448773,0.1681475206583169,0.11405553970161131,0.12814744870967348
SCAN-D3(BJ),0.06817992932286245,0.12122890779487092,0.18336824893901657,0.16621706203363765,0.17752917549645322,0.10381578190647908,0.20026045075971077,0.1034969049549628,0.08550862815552299,0.0928979954783821,0.2347589095358279,0.13302778454273356,0.23330428084183583,0.14440994167911167,0.18228694995770645,0.029228285039130563,0.11854839425679928,0.09406892955556019,0.12672513463556212,0.12473091093642487,0.02232461707034155,0.007878858557483204,0.15260701026528173,0.143494625538858,0.12818841969448508,0.0492883987140771,0.18613109419829169,0.14074562866610352,0.1990318014502326,0.03391937764666681,0.2202332858965916,0.09973988611259754,0.12834923780105004
M06-HF,0.10804693936629259,0.23442262895430016,0.010715845211278248,0.3657512431345007,0.03909565055537933,0.18326360372372882,0.11938300228768034,0.25743332501767285,0.23636257249768375,0.12611456233589083,0.010223340381550986,0.14293928711256015,0.29279427074139874,0.06415674255777494,0.024705294453251328,0.33305680870476995,0.045701390327060665,0.2997397901215989,0.004717688132542367,0.22973528634259174,0.004807637511188159,0.24234941325643625,0.00827826430530954,0.25666246749977806,0.24761862299120294,0.22526308148949256,0.04506921077473769,0.35577895517042346,0.02794801266043097,0.15814630546601044,0.2242956975719905,0.016985234948285216,0.1544238179876498
B97-D,0.11729044241780791,0.28500447386653677,0.24985691567872179,0.058444487738090356,0.1317106582732287,0.25248666175159157,0.125532773471849,0.232211518200382,0.032029179365235215,0.26385279147326157,0.22240518427924347,0.17150862802501754,0.07054401302552937,0.2603191394818152,0.019218719736836046,0.27771522507010604,0.1499881818654248,0.29058217721961643,0.12198327335091483,0.2894912031550412,0.016327307206615068,0.2544003237820588,0.21304880867573625,0.1806570467589989,0.01281415720277414,0.1631538598246224,0.1373842847489599,0.1319040869718539,0.10691870355900018,0.27309124592223744,0.01013812915870364,0.13802644564258446,0.16437625146563734
B97-D3,0.05128521341009264,0.2935789302282228,0.2630600094091125,0.06289898031335266,0.13543974934508224,0.2470501614522824,0.14386795901333083,0.24197429912155102,0.03335258131350695,0.2420224975248895,0.2281418780234139,0.19481436762144572,0.02600531869803981,0.25515386064279805,0.02114912638476426,0.2724452993560965,0.15795733151818148,0.2784508371319327,0.12576630558192287,0.27400105111698314,0.0014554906978511669,0.26188136622523234,0.2670879224931956,0.2176690270342833,0.012337446128260661,0.162727734741384,0.13879125562999745,0.1231384351531381,0.14429501182736026,0.2801542831657645,0.010809483377764054,0.11604205897849702,0.1651501647706166
PBE,0.15741533066061508,0.1529828428527254,0.2844021580535819,0.12974151913449639,0.14505597238670762,0.22266960965443444,0.14710697277220514,0.2066531427229382,0.11335367825807385,0.2178899177722105,0.24684906789130792,0.2082050649064759,0.23930811161999246,0.33591584003618763,0.21608777006217425,0.09715248374303613,0.10879950747771654,0.18898227915012317,0.1167848265435058,0.2185032429912738,0.013775408509438434,0.09233831671108378,0.1453288941146002,0.1814902489427396,0.04937699427337759,0.11304143810332665,0.20835909908396122,0.2702121391527117,0.2211634153938757,0.2293808557210562,0.22970615383999327,0.2221914228519468,0.17906949141837167
mPW91,0.1989204817947451,0.16412439547863375,0.29358290617512195,0.08638929898610966,0.15961539386074095,0.24298378507591384,0.15469458594168234,0.22556470108928706,0.09838727220085579,0.2263581544327968,0.2534055948568579,0.21823756794358823,0.18905952133224266,0.32514270527435807,0.18455292759151784,0.11033427638987123,0.118464588586429,0.2131702558696086,0.12002472195200642,0.23708952716828494,0.011829020606079679,0.11636117465678841,0.15156508575717917,0.19434527893600212,0.035656040388985594,0.13566607091258068,0.18806689686762473,0.2548842731856654,0.2004415179598722,0.24343254512471624,0.18282763013433526,0.20880832298771831,0.17949957873494374
TPSS,0.13643453036149655,0.17674916260402568,0.2811745921311997,0.03731602348773151,0.17146984706867346,0.3361506689215749,0.16808457301080557,0.3300126204769749,0.09506634940716985,0.15978145065145966,0.28559701575640895,0.30461866061695,0.16995206809781002,0.2963652238978003,0.10209197178746897,0.12098331083880998,0.09248417789984355,0.25563828239400443,0.12143324387881532,0.30429700480639,0.0094993781189105,0.12233927161294758,0.19612395734403024,0.24985681249242708,0.06164617370867709,0.1436175195496712,0.12232025235253653,0.14386562520415447,0.21509656573625374,0.24567595634510567,0.1521304661210114,0.16692088978088407,0.1804623014519382
PBE-D3(BJ),0.08660617932782627,0.17009174393254703,0.2857203898363926,0.17969296365598392,0.15388378048474247,0.20928011238997168,0.1674816200893794,0.199983155105388,0.12230349955410845,0.22029675521725733,0.25402062147654464,0.20018501905236186,0.2597300550721814,0.3394643589731696,0.22062154033047218,0.10612892323149635,0.12542976547085463,0.18212036680474245,0.129032492644862,0.20757390935322484,0.006256196634501862,0.09850464852680132,0.19102058444581194,0.18560400853061007,0.07498602105216874,0.08980327257713085,0.2318939450605224,0.2866403933196524,0.23826246594588896,0.23264465906612486,0.25069821693710187,0.2220871161127637,0.1852515243816433
TPSS-D3(BJ),0.048006441074723946,0.19848021385657547,0.28282860714718766,0.0988627163059066,0.1822120043705666,0.3203265078358933,0.19332361998880515,0.32254071017865676,0.10538740213016837,0.16287149560103423,0.294123835839537,0.2943278315958703,0.1939291918452127,0.30070234554154374,0.10689552675788705,0.13543475747799016,0.11305805075957703,0.24832989628313198,0.13609277881508977,0.2914685657928941,0.018702991978427248,0.1310218388650479,0.2527199168920789,0.2551702791677472,0.09337577633382854,0.11485308059594071,0.15073240707799107,0.16327841483779715,0.2356700413101911,0.250304942021306,0.1763302172149761,0.1670150820419953,0.18869929648548683
mPW91-D3(BJ),0.031214963697929046,0.19871394073368084,0.3080848299611283,0.21582436397917626,0.18294852989328228,0.19091694264647477,0.2025526955576503,0.1877288766310612,0.1268896436032444,0.2367766348524892,0.28111380154901877,0.19003931386881542,0.2623187082124576,0.34682287393110656,0.21370848415982854,0.0783638011725131,0.15841279320901513,0.16834926775311512,0.15989503938455032,0.19264824148414228,0.006405471869664655,0.1148011178835623,0.26605627301213,0.1861395397668166,0.10231264772512677,0.06936492337337638,0.2662927547297393,0.32481713580299876,0.250953607119399,0.23899497532065916,0.2797254826402487,0.20523542262967862,0.195138221817315
rVV10,0.042394274861927934,0.2725918495372713,0.2787223579067253,0.07040392395992173,0.18173291501978636,0.305300136016319,0.21275266843524476,0.31189487034863234,0.06877385661596463,0.23398576291869302,0.26908730970660116,0.26478055331762584,0.06959040574132605,0.2891637078447467,0.06732461908181955,0.26380055050746176,0.17774020163465903,0.2898689310524453,0.15776228332218417,0.2979276514577408,0.0020840604313267477,0.22329425950437845,0.2917641669696824,0.2627580093456257,0.021559155570758014,0.1798596838761091,0.1550574196484093,0.12828483199380075,0.2879616798367401,0.3935003085831333,0.038310518797521564,0.15601195380802932,0.19581390242664412
