method,aceticanhydride_IEF-PCM,amide11_IEF-PCM,amide12_IEF-PCM,amide21_IEF-PCM,amide22_IEF-PCM,basicepoxide1_IEF-PCM,basicepoxide2_IEF-PCM,borohydride_IEF-PCM,carbonate_IEF-PCM,cl2co_IEF-PCM,diazonium_IEF-PCM,enamine_IEF-PCM,epoxide1_IEF-PCM,epoxide2_IEF-PCM,ester_IEF-PCM,furan1_IEF-PCM,furan2_IEF-PCM,furan3_IEF-PCM,imine_IEF-PCM,iminium_IEF-PCM,lactone_IEF-PCM,Average
M06-SX,0.02292412375823226,None,None,0.060782255738390065,0.17107815039042623,0.01352440572533035,0.012581035865723187,0.0384241979187747,0.09129957046305501,0.02762565386056231,0.11030747632908762,None,0.031984249283760514,0.052365844543593505,0.12243022427297331,0.1326052323735036,0.11896648307199255,0.07389592924665464,0.04549440767706948,0.021999552010744692,0.044124473180871315,0.06624518142837474
SCAN,0.09250831582382882,None,None,0.07301652022466912,0.016359942344863432,0.07635932202868774,0.0980533330858834,0.01590515813369417,0.045455871810217104,0.10090124970966395,0.23204529341986965,None,0.014184592946004467,0.0003157099118499332,0.015181400110621088,0.002839630857121631,0.0821898403328332,0.020335278918207134,0.16006780056981135,0.10067961081077527,0.05589232610843741,0.06679395539705772
mPWB1K-D3(BJ),0.06657707885756331,None,None,0.014499743327039016,0.054701428086476316,0.029268255519531876,0.054529297436606707,0.1121005301131046,0.08297622362319935,0.12432487180868639,0.03674726334119298,None,0.060814366360485816,0.049254693374169156,0.05236455097632044,0.09241621774488762,0.03297545739699391,0.024828980398381554,0.1742213313591271,0.12569444129593463,0.014010370556344675,0.06679472786533586
revM11,0.03678537962064528,None,None,0.041477698377882295,0.014505439821489382,0.028811245064440664,0.02124728680159841,0.036368420187259026,0.08606398825697521,0.14182709462792742,0.06248687561338541,None,0.06468778397747843,0.07581700624333254,0.027651207472359614,0.03876089114339325,0.13061479061989453,0.012336262644414502,0.22350208834076435,0.15633364230533459,0.00313016377400229,0.06680040360514318
mPWB1K,0.08803636441520216,None,None,0.030294418139367806,0.07389797416668833,0.019541390927759552,0.045010872167132565,0.11101791912215607,0.08182573923669036,0.12292775961476923,0.027456045098584902,None,0.05292526992519727,0.04110145315817533,0.052979928622757896,0.11251369518334049,0.008583944846512407,0.031165182100356483,0.17217918926026457,0.12258965048810837,0.011285633209940114,0.06696291276016689
SCAN-D3(BJ),0.08390798142217858,None,None,0.06560057833656835,0.008283841007138392,0.08103233575160412,0.10260817858333995,0.015503194054853208,0.046588173538805074,0.10091904868502476,0.2338846153506606,None,0.018090879215341613,0.0037466418958537933,0.01472327714300377,0.013894104281210537,0.09449479459572416,0.01737485002981117,0.1611694105605551,0.10271075950428829,0.057840626973712804,0.06790962727387079
LRC-wPBEh,0.14120751076565796,None,None,0.10751931281588387,0.052456963786608246,0.01625625656722118,0.039669581837215605,0.022600502146669768,0.08748181648625435,0.11709561644589381,0.04574691959592733,None,0.059725975668665825,0.04908932153178555,0.013113665689246136,0.04355408366225966,0.08153167547846227,0.007878893825819376,0.17012073120557877,0.16017321166220852,0.03383039783945471,0.06939180205615628
B97M-rV,0.0368225476735788,None,None,0.07751228977257474,0.15553548035046985,0.006982240937018662,0.02570374712140364,0.00852533474727399,0.03356031033791835,0.038554309929233116,0.22856452542070915,None,0.055252344626604014,0.08973779354598961,0.048749317841489906,0.10523529331443376,0.12498680395894685,0.1500354210430279,0.025305584288924123,0.01763294137361993,0.04806001714681568,0.0709309057461129
TPSSh-D3(BJ),0.08960057364870187,None,None,0.19560265815524952,0.1501961955005605,0.09249214975495403,0.07929356226796558,0.02470497930891205,0.009092310158384465,0.03614043561894764,0.1940448100606094,None,0.08222627618225402,0.087839493628436,0.06430030368365415,0.00845852065392436,0.022398685541493695,0.013637220630042702,0.03806749415003412,0.04120291912344433,0.09603522557853986,0.07362965631367269
mPW1PW91,0.14268888577570277,None,None,0.18820527988218777,0.12136323280073755,0.028157562363780007,0.04999199785054852,0.017255801414584694,0.08970247081234263,0.056037068939355415,0.13564830754894322,None,0.03881533724253867,0.024538393716661767,0.08880599799143749,0.04798184647675196,0.008112292370662397,0.018418734365990532,0.10658958173509868,0.09553733105300141,0.09887689575322539,0.07537372322741949
BMK-D3(BJ),0.02724669274385824,None,None,0.06927675956155774,0.15106384187427419,0.08948808782025738,0.09741258080660475,0.05519438509522144,0.08678092157161661,0.0831144582326378,0.09767445870537296,None,0.061448612393534476,0.054207274299233506,0.016440566828635112,0.004970283124024082,0.00081784666169508,0.1463937084983219,0.10769605712359824,0.09453138273889712,0.11527009075163211,0.07550155604616515
PBE0,0.14051512485490913,None,None,0.1480771072216304,0.07551022240537247,0.03919594024638573,0.06234622923815139,0.001533237623519358,0.0895458066171327,0.09216694541551433,0.14990133138110884,None,0.053353612735737355,0.041554558343797524,0.06682659373273378,0.04207113038914413,0.0459679240066053,0.024792765357732005,0.1360488175277873,0.12480033999878883,0.07566985734963004,0.07832653024698226
HSE-HJS,0.1401850886683406,None,None,0.1543739013754084,0.07947165801683716,0.04036064530987453,0.06325943837954132,0.002655290727211957,0.08890492372544342,0.08681352968900778,0.16227472775520876,None,0.05114945396159725,0.03932394192465008,0.07303541887266046,0.041085111705082084,0.040666280686385156,0.02657568077506768,0.13028521171056046,0.11892096872267927,0.08104737149513058,0.0789104801944826
HSE-HJS-D3(BJ),0.1148803642556673,None,None,0.13393112215401395,0.05619383187693524,0.05282277261979573,0.07542659683538035,0.0014906210380143704,0.09097400783159666,0.08789589577994625,0.17218595774678278,None,0.0613132465626251,0.04983662821100984,0.07176088315542821,0.015023537574656588,0.07231464095516174,0.034274400813682326,0.13325143118458213,0.12359156063031189,0.08496437633479952,0.07956288197557722
BMK,0.06926854754734552,None,None,0.10639984126282909,0.19719567932087262,0.0663108567833047,0.0747393185054625,0.05126994338139568,0.0856919485554984,0.07480635522274029,0.07699682333488811,None,0.042006916086941695,0.0340949448773351,0.02017586210058869,0.04459349111309209,0.05189884481836026,0.1584801824302271,0.10052108578662543,0.08474615785740475,0.11164213356800902,0.08060216291960673
PBE0-D3(BJ),0.11137348963825014,None,None,0.11449192929913518,0.03711030834548558,0.060544910785677565,0.08319995502135162,0.005295779670468847,0.09177642031547828,0.09989629188886147,0.1617893661780947,None,0.07195603871559733,0.06093868892994238,0.06180923879213051,0.006269801627584935,0.0932707469085255,0.03428407446616765,0.14431586126012647,0.13704069711914374,0.07964165234227022,0.08083362507246067
MN12-L-D3(BJ),0.03361128137911512,None,None,0.019076016730828746,0.0817419432151899,0.13500742930844847,0.172528363408606,0.09151224609473872,0.0099039881249744,0.1315306845446207,0.10529360988957627,None,0.07265106413052774,0.049291826048944484,0.2326186986990891,0.11452340673696336,0.07710881913748129,0.04093189295609204,0.078806138241058,0.02493937556050743,0.023161265051423234,0.08301322495878806
MN12-L,0.041207381784519534,None,None,0.017117372813829412,0.08392369884335482,0.13360535920100475,0.1711516434436931,0.09185009467329854,0.010595427077571435,0.13328144425096103,0.10273146337802169,None,0.07164130349891969,0.0482467096473698,0.2310987406443538,0.1214531026775219,0.08211207040950605,0.038374930217101415,0.07973762255923328,0.02549338061601068,0.02128163215330061,0.08360574321608731
MN15-D3(0),0.04453525525249361,None,None,0.18935824487897748,0.09767638458916497,0.07135689526326296,0.08339877239413386,0.10728152450858479,0.026554596631764002,0.12191488328606238,0.0494707479842289,None,0.09211540576075712,0.08768744070824239,0.05056445155754455,0.0335059044877697,0.15033618202024407,0.05850030478417576,0.16688648760479408,0.08911181881634925,0.019394520957238127,0.08553610119365489
PBE-D3(BJ),0.10796784142870114,None,None,0.26891654266415765,0.09832165875606995,0.046939874310533265,0.029314843760369923,0.10783663353601865,0.002371140618158086,0.0728762174577857,0.3599793394933946,None,0.061435493087559544,0.06405661846135938,0.1380888856246626,0.0074384554175799394,0.013738681982786875,0.07827189305318319,0.0010008624996882248,0.011539592387347057,0.11822832368068811,0.08824016101222466
TPSSh,0.12879770553515218,None,None,0.24149045288258406,0.20242974041000159,0.12159060592180729,0.10769353172990875,0.02980214528622844,0.011983905087512051,0.0469998359607509,0.17739006996901063,None,0.10761095313035209,0.11427570342704968,0.07129656959481376,0.056230644966540046,0.04155977542800954,0.0010541957916442358,0.026602074163366046,0.024314147386261586,0.09087107329843981,0.08899961833163515
SCAN0,0.10546088235823417,None,None,0.0033358827955950574,0.0038758043804906607,0.12882359512034958,0.15277740954317065,0.05737955847666922,0.11451596958825147,0.1967048066474387,0.08168141550825407,None,0.10898654451160109,0.09136921387711952,0.00886962435557224,0.010964018472815485,0.11726542744898721,0.0290904189753751,0.23147417138142695,0.17359747693228272,0.04557010601758741,0.09231901813284563
mPW91-D3(BJ),0.13365677992470193,None,None,0.24568537046959726,0.08415740939564902,0.0004029461947335108,0.01772837694373577,0.12041499706154979,0.01814985777132265,0.07975587164014128,0.32389831019183457,None,0.016276308086557435,0.012579000801829046,0.13956284008613518,0.08244803736718809,0.07080909133748356,0.09826478347583151,0.005728035069883538,0.054778917880126975,0.16691088973426302,0.0928448790795869
B3LYP-D3(BJ),0.05737747867731679,None,None,0.2840909308940496,0.23263361344195185,0.0030243945086892154,0.010647159763862896,0.13003475758334102,0.045992858856395744,0.10940324433037345,0.18354123414959658,None,0.005503001894102147,0.02039969049787965,0.18225037280910977,0.03451488687259665,0.0983125542739891,0.017322345633468947,0.05709153901149352,0.05926476973787209,0.2197939217812687,0.09728881970651987
revM11-D3(0),0.03904735261926176,None,None,0.1527479075900176,0.08028040868368269,0.024838631444545525,0.026580272576010373,0.049250114630445874,0.09486392916294305,0.14222302321571884,0.04996117158923766,None,0.11440953434983743,0.12020110717033242,0.04217056288061808,0.11142277418290893,0.2469050459797841,0.009915767797206024,0.25664428099963316,0.18652483754676435,0.013063653296832478,0.09783613198421003
rCAM-B3LYP,0.12318995845524192,None,None,0.003961108247492246,0.000492940277128423,0.08318480919285146,0.10372797667283505,0.023488791088681342,0.07636048193018868,0.19947970821287878,0.15744189130320888,None,0.173642684008866,0.16789688173621467,0.06516617686949315,0.06599785625492337,0.1052308402156082,0.03336055703558995,0.19677078179259277,0.1428250080900719,0.051245190428578814,0.0985257578784692
TPSS-D3(BJ),0.08762800293535351,None,None,0.2510658016781926,0.17670560668835888,0.1410775956011155,0.13099870260604804,0.06500970769498814,0.052036715776156144,0.10329751502740174,0.26694947593035295,None,0.1409132495025818,0.14207511184938953,0.08737286062986188,0.0016233108582013871,0.005930028148990926,0.027246771043864613,0.01694422857477791,0.006149020355769506,0.11013192263823691,0.10073086819664677
mPW1PW91-D3(BJ),0.1336199166433406,None,None,0.07538876381785228,0.006167395458991746,0.11390535051909434,0.1368673012500032,0.0011797879369029546,0.1102823546704951,0.10276337206835924,0.1302218700262833,None,0.12484998797621955,0.1210952384001657,0.05625616213444154,0.07661833778001134,0.16312174947166794,0.052196579888032765,0.15698038152040902,0.1884122365778328,0.1249953253820047,0.10416233952900601
PBE,0.13758948030002943,None,None,0.3109204488280733,0.1465037309724638,0.07446452378313445,0.05626974910433909,0.11378134482560735,0.004963938048568354,0.08597745620701872,0.3479564885355348,None,0.0862527415971155,0.09008975123473166,0.1457885362919775,0.03499661809878602,0.04337945888936054,0.067520013118184,0.011332217467023072,0.006887159513526933,0.11407369529149809,0.10437485289483181
LRC-wPBEh-D3(BJ),0.132138541631749,None,None,0.005297205967706691,0.06273886811353384,0.10200404744333738,0.12654488523512353,0.0386765156251249,0.10806169762205818,0.1638219195810848,0.04032048207326741,None,0.1457606264023467,0.14564616621528947,0.019436170166203023,0.08104610059605043,0.23654112985866593,0.041656739346314815,0.22051152826931386,0.2530481171870399,0.05994883019058267,0.11017775397359958
TPSS,0.12795595625165612,None,None,0.3028632566905342,0.2359932934333027,0.17441314974676012,0.16356628845778406,0.07153357825935464,0.055068854865606524,0.1178835383675027,0.24963409747077048,None,0.17050012308910048,0.1729762035363551,0.09608942580474493,0.05397884991384201,0.07677380054243545,0.013769429937904204,0.03105621299803634,0.026986318617122317,0.1048994670217441,0.12477454694469758
mPW91,0.14272574905861088,None,None,0.3585018892531878,0.19935324673739482,0.08615073434850105,0.06914692645571893,0.13649101053923152,0.0024300233644811782,0.12648217749149376,0.3293247449952394,None,0.10231095882023832,0.10913584820768163,0.17211267594158433,0.04215215233272573,0.08420036032346505,0.06448694067768472,0.04466276199385155,0.03809598764470441,0.14079245738468185,0.12491981364280427
B3LYP,0.10797129183547337,None,None,0.3556887720008063,0.3176241926903577,0.050147505162042846,0.03553069216075252,0.141160222828625,0.04311055661954191,0.13593918663411028,0.15987234753659393,None,0.048234233405003844,0.0651809826240556,0.19557314227790182,0.03419143821447369,0.19305436320267985,0.034998343173788644,0.07854352102896141,0.09052507095310146,0.21464560653708564,0.12788841493807532
rCAM-B3LYP-D3(0),0.047357228933043165,None,None,0.1073091009615495,0.06626790913777494,0.13683468298103577,0.15155553604889704,0.036370482810292926,0.08516042283615652,0.1998756368006702,0.14491618727906114,None,0.22336443165887634,0.21228098266321455,0.07968553500010027,0.13865974473604278,0.22152109557395097,0.03578105188279842,0.22991297717226342,0.1730162006106998,0.06743900749941359,0.1309615674769912
VV10,0.05080915829167451,None,None,0.3052761650001484,0.19013672378826327,0.11111826325704198,0.0974902445041968,0.1684408948897144,0.035044372007554433,0.19827238686937582,0.3615196734430422,None,0.12197629745623191,0.12780792720561907,0.1523319310358643,0.031233458705141607,0.12956641727154244,0.016843367849486278,0.10113344569875234,0.12670197962097215,0.16894988619715212,0.13859181072732077
rVV10,0.051382878006803856,None,None,0.31687018606206274,0.2044335634152105,0.11652419426773858,0.10314361421870505,0.17258098694869176,0.03443638225542647,0.20748496689400672,0.3615383622335285,None,0.12709978230064584,0.13336579034930243,0.16002852858452327,0.028029514998008723,0.14096450809030836,0.018793940867381377,0.10853096274895051,0.13323107205299567,0.1749058630047594,0.144074727627725
SCAN0-D3(BJ),0.096391913225872,None,None,0.10948063598954229,0.11907163899988782,0.21457138599491898,0.23965271566342722,0.07345557195435097,0.1350958507271489,0.24343110977644253,0.07625498070639601,None,0.19502119524528197,0.1879260612814253,0.04141945749021953,0.1136361657854946,0.27227488183073767,0.004687429267468997,0.28186496844670883,0.26647237973476545,0.07168853836716858,0.1523553822492921
M06-L,0.016308599757212994,None,None,0.19901046694907387,0.3595215090777163,0.20245635870760886,0.15894480496349267,0.04720455124620776,0.008938717238039818,0.2400566154056337,0.3571337127809184,None,0.15404639905197257,0.1785929385416073,0.13658797282876797,0.03634366675571097,0.23968247944155566,0.22132371342801951,0.0027070036733820987,0.04980685173838403,0.20673081981881664,0.15641095452245118
M06-L-D3(0),0.014827869656096448,None,None,0.20271329629994977,0.3619984376479455,0.2045022369322422,0.16096346906739287,0.04807915557494547,0.009648458577761039,0.2415841028502966,0.35505444072576214,None,0.15565301997325115,0.18022038162653528,0.13848438427471532,0.03435557193887659,0.24202210472864844,0.22106005400882422,0.0006344419501178038,0.052231675919642374,0.2077323707703171,0.15732030402907335
B97-D3,0.0454053552125373,None,None,0.3674295196536349,0.32564532972213706,0.09689463045933644,0.08812372687430547,0.21341683288201255,0.02909975234201261,0.27073897097220884,0.3225102648435281,None,0.12671811792575766,0.14899032588350666,0.2722192559182764,0.05117862033268786,0.12266106192763929,0.004902444975144738,0.1361559025591159,0.11355145831470423,0.28385265131882764,0.16774967900652077
B97-D,0.05217424266311151,None,None,0.42421321065102535,0.31027677726915126,0.10866526439288934,0.1021493559210745,0.23536666106852752,0.05539513770677561,0.3203595139900467,0.32736767933667044,None,0.14614091319147648,0.1573098331955197,0.29054982912673827,0.03647214301049802,0.12010107600190686,0.008942217375625445,0.16495373534182242,0.13409136590591772,0.3083310525902494,0.1834922227077237
BLYP-D3(BJ),0.04099775876491831,None,None,0.4349297674672271,0.3165079946672053,0.10423488384063039,0.09755900771178916,0.2426258544103734,0.03609547219798267,0.28708163440311174,0.34298525691739745,None,0.13468556686543853,0.1436101967210413,0.2632685121559472,0.04184320533508661,0.19319956051269097,0.006607511909286325,0.20682650432683525,0.18722694967684955,0.26441512924356375,0.18581670928485416
M06-HF-D3(0),0.08846821477554079,None,None,0.07309584582949427,0.3753879600477296,0.1368234473933845,0.12248584505318864,0.08007483752274477,0.090478229728734,0.35541119094844364,0.3623112755453837,None,0.26505876732997163,0.2279208436591668,0.014904045194171057,0.2739822437403708,0.48751839735259905,0.43593637678846625,0.12953388590814202,0.19405214481266234,0.026006336044372202,0.20774721598192034
M06-HF,0.09163938507231552,None,None,0.07707066400887626,0.37803993411282766,0.13953250825438393,0.12512849104785478,0.0815121409501501,0.08854640264589828,0.3592432009819291,0.3594418660686931,None,0.26798982151181233,0.23099746250258046,0.013172806945775767,0.27045915385226726,0.4889892197828809,0.4349078402929783,0.13228894491848028,0.19874410583240454,0.02782234052529889,0.20919590496152263
BLYP,0.10177735677331191,None,None,0.5245759478634571,0.4225299765370031,0.16344901000877998,0.15558745971093838,0.25675708545733256,0.0398634238718931,0.32142680223540865,0.31424769466320557,None,0.18870139588884316,0.20027215207779842,0.28038437663084975,0.04333790269345906,0.31102266396513045,0.014997847164839415,0.23438174213443547,0.22755701187677832,0.2580100772559624,0.22549332926719037
