method,aceticanhydride_IEF-PCM_forward,aceticanhydride_IEF-PCM_reverse,amide21_IEF-PCM_forward,amide21_IEF-PCM_reverse,amide22_IEF-PCM_forward,amide22_IEF-PCM_reverse,basicepoxide1_IEF-PCM_forward,basicepoxide1_IEF-PCM_reverse,basicepoxide2_IEF-PCM_forward,basicepoxide2_IEF-PCM_reverse,borohydride_IEF-PCM_forward,borohydride_IEF-PCM_reverse,carbonate_IEF-PCM_forward,carbonate_IEF-PCM_reverse,cl2co_IEF-PCM_forward,cl2co_IEF-PCM_reverse,diazonium_IEF-PCM_forward,diazonium_IEF-PCM_reverse,epoxide1_IEF-PCM_forward,epoxide1_IEF-PCM_reverse,epoxide2_IEF-PCM_forward,epoxide2_IEF-PCM_reverse,ester_IEF-PCM_forward,ester_IEF-PCM_reverse,furan1_IEF-PCM_forward,furan1_IEF-PCM_reverse,furan2_IEF-PCM_forward,furan2_IEF-PCM_reverse,furan3_IEF-PCM_forward,furan3_IEF-PCM_reverse,imine_IEF-PCM_forward,imine_IEF-PCM_reverse,iminium_IEF-PCM_forward,iminium_IEF-PCM_reverse,lactone_IEF-PCM_forward,lactone_IEF-PCM_reverse,Average
BMK,0.059863326,0.13382627,0.092788346,0.098664838,0.012824235,0.126082014,0.071951188,0.067495379,0.065172221,0.071168684,0.039817698,0.056919297,0.106737168,0.074950356,0.006970734,0.032495028,0.119676222,0.034742988,0.058861387,0.036937388,0.039009468,0.054990468,0.061983621,0.087689451,0.124194858,0.149109338,0.527937254,0.147177797,0.206744442,0.145915063,0.016587479,0.064572496,0.037742284,0.019366217,0.019058882,0.093116352,0.087865007
M11,0.385383609,0.003969254,0.064761763,0.213334887,0.058521911,0.037447976,0.306610047,0.009326153,0.260922476,0.026220276,0.053078098,0.065560124,0.187843251,0.072084659,0.01476275,0.0005322,0.01335497,0.004560209,0.082381686,0.031168543,0.458641861,0.087064106,0.079988357,0.197319093,0.037261538,0.117006784,0.290606386,0.070384094,0.041038175,0.00221492,0.020053665,0.005976027,0.014138807,0.018628845,0.114938853,0.068485652,0.097654778
mPWB1K-D3(BJ),0.015334292,0.131505266,0.058701197,0.126131419,0.08893728,0.073405631,0.284267905,0.100642034,0.231594859,0.118117015,0.016294594,0.057044457,0.124233081,0.07800184,0.019249976,0.046254179,0.133382893,0.060345237,0.051240211,0.08569311,0.183688546,0.111822672,0.289148338,0.10710986,0.126564868,0.079650552,0.100736653,0.205403223,0.158284165,0.011127954,0.034412622,0.117206847,0.091076223,0.00146233,0.11362492,0.026576339,0.101618683
mPWB1K,0.024330796,0.173615823,0.085683975,0.15151481,0.092256921,0.087577418,0.296028749,0.097002725,0.244063828,0.116522981,0.014111409,0.057814791,0.12792064,0.07832652,0.017913948,0.046866691,0.13745728,0.066777642,0.082828481,0.083604273,0.20078749,0.105393215,0.304537538,0.117286944,0.147509989,0.085437629,0.053483537,0.091467397,0.131880586,0.004065824,0.037279302,0.118887949,0.088417791,0.001743699,0.12279074,0.025420479,0.103294717
mPW1PW91,0.163063184,0.272962311,0.218595637,0.009457046,0.190005548,0.001929976,0.085816867,0.044166954,0.086984147,0.063209575,0.036826146,0.034434864,0.132515788,0.014972814,0.057524868,0.028549495,0.174014069,0.040077321,0.227228195,0.006677496,0.180268025,0.013405542,0.316401407,0.052260346,0.036615826,0.009660022,0.37760596,0.117669111,0.460262496,0.147705614,0.005748861,0.046668165,0.116709341,0.035771475,0.026294065,0.081261021,0.108703322
MN12-L-D3(BJ),0.034051687,0.064595365,0.084763175,0.188775955,0.149720629,0.116680379,0.148858479,0.138083368,0.020785317,0.117653713,0.055627156,0.091523337,0.124747655,0.026968519,0.016300382,0.086013498,0.019778732,0.035050676,0.486503704,0.026947696,0.105402967,0.038354582,0.532903106,0.083167291,0.052809493,0.083695736,0.240361752,0.478019397,0.069483117,0.070861511,0.031845452,0.068225201,0.054846176,0.028274742,0.095415121,0.032072009,0.113865752
MN12-L,0.0368282,0.079529382,0.079729986,0.180515232,0.151002233,0.118666789,0.150946129,0.137668883,0.022978613,0.117563355,0.055733819,0.091796852,0.125865374,0.026878129,0.015601392,0.086232133,0.022217569,0.03252213,0.479109481,0.026423838,0.102479194,0.037716567,0.535128558,0.078378955,0.059992673,0.081768333,0.280712136,0.497234909,0.065634665,0.066567731,0.032197376,0.069008742,0.055162532,0.028202221,0.097340604,0.030710232,0.115445693
PBE0,0.159835647,0.26885464,0.186168769,0.035535797,0.181702292,0.025176337,0.10709924,0.058013394,0.099540821,0.075615163,0.049035459,0.031055395,0.12261236,0.017460619,0.082314152,0.034518587,0.19581905,0.046308678,0.185705935,0.020719796,0.167086073,0.012440396,0.31709116,0.098080706,0.042459962,0.009685031,0.485555658,0.121801178,0.528064297,0.174124105,0.013277052,0.054017679,0.148101932,0.043345259,0.006507447,0.063936067,0.118574059
M06-2X-D3(0),0.011706288,0.032086545,0.031950723,0.197356187,0.005443502,0.012267509,0.284843989,0.08287006,0.245242939,0.099994047,0.051393426,0.000442637,0.155447664,0.102628147,0.039902258,0.014685256,0.028607217,0.031894068,0.155096243,0.124907018,0.350591301,0.16624828,0.278246741,0.117893409,0.057482953,0.26055835,0.024932123,0.798155028,0.091987578,0.099184688,0.041763702,0.092817631,0.096732159,0.022526219,0.007465484,0.053783917,0.118587091
M06-2X,0.011631475,0.034467484,0.028431231,0.198931467,0.005193708,0.014002704,0.282642085,0.083580725,0.243366526,0.100487194,0.052039563,0.000401364,0.155722478,0.102475254,0.040556673,0.014632086,0.029939656,0.031862193,0.153757168,0.126269671,0.349137611,0.167723472,0.276452324,0.120202603,0.058791202,0.260400215,0.036206974,0.810331613,0.095174598,0.09983376,0.041190296,0.09320749,0.098117875,0.022472736,0.006924549,0.053053648,0.119433658
SCAN0,0.052649873,0.206375285,0.019894959,0.048383369,0.087425657,0.038907574,0.044390313,0.104359391,0.0301199,0.108397798,0.039847574,0.008649738,0.108552158,0.034871054,0.077391162,0.025720607,0.159088978,0.055294748,0.226792403,0.078343586,0.186125897,0.073448614,0.268837755,0.218229416,0.027775359,0.03182189,0.826182223,0.507359863,0.463981635,0.088234742,0.012119562,0.101687333,0.131168713,0.002161309,0.022865482,0.041941552,0.12664993
PBE0-D3(BJ),0.146424837,0.211750071,0.132643397,0.006771512,0.187286079,0.053085908,0.083847686,0.066719892,0.075152194,0.080161065,0.054451795,0.032316598,0.129830122,0.0168134,0.087554006,0.035731482,0.191298655,0.038475988,0.245553038,0.029101338,0.206042599,0.028157523,0.288085924,0.08685084,0.006422532,0.001609532,0.764928576,0.352154222,0.586887656,0.202086644,0.019776675,0.051981709,0.157265789,0.043431748,0.022660014,0.065262618,0.133015935
B97M-rV,0.22542599,0.05793416,0.063484545,0.469127068,0.063787472,0.077144957,0.023421543,0.011552973,0.05526131,0.003460326,0.027107507,0.022826032,0.19233044,0.031502611,0.021451803,0.001312471,0.012593846,0.093495982,0.501508203,0.185273587,0.253382013,0.183060728,0.032037104,0.076662321,0.058706266,0.26492066,0.125958417,1.020611632,0.326220188,0.102909949,0.034393929,0.019776903,0.001580298,0.011356639,0.113894657,0.026519573,0.133110947
B3LYP-D3(BJ),0.169885256,0.102646625,0.156502841,0.5399625,0.284607851,0.036773503,0.090721534,0.02761288,0.074913119,0.02014346,0.008711225,0.072816704,0.221634558,0.032270367,0.018060196,0.039569465,0.056427851,0.048502161,0.623229939,0.153808411,0.401897133,0.12917052,0.091229762,0.307831354,0.12482993,0.165736948,0.297568075,0.897422251,0.252487851,0.046116045,0.045654177,0.070524158,0.013229322,0.023768673,0.199655893,0.162511517,0.166900946
B3LYP,0.193200496,0.201785666,0.267785049,0.458331043,0.276735037,0.096681977,0.044846302,0.048359012,0.02506614,0.031705371,0.022733384,0.070387558,0.205701114,0.029716768,0.034334515,0.037139554,0.059318052,0.036413395,0.497284365,0.175783292,0.310444253,0.16511018,0.145476361,0.294948834,0.054410621,0.148030288,0.242647035,1.368008882,0.116065741,0.013214741,0.031179253,0.067474609,0.036159189,0.023915536,0.172000152,0.161654339,0.171223558
mPW1PW91-D3(BJ),0.136329879,0.256730114,0.05516977,0.101955488,0.218589125,0.086712337,0.029042085,0.089410056,0.022107354,0.095355711,0.062329994,0.041363876,0.175089727,0.015244261,0.092471321,0.039188503,0.181395167,0.046704097,0.403667137,0.055779493,0.363392378,0.06766392,0.239024796,0.061808876,0.071007987,0.006559732,1.153124465,0.703918532,0.734606106,0.264768234,0.030635318,0.048020376,0.182638584,0.033629589,0.055131667,0.099916344,0.175568956
TPSSh,0.245234771,0.239700375,0.160481678,0.375813047,0.336462824,0.004899616,0.118225046,0.119916339,0.090946603,0.101483415,0.063979772,0.059718341,0.381231714,0.105692048,0.074109639,0.099788188,0.084121617,0.029900038,0.294866119,0.199846101,0.426521664,0.259527591,0.065050103,0.098587059,0.096544499,0.255829488,0.7902329,0.696125109,0.374032544,0.102322005,0.07382403,0.055980357,0.101070299,0.064537886,0.162154007,0.056970526,0.190714649
M06-L,0.043477184,0.035435335,0.051833998,0.867589442,0.197744913,0.157422026,0.145873435,0.103504298,0.014700801,0.09621639,0.023385873,0.013243719,0.129052383,0.02861917,0.068844994,0.057279536,0.077244914,0.113054621,0.316585379,0.261168356,0.103404702,0.262378724,0.261879836,0.476327413,0.117132107,0.261313756,0.156313579,1.767518438,0.295347756,0.201988484,0.052708797,0.047920051,0.007873266,0.034726776,0.200798701,0.151183183,0.200030343
M06-L-D3(0),0.04361736,0.032496845,0.048090141,0.869463185,0.197627093,0.159121594,0.148227973,0.104303196,0.016613785,0.096817514,0.02411022,0.013299272,0.129389871,0.028315899,0.06971554,0.05720666,0.075479429,0.113151423,0.314960124,0.262728886,0.101360566,0.264010213,0.260497298,0.479208339,0.118849592,0.261264749,0.166909359,1.780447927,0.291360613,0.202729305,0.052097,0.048360359,0.0062317,0.03484464,0.200258528,0.152109815,0.200702112
TPSSh-D3(BJ),0.227434038,0.162875325,0.087625985,0.432779709,0.34387773,0.042788679,0.149757749,0.108004858,0.124036734,0.095247947,0.071312528,0.06142376,0.390853683,0.106600042,0.081427316,0.101447665,0.078554407,0.040433988,0.375943273,0.188269531,0.479619866,0.238084589,0.025948165,0.113247028,0.144631195,0.26660434,1.165865985,0.383657864,0.454138113,0.139965728,0.082678368,0.058654649,0.113686536,0.064635706,0.183936339,0.058595117,0.201240126
SCAN,0.167136858,0.172777671,0.040553921,0.383583505,0.304580847,0.115649029,0.248317148,0.015198944,0.234603643,0.021758481,0.07478538,0.058376563,0.424419628,0.085274324,0.122726086,0.070767888,0.120656211,0.033020658,0.519455554,0.105481474,0.582646772,0.148586839,0.13716722,0.070722783,0.131071078,0.22543779,1.378525189,0.025523774,0.675545587,0.156496619,0.106640895,0.021478289,0.146768722,0.056165748,0.157507537,0.027626065,0.204639853
SCAN-D3(BJ),0.162903868,0.155943633,0.053313823,0.395777047,0.306650421,0.121890803,0.254158472,0.013504166,0.240483318,0.020964367,0.075704238,0.058733189,0.426353802,0.08515328,0.123045354,0.071081338,0.117781412,0.035480842,0.534008613,0.104190333,0.590801209,0.145290513,0.129378999,0.065874708,0.14181772,0.227263739,1.456758492,0.031747898,0.687876759,0.163594113,0.108035051,0.022242913,0.14832857,0.056210556,0.162311816,0.028677123,0.208981458
PBE,0.334032502,0.251146948,0.201827197,0.49839003,0.482167246,0.102707656,0.186000551,0.10531301,0.157390835,0.09254068,0.105170711,0.137278885,0.468832632,0.124594131,0.131487815,0.178416036,0.15134104,0.066492016,0.49991635,0.222413091,0.569043985,0.263800136,0.173745763,0.171299927,0.130593383,0.282842083,0.802724945,0.71606525,0.764270502,0.292282308,0.124724922,0.122053208,0.15874174,0.127256874,0.238575735,0.067022538,0.263958407
TPSS,0.314147478,0.233323596,0.160775482,0.594034514,0.456763861,0.032517247,0.244580465,0.193054116,0.201284678,0.176847839,0.087149462,0.100021674,0.525444834,0.166911295,0.092884395,0.156244662,0.058956134,0.076176838,0.421246954,0.305791272,0.597511276,0.380607308,0.012717405,0.207532918,0.170897463,0.382727429,0.952517271,1.04412149,0.455685743,0.140551843,0.120216471,0.127470913,0.10321568,0.095673601,0.25596887,0.05693723,0.269514159
mPW91,0.337621637,0.261128143,0.244129402,0.540064468,0.494360883,0.072555326,0.210714894,0.120584585,0.170680712,0.105543925,0.091064801,0.141788159,0.481066042,0.126377937,0.104519861,0.172556403,0.12911906,0.071033066,0.540324167,0.251386623,0.579861675,0.291728206,0.186107376,0.216369479,0.134411239,0.300550596,0.68828872,0.975232297,0.696433804,0.270107141,0.11426939,0.128557978,0.12567163,0.119497867,0.261445943,0.086957649,0.273391974
PBE-D3(BJ),0.319536978,0.193160713,0.136317758,0.546959531,0.488058829,0.137263904,0.213729702,0.093457073,0.186832457,0.08591584,0.112915688,0.138741517,0.478335783,0.125635847,0.139857779,0.179954553,0.148082182,0.07366021,0.573213101,0.209686192,0.621515105,0.242730494,0.140239372,0.180348326,0.173125729,0.292093804,1.131068274,0.433623802,0.84236065,0.327051029,0.133196375,0.123946193,0.172217107,0.127138527,0.256157584,0.06832214,0.273512504
B97-D,0.253613152,0.086575743,0.176513744,0.979579601,0.447840631,0.020692503,0.228462327,0.141626372,0.153352286,0.120387332,0.030870554,0.162217755,0.444984268,0.085144036,0.032389071,0.136595208,0.012735337,0.136954875,0.673636138,0.335903638,0.587648884,0.357389844,0.152274548,0.485673433,0.194175668,0.284309033,0.696453138,1.25503308,0.437580366,0.129519196,0.065511783,0.141735731,0.001269151,0.07801397,0.39781655,0.212862771,0.281592825
TPSS-D3(BJ),0.295529596,0.154302885,0.079344204,0.655891549,0.46431476,0.075163665,0.279288033,0.17901067,0.238007054,0.169257246,0.096031262,0.101876122,0.53651956,0.168119466,0.102355593,0.15811191,0.054212987,0.086529043,0.512000676,0.291414089,0.659760939,0.355589421,0.055014036,0.221022767,0.22357939,0.394503856,1.362995356,0.695349932,0.548985423,0.182896055,0.130406113,0.130100575,0.118600976,0.095654039,0.278902738,0.058472486,0.283586513
B97-D3,0.272102533,0.071838002,0.108414032,0.983232638,0.465844364,0.023453617,0.238741348,0.136113237,0.188480228,0.124064356,0.030731587,0.148876652,0.447168036,0.100197591,0.009829117,0.133178458,0.008871246,0.137031657,0.708887446,0.320722082,0.598686271,0.349199119,0.088437529,0.495365891,0.237739715,0.338052648,0.71335085,1.282762983,0.459715327,0.117872091,0.083426968,0.144412872,0.000662483,0.065743692,0.406781661,0.190759258,0.284187433
mPW91-D3(BJ),0.310888332,0.244895945,0.080703535,0.6325629,0.52294446,0.161197639,0.267489676,0.075341483,0.235557499,0.073397788,0.116568647,0.14871717,0.523639987,0.126106492,0.139466314,0.183195409,0.13650016,0.064406289,0.716763109,0.188929635,0.762986029,0.21065874,0.108730765,0.206820949,0.242035052,0.297450297,1.463807182,0.153644674,0.970777427,0.387169761,0.139155846,0.127205768,0.191600873,0.117355981,0.290283545,0.105612974,0.297904676
rVV10,0.317789904,0.080622342,0.069737552,0.919938577,0.464939285,0.056945354,0.302535235,0.168016877,0.275852551,0.165080033,0.060557681,0.143677852,0.519999795,0.154129727,0.044110533,0.154287394,0.03307803,0.140339836,0.779213842,0.337788505,0.725643284,0.360830701,0.121598951,0.420313921,0.256264885,0.406166832,0.686876227,1.410809726,0.51893486,0.116177344,0.156445131,0.199140992,0.018624332,0.091000189,0.364537705,0.102925869,0.30958144
VV10,0.316508149,0.079567533,0.059456821,0.909702326,0.463677753,0.065948552,0.306023081,0.165138874,0.280260565,0.163055102,0.063844702,0.143322397,0.523128135,0.155277786,0.049475326,0.154842566,0.035141237,0.139147674,0.78385916,0.332685076,0.737191907,0.35642061,0.124713171,0.406764676,0.258898838,0.405853108,0.740045864,1.348559083,0.538082819,0.123829756,0.15853273,0.197479674,0.024897051,0.092121834,0.362672053,0.098067176,0.310116477
M06-HF,0.437393741,0.152612018,0.191786628,0.856378833,0.02345241,0.242179953,0.049422926,0.113411323,0.185918913,0.146774747,0.192138977,0.076106706,0.037751715,0.058592074,0.153285002,0.034894315,0.011108116,0.152022914,0.260397083,0.385791356,0.067308224,0.322472918,0.593713323,0.414415784,0.006383888,0.405128413,2.038725117,2.786126113,0.040762324,0.542594358,0.021346234,0.08452784,0.161756543,0.011474641,0.101842005,0.01074365,0.31585392
BLYP,0.342369902,0.179278243,0.30438836,0.950359502,0.529116456,0.061728035,0.295158123,0.1994236,0.237591174,0.184810277,0.007541606,0.159915368,0.48931522,0.149143876,0.017196415,0.15252292,0.002370333,0.139841282,0.751340103,0.405754955,0.6143571,0.420973857,0.019920271,0.563156278,0.193835071,0.406564527,0.158740247,2.314633932,0.236038119,0.044633881,0.114054833,0.22098161,0.05673092,0.086654085,0.38471037,0.171471598,0.321295068
BLYP-D3(BJ),0.314068456,0.060200001,0.165508167,1.051192792,0.538612101,0.012869955,0.351916619,0.173105312,0.299399137,0.169982286,0.025247712,0.162932695,0.509428536,0.152296014,0.003812256,0.155612313,0.005044041,0.154039457,0.908030998,0.377383121,0.730169734,0.375523904,0.04674185,0.577453828,0.28083381,0.427980295,0.508862514,1.727389146,0.408234382,0.118624588,0.13224403,0.224521396,0.027279386,0.08636276,0.418460991,0.172622226,0.329277411
Average,0.174339372,0.136556936,0.108698226,0.388336456,0.227374464,0.073414942,0.181280922,0.088715103,0.149299657,0.090979728,0.049943402,0.066535453,0.245114259,0.075544904,0.054186654,0.069530783,0.075539771,0.060996386,0.371120199,0.144973047,0.332274012,0.166190976,0.169467457,0.198609428,0.104941235,0.189805872,0.562734534,0.689818532,0.346308649,0.132956443,0.055638597,0.083059729,0.079859517,0.045660913,0.146375848,0.081418468,0.172711135
