method,aceticanhydride_IEF-PCM_forward,aceticanhydride_IEF-PCM_reverse,amide11_IEF-PCM_forward,amide11_IEF-PCM_reverse,amide12_IEF-PCM_forward,amide12_IEF-PCM_reverse,amide21_IEF-PCM_forward,amide21_IEF-PCM_reverse,amide22_IEF-PCM_forward,amide22_IEF-PCM_reverse,basicepoxide1_IEF-PCM_forward,basicepoxide1_IEF-PCM_reverse,basicepoxide2_IEF-PCM_forward,basicepoxide2_IEF-PCM_reverse,borohydride_IEF-PCM_forward,borohydride_IEF-PCM_reverse,carbonate_IEF-PCM_forward,carbonate_IEF-PCM_reverse,cl2co_IEF-PCM_forward,cl2co_IEF-PCM_reverse,diazonium_IEF-PCM_forward,diazonium_IEF-PCM_reverse,enamine_IEF-PCM_forward,enamine_IEF-PCM_reverse,epoxide1_IEF-PCM_forward,epoxide1_IEF-PCM_reverse,epoxide2_IEF-PCM_forward,epoxide2_IEF-PCM_reverse,ester_IEF-PCM_forward,ester_IEF-PCM_reverse,furan1_IEF-PCM_forward,furan1_IEF-PCM_reverse,furan2_IEF-PCM_forward,furan2_IEF-PCM_reverse,furan3_IEF-PCM_forward,furan3_IEF-PCM_reverse,imine_IEF-PCM_forward,imine_IEF-PCM_reverse,iminium_IEF-PCM_forward,iminium_IEF-PCM_reverse,lactone_IEF-PCM_forward,lactone_IEF-PCM_reverse,Average
TPSSh-D3(BJ),-0.007792523735499538,0.08180804991320234,None,None,None,None,0.07438190834834435,-0.12122074980690517,-0.21440529133648514,-0.06420909583592467,-0.05890021954778206,-0.15139236930273609,-0.06985549863486021,-0.1491490609028258,-0.07704546381361865,-0.1017504431225307,-0.18441172664138042,-0.19350403679976488,-0.15576983071811612,-0.19191026633706376,0.10229015312834507,-0.09175465693226431,None,None,-0.0733481728892776,-0.15557444907153162,-0.09226801272839909,-0.1801075063568351,0.009362162821773268,-0.05493814086188088,-0.1647384081595643,-0.17319692881348867,-0.07231953744105643,-0.04992085189956274,-0.09631992549219982,-0.10995714612224253,-0.15820796590123132,-0.12014047175119721,-0.1537213612645861,-0.11251844214114179,-0.027580771287165205,0.06845445429137464,-0.09143423880961328
SCAN-D3(BJ),-0.005581540341094717,0.07832644108108387,None,None,None,None,-0.045255798198820925,-0.11085637653538927,-0.19119433176861692,-0.18291049076147853,-0.09996137043157992,-0.018929034679975802,-0.1354363468114298,-0.03282816822808985,-0.08179023127583306,-0.09729342533068626,-0.20116131478931967,-0.1545731412505146,-0.23538481966459873,-0.134465770979574,0.15336986392809504,-0.08051475142256555,None,None,-0.10418741034305408,-0.08609653112771246,-0.11365678810555095,-0.10991014620969716,0.046680265903907676,0.0319569887609039,-0.16153379233084417,-0.14763968804963362,-0.09036381678989382,0.0041309778058303435,-0.1458944676329364,-0.12851961760312522,-0.206728869028628,-0.04555945846807293,-0.20056262167841782,-0.09785186217412951,-0.0243382309297857,0.0335023960439271,-0.08675036887270282
SCAN,-0.00572657438133889,0.08678174144248993,None,None,None,None,-0.03442446914016034,-0.10744098936482946,-0.18990396718096683,-0.1735440248361034,-0.09766395818743442,-0.02130463615874669,-0.13212500787139334,-0.034071674785509924,-0.08079750498145438,-0.09670266311514855,-0.20024873695284867,-0.15479286514263157,-0.23477406251358685,-0.1338728128039229,0.15711330357163072,-0.07493198984823893,None,None,-0.1013480449737042,-0.08716345202769973,-0.11208805906021577,-0.11240376897206569,0.049490275616955674,0.03430887550633459,-0.14929310867327553,-0.1464534778161539,-0.08551094659889734,-0.0033211062660641233,-0.14327910106598213,-0.122943822147775,-0.20406110418897855,-0.04399330361916722,-0.19845347150648973,-0.09777386069571446,-0.023617841769861925,0.032274484338575486,-0.08455727017139927
TPSSh,-0.008402426447997345,0.12039527908715485,None,None,None,None,0.1362259537400189,-0.10526449914256518,-0.20978215066813502,-0.007352410258133432,-0.0464983029040941,-0.16808890882590138,-0.05121966794281672,-0.15891319967272546,-0.06912321573088244,-0.09892536101711087,-0.17987191000269245,-0.1918558150902045,-0.14177117089207017,-0.18877100685282108,0.10953953403824904,-0.0678505359307616,None,None,-0.05752966633211373,-0.16514061946246583,-0.08205311983957853,-0.1963288232666282,0.02347023968863513,-0.047826329906178626,-0.10996650494593353,-0.16619714991247359,-0.049018736715635364,-0.0905785121436449,-0.07933002258604172,-0.08038421837768595,-0.14126487748860644,-0.11466280332524038,-0.1366623033074166,-0.11234815592115503,-0.024314567897868084,0.06655650540057173,-0.08030859669035968
M06-L,0.0014896494387402867,0.01779824919595328,None,None,None,None,-0.04399963834119072,-0.2430101052902646,-0.12329253076753603,0.23622897831018028,0.05737250622861391,-0.14508385247899494,0.008279255459863657,-0.15066554950362904,0.025265903522104005,-0.021938647724103755,-0.06088921178530347,-0.051950494547263644,0.1316999459844071,-0.10835666942122663,0.10058498884239689,-0.25654872393852146,None,None,-0.06176718880858686,-0.21581358786055943,-0.019892725597731385,-0.19848566413933869,-0.09448689895864205,-0.23107487178741004,-0.13341628536308842,-0.1697599521187994,0.009696248019366544,-0.2299862314221891,-0.0626414587261814,0.1586822547018381,-0.10086013632310592,-0.09815313264972382,-0.01064584459181436,-0.06045269633019838,-0.03010923824842496,0.17662158157039168,-0.05554338265138813
M06-L-D3(0),0.001494452251092662,0.01632232190718911,None,None,None,None,-0.04082164070334941,-0.24353493700329917,-0.12321907087278514,0.23877936677516032,0.058298553707942624,-0.14620368322429958,0.009356617372816322,-0.15160685169457655,0.02604848161638297,-0.0220306739585625,-0.06104844473456574,-0.0513999861568047,0.1333652945446474,-0.1082188083056492,0.09828605003969684,-0.25676839068606533,None,None,-0.06145009436434908,-0.21710311433760024,-0.019499480050044964,-0.19971986167658023,-0.09398807590107588,-0.2324724601757912,-0.1353725428429622,-0.1697281147818388,0.010353512175404558,-0.23166859255324387,-0.06179581004637417,0.15926424396245004,-0.09968944202993323,-0.09905500007981542,-0.00842619980928132,-0.0606578757289237,-0.03002824079515373,0.17770412997516336,-0.055450954671804976
B3LYP-D3(BJ),-0.005820742152139746,0.051556736525177047,None,None,None,None,0.13284849109811842,-0.15124243979593116,-0.1774509475271375,0.055182665914814334,-0.03568108023326711,-0.038705474741956326,-0.04218986689869834,-0.03154270713483544,0.009411535060088079,-0.12062322252325294,-0.10457113069751738,-0.058578271841121625,0.03454901656942857,-0.07485422776094489,0.07347790918777955,-0.11006332496181703,None,None,-0.12159488034484738,-0.12709788223894952,-0.0773159171462233,-0.09771560764410295,0.03291592616401959,-0.14933444664509019,-0.1421842909693074,-0.10766940409671076,-0.01845836985210923,-0.11677092412609834,-0.05355113408494558,-0.03622878845147664,-0.0873608737141986,-0.14445241272569212,0.017888040332669795,-0.041376729405202296,-0.02993787717867765,0.18985604460259103,-0.047352405817710136
B97M-rV,-0.007723722430493911,0.02909882524308489,None,None,None,None,-0.053889284250239006,-0.13140157402281374,-0.039771029698866055,0.11576445065160382,-0.009211770486308172,-0.016194011423326833,-0.03112228302245478,-0.005418535901051144,0.02928672529242856,0.03781206003970255,-0.09074492583968594,-0.05718461550176759,0.041037134079579075,0.0024828241503459594,0.01639916225827293,-0.21216536316243623,None,None,-0.09784643848298952,-0.15309878310959352,-0.0487449675731976,-0.1384827611191872,0.01155906703636315,-0.03719025080512676,-0.0668678487842833,-0.17210314209871708,-0.00781329466330983,-0.13280009862225667,-0.0691893134165287,0.08084610762649919,-0.0658139919389676,-0.040508407650043474,-0.002136801716085364,-0.019769743089705295,-0.017078204920481038,0.03098181222633464,-0.03691674986460282
B3LYP,-0.006619587222394626,0.10135170461307874,None,None,None,None,0.22731114371678685,-0.1283776282840194,-0.17254230484995337,0.14508188784040435,-0.017638199552922312,-0.06778570471496516,-0.014116847850405055,-0.04964754001115757,0.024560959550811244,-0.11659926327781375,-0.0970534481050308,-0.053942891485488885,0.06568166366911028,-0.070257522965,0.07724140363293777,-0.08263094390365618,None,None,-0.09702234939849123,-0.14525658280349507,-0.059722451784775345,-0.12490343440883094,0.05248823446669651,-0.1430849078112053,-0.06197500504714969,-0.09616644326162338,0.015051576712430096,-0.17800278649024975,-0.024616836132805565,0.010381507040983081,-0.05966259646083412,-0.13820611748979553,0.04889268228154583,-0.04163238867155563,-0.025790971385736623,0.18885463515134904,-0.031009926519256152
mPW1PW91-D3(BJ),-0.0046710414555623855,0.1289488751877782,None,None,None,None,0.04683123117002133,-0.028557532647830956,-0.13628874711079453,-0.1301213516518028,0.011422348414723171,0.1253276989338175,0.01245050729106382,0.14931780854106705,-0.06734080916536708,-0.06852059710227004,-0.08261045060591135,0.02767190406458376,-0.17689692766576987,-0.07413355559741062,0.23620494654851176,0.10598307652222848,None,None,-0.07875721960790052,0.04609276836831903,-0.0699084733772572,0.051186765022908504,0.08624074345176402,0.02998458131732249,-0.08087980410175932,-0.00426146632174798,-0.07152917144432316,0.09159257802734477,-0.15580547721171714,-0.20800205709974992,-0.05862175768956653,0.0983586238308425,-0.24695494025165518,-0.058542703673822374,-0.00826684883228379,0.1167284765497209,-0.01239799998256904
wB97M-V,-0.0029643914277280034,0.029243083757349814,None,None,None,None,-0.005736668373737132,-0.02532407545623297,-0.009497841066939317,0.040221816425646005,0.04290497492961122,0.048132451076525834,0.04861402523093181,0.06523590229431087,-0.025798226030360243,-0.01917087554818039,0.0037050000062944836,0.03837787292441114,-0.07339246017009746,-0.019986091429583894,-0.08224358045582034,-0.010546339832037769,None,None,-0.035736358118201576,-0.017272470475269655,-0.009465831413042849,-0.002640845467295708,0.0155736084171749,-0.007150612178075915,-0.00625290695612224,-0.011974948543425512,-0.017134597829926965,-0.02000772179203675,-0.023983166980904594,0.0332419266326681,-0.014282122911747217,0.060376445578734866,-0.093023092685961,-0.06061276466926809,-0.0020930719776836213,0.005234429082608278,-0.004595264595372552
PBE0-D3(BJ),-0.0050169228389067375,0.1063565667993434,None,None,None,None,0.11259524200192975,-0.0018966872972054375,-0.11677152284481324,-0.07966121449932766,0.03297757320482106,0.09352248399049862,0.04232451012856116,0.12552446514991278,-0.05882926828262138,-0.05353348861215254,-0.06125616295620271,0.03052025735927557,-0.16749014260756387,-0.06759385071870239,0.24910083989994333,0.08731147372184861,None,None,-0.047908469047510234,0.0240475696680871,-0.039637935134266285,0.02130075379567609,0.10394212106498187,0.04213288227285135,0.007315418186478928,0.0010456165588939939,-0.047449090644062476,0.04582165626446304,-0.12447529439934449,-0.15875936886551212,-0.0378433639463655,0.10647249731376097,-0.21264709013031544,-0.07560639301117171,-0.0033978096288730286,0.0762438427133972,-0.0014227307047275674
PBE0,-0.005476414538462177,0.13503871031644696,None,None,None,None,0.1580306145499836,0.009953507328353227,-0.1132900718377644,-0.03777984943239193,0.04212248663184793,0.08131842687823365,0.05605979353592867,0.11840602277408006,-0.052977502972210794,-0.05144426534869144,-0.05785069434123185,0.031695112275900855,-0.1574663417744747,-0.06529939635896036,0.25498710382409817,0.10508577244298935,None,None,-0.03623203825982279,0.017121574475914565,-0.03214358087485141,0.009410977468946112,0.11440728263958126,0.04758068890684747,0.04836291710894549,0.00629178671980136,-0.03011937994070263,0.01584854406590267,-0.11199921852665934,-0.13679198388439134,-0.02540610513594685,0.11064271239184045,-0.2002561723343541,-0.07545583233556528,-0.0009757746160070952,0.07469408273362295,0.006835930404354897
mPW1PW91,-0.005586998948676388,0.13710188682702637,None,None,None,None,0.1855563796905605,-0.0026489001916272857,-0.11846709239081091,0.0028961404099266475,0.03375205862816711,0.06190962099194711,0.0489880758571135,0.09898007370766201,-0.03978666253465878,-0.05704246394924348,-0.06252330805677682,0.0271791627555658,-0.11004463227187566,-0.05400756333252025,0.22659359979016985,0.09094529224122666,None,None,-0.04433321218271227,-0.005517874940173601,-0.03467949015419191,-0.010141096437530143,0.11415841806080515,0.02535242006936767,0.04170630661461528,-0.00627553986213668,-0.023423179579701935,-0.015310887209039538,-0.09761886983541486,-0.1160376042014054,-0.011000648484473312,0.09558893325062537,-0.15780864960034635,-0.062271318547344946,-0.003942726075444239,0.09493416967778116,0.006865939438512651
CAM-B3LYP-D3(0),-0.0031678401791432865,0.07185906138353779,None,None,None,None,0.08840921905793571,-0.04383823309536673,-0.07605518937935342,0.056683507960579735,0.03511907501022738,0.06868705826771894,0.0465012994814246,0.09600779969620434,0.01389481185288169,-0.04226832548188085,-0.006785389257737131,0.0642048494128592,-0.026019527099702056,0.0025929024233545535,0.06301193671058951,0.06317765857121736,None,None,-0.07203394390407646,0.010432459966186991,-0.040690776855985406,0.02665477633988478,0.011970484357216345,-0.0535139696576855,-0.031438910752498384,0.023626074381116576,-0.019857310647617317,-0.008335089715523566,-0.041837203269374144,-0.010008378659905202,-0.042796355762782116,0.027259211216657697,-0.061023503992282575,-0.024458648269216354,-0.010124829620100105,0.14031355204920273,0.00822645312607126
MN15,-0.0013400830947926125,0.029957393892620816,None,None,None,None,-0.0553385824618233,0.022749455927367525,0.07121882045723728,0.03931740745106748,0.07221661608963552,0.08992363484236549,0.07956551787299057,0.11513673089106244,-0.04407571795978537,0.05032411210561258,0.037440877385399474,0.05519553583199751,-0.12428442864039176,-0.002765473948307954,0.05504498029791776,0.01809993905863847,None,None,-0.01611303932502102,0.026280618785725757,0.012341773671128863,0.05564511345237138,0.110154761240894,0.04507095427354419,0.06896579188052189,0.02980981332877591,-0.019095350631325846,0.014950576029028651,-0.02057795959694214,-0.08149875922832638,-0.02503485184210996,0.10870944038301347,-0.17928069730496443,-0.12036007100924308,0.009981456149116559,-0.025606881878956336,0.013964706232667873
CAM-B3LYP,-0.004539893390358532,0.11249813352072378,None,None,None,None,0.17150527261119866,-0.018342068319466446,-0.08152666721231311,0.08750466071767664,0.0480185548239923,0.05745769173222703,0.06388880992203497,0.0913754561344163,0.015531490487057096,-0.04657074986782184,-0.006319157293602314,0.05638183042116257,-0.027810007289763874,-0.001601253249422689,0.08274373647273525,0.0875927878968912,None,None,-0.05712522873579303,0.0012968746049516996,-0.026707502352422127,0.019390399228568538,0.02984743808353835,-0.042271266817188714,0.012361271625614938,0.02322104901889394,0.0005239626449900811,-0.04758395863628925,-0.027959528046745903,0.0032495569279729583,-0.03284238210538518,0.02141195211329986,-0.05594613975107948,-0.031602111526470744,-0.00392603188330487,0.13218487012185573,0.01681421812867705
M11,-0.013204316081951084,0.001993653105686883,None,None,None,None,0.05497345893195901,-0.059754684366544006,-0.03648799061562433,0.05619478577398252,0.12059074908787426,-0.013072637989385386,0.1469473525580193,0.04105841284760968,-0.05734513675767352,-0.10860246412266132,0.08862779021482521,0.13085053409223332,0.028241027650854768,-0.0010067712329253481,-0.017390264431927167,-0.010348235397511145,None,None,0.016073026372887125,0.02575578162954065,0.08823231925384253,0.06586272203865326,0.028859998966115588,-0.09572298991102755,0.042441787219484495,0.07601232422562824,0.01802653104628448,-0.009158248169774834,-0.008703946833651298,-0.0017400423858140812,-0.03837339303752014,0.012240507569561168,0.01911780241144103,0.03242926783092692,-0.0172347793168551,0.08000919025664387,0.019066475623144667
M08-SO,0.0018656565627620354,0.007902907940172076,None,None,None,None,-0.057225453590044585,-0.013705520594435427,0.05623858828803369,0.1132479948024278,0.0891890002955075,0.05632183075241791,0.10255426642647936,0.08592292559905584,-0.06860793521800797,-0.04247727365909293,0.09135019826713053,0.14489576078868036,0.047459465304419794,0.07897163957133663,-0.07790485061863889,-0.09612554520124296,None,None,-0.03634449209138985,-0.013946015603070953,0.04252361091175939,0.0614577025105858,0.007003584793930725,-0.062366461219814415,0.024695910805143537,0.053316149923596894,0.030951091609166235,-0.040789301988652965,-0.0018770201858734482,0.07108843972931167,0.0014062206357778565,0.07773488063734463,-0.015520619960946568,-0.008232626506765525,-0.0007931534667513575,0.04006978035771863,0.02084031490577864
SCAN0,-0.0018039313410569435,0.10365695101717723,None,None,None,None,0.016887969880214213,0.013552087084619155,-0.05450926816783033,-0.05838507254832099,0.017458857361251582,0.14628245248160116,0.016963044503586697,0.16974045404675736,-0.043050988337877266,0.014328570138791958,-0.051216840741976175,0.06329912884627531,-0.14804869937112067,0.04865610727631802,0.20715879069156543,0.12547737518331137,None,None,-0.04424818744152113,0.06473835707007997,-0.03580641218773303,0.05556280168938648,0.09699733368102466,0.1058669580365969,0.03163680151668503,0.02067278304386954,-0.051248700060355375,0.06601672738863185,-0.09840767661778403,-0.06931725764240894,-0.02319120874199494,0.208282962639432,-0.17735990444414654,-0.003762427511863814,0.0034286190502919567,0.04899872506787937,0.021814091181648808
wB97XV,-0.0037030530428618707,0.044178172214955236,None,None,None,None,0.028002292055937846,0.02539112775586323,-0.008503808625252567,0.0378280894335272,0.07182917473313093,0.07990763279725827,0.09622317230533542,0.11744944954670254,-0.02413764490276732,-0.00748623780273399,0.02674624207291804,0.08708790344652015,-0.07804851847141285,0.014179108374022508,0.020444651165560185,0.07199609234518857,None,None,-0.008570961710561006,0.03292680187264668,0.009867008407523702,0.04010371962780898,-0.025221172793116843,0.04374600671646448,0.047731454804232305,0.0451054174627266,-0.02256632796959974,0.03169706479849316,-0.04183552976586383,0.06940958070490492,-0.001233549114782062,0.1542117693027103,-0.13497199916809297,-0.018172681534085997,0.0036841422603107504,0.010181295613779867,0.023207663469927524
