method,aceticanhydride_vacuum_forward,aceticanhydride_vacuum_reverse,amide11_vacuum_forward,amide11_vacuum_reverse,amide12_vacuum_forward,amide12_vacuum_reverse,amide21_vacuum_forward,amide21_vacuum_reverse,amide22_vacuum_forward,amide22_vacuum_reverse,basicepoxide1_vacuum_forward,basicepoxide1_vacuum_reverse,basicepoxide2_vacuum_forward,basicepoxide2_vacuum_reverse,borohydride_vacuum_forward,borohydride_vacuum_reverse,carbonate_vacuum_forward,carbonate_vacuum_reverse,cl2co_vacuum_forward,cl2co_vacuum_reverse,diazonium_vacuum_forward,diazonium_vacuum_reverse,epoxide1_vacuum_forward,epoxide1_vacuum_reverse,epoxide2_vacuum_forward,epoxide2_vacuum_reverse,ester_vacuum_forward,ester_vacuum_reverse,furan1_vacuum_forward,furan1_vacuum_reverse,furan2_vacuum_forward,furan2_vacuum_reverse,furan3_vacuum_forward,furan3_vacuum_reverse,imine_vacuum_forward,imine_vacuum_reverse,iminium_vacuum_forward,iminium_vacuum_reverse,lactone_vacuum_forward,lactone_vacuum_reverse,Average
PBE0-D3(BJ),None,None,None,None,None,None,0.11630764231130013,0.01935240118738669,-0.15386812223349586,-0.0478403680261373,0.1031362453908508,0.06077977284913832,0.18865509484966708,0.07711363874541338,-0.04978582880416068,-0.03628586500773927,-0.09168399106694551,0.22810050239208451,-0.0875248525703262,-0.035771037673192466,0.19021075321228686,0.03697404859872831,-0.19106415015114356,0.10191686327425145,-0.0987171153065592,0.022960051484560436,-0.9555290473315701,0.04777441683198839,0.016964759257161195,-0.005487719096620534,-0.19696372580286273,-3.4473571968215917,-0.6317068211665149,-0.1850061184211727,-0.0425671212481763,0.024550815486575322,-0.13729977005955976,-0.0450717009956914,None,None,-0.1626479233097521
SCAN0,None,None,None,None,None,None,0.019509526647711432,0.10356485775076624,-0.07202004636602448,-0.03585982500892525,0.04131909276614579,0.09332008273387891,0.12345393845235356,0.10456002736112271,-0.039058030015484344,0.005109958565821909,-0.06787349161070473,0.24657089192779968,-0.07814636787980518,0.022129685384125644,0.15915288681360612,0.05207564732320966,-0.16414410382531397,0.18212749360173666,-0.07752219414498507,0.11300936309721092,-0.977470565855593,0.13780835087656915,0.04017929676603675,0.040595184748175854,-0.39461601838899474,-4.076751324729423,-0.47500164988586385,-0.07719688526993643,-0.030808159145226853,0.07290080912368778,-0.11355829944218716,-0.0018836465291237378,None,None,-0.16014135981742603
LRC-wPBE-D3(BJ),None,None,None,None,None,None,0.11735824777539629,0.1116422978858725,-0.14823452040110224,-0.05011753647850907,0.4117347744843186,0.038795450907454954,0.4298594253978322,0.06378138555286444,-0.05820301636045892,-0.04194834002179848,0.09661614299908727,0.23706054591568249,-0.12231718200694855,-0.07679143872171244,0.11649390251114702,0.05471928217895076,0.20242019054654228,0.16242339583345125,0.15919501654857246,0.07934459809080734,-0.9429895015447866,0.07088484497593266,0.05325858252741391,0.1399293451822534,-0.29664522366350266,-4.702894168311487,-0.6161443000537575,-0.15210140654066986,-0.044144515471207006,0.03167094064311096,-0.19014059362920432,-0.08097144239216948,None,None,-0.1545767129887695
HSE-HJS-D3(BJ),None,None,None,None,None,None,0.13699982134275163,0.013381524933982945,-0.16094406982487502,-0.04027536367468388,0.08276203967344954,0.0541031594852628,0.18064382765934764,0.07131312500398908,-0.04715297112046101,-0.038799636912432364,-0.10722166025683204,0.22262194603547936,-0.08164873913396886,-0.036770567377777556,0.1900884458485481,0.03246985787846855,-0.1912455526600761,0.08286703131893032,-0.10076528029339188,-0.0001519043406697126,-0.9530110075879823,0.039391460533570254,0.019405618747847807,-0.01974649588853855,-0.12729306255787276,-2.8985798202782673,-0.6001491500051808,-0.18238331877552685,-0.042451215527199625,0.019799975383560757,-0.1282139030173663,-0.04546269239962422,None,None,-0.14551308055586057
TPSS,None,None,None,None,None,None,0.16113684954989915,-0.6671548167225774,-0.4032018444794294,-0.04289391867420992,-0.5797875190377609,-0.19881108784524265,-0.3300466058102448,-0.18775019972649112,-0.08084836246104754,-0.10806948980850771,-0.7346328204221367,0.005136133073933417,-0.08737097788654105,-0.15538250587237548,0.06392572055064225,-0.07809958197071536,-0.4430974177951252,-0.4368395175134638,-0.45109195781253575,-0.6859801017827889,-0.9995648564304778,-0.2277860582655381,-0.157505826086204,-0.664291721400557,-0.10562937074148689,4.533690167810679,-0.4692784481827046,-0.1441358180126067,-0.1494839568979455,-0.14955889308150802,-0.08520876460695839,-0.09679221006070751,None,None,-0.12988768057508546
mPW91,None,None,None,None,None,None,0.2281498907379359,-0.6184880636761919,-0.4213334010869389,-0.0709130874558011,-0.5350261584941525,-0.1362898912088286,-0.29166763327315354,-0.1207943254700874,-0.08319832165209767,-0.15164082766412115,-0.6395814237272923,0.05451044032856169,-0.09844022324857452,-0.17081611824987153,0.12655202327820142,-0.07292808504582635,-0.5980546301585608,-0.3517279797688286,-0.4511815520424521,-0.5364710432179335,-0.9706217876882784,-0.22840876731844753,-0.12141930927837771,-0.5243892884350919,0.11321349104011372,4.106825491144868,-0.7678751446288532,-0.2705041300786112,-0.14941313256638974,-0.15431288490778206,-0.1062442561550047,-0.12231780733875947,None,None,-0.12921274804083213
VV10,None,None,None,None,None,None,0.047768631033566974,-1.0570452261159862,-0.4014794190733703,-0.07031790842345789,-0.6010998036237128,-0.17544253192277137,-0.4399983554399509,-0.17298710884751564,-0.061940672592884584,-0.15361196886865586,-0.6755409893363921,0.025960118941687677,-0.04468009336024561,-0.15156433995154917,0.03860948324963146,-0.14583597510680432,-0.9317346148093216,-0.4961894928489902,-0.6173028849721073,-0.6667455743629664,-0.9812366109527257,-0.37891211922387946,-0.23941524097102937,-0.6974480512244707,0.17042379444714315,6.117098436794774,-0.6348454638754709,-0.13407141493759633,-0.19104572479802162,-0.2165221455703714,-0.014561224116542771,-0.09083767701252327,None,None,-0.12632975524601595
rVV10,None,None,None,None,None,None,0.05781504409461048,-1.0683181709654945,-0.4028211823355069,-0.06304900850383148,-0.5924877128429208,-0.17725833185785303,-0.4293956348061909,-0.1742579067060329,-0.05886703361097708,-0.15400629246824352,-0.6681078175930916,0.026044764084838835,-0.03930178073158772,-0.15102292452765528,0.03548154482121607,-0.14782292882329362,-0.9255312767630381,-0.5041599649463199,-0.6064444774203608,-0.6726262585931818,-0.97895073017211,-0.3880132354505558,-0.2372042851392056,-0.6984604458838866,0.22014198969671542,6.3681584955007144,-0.6127109580073067,-0.1286330154337803,-0.18912247139756813,-0.2180279049052319,-0.008482772363330658,-0.089667863293943,None,None,-0.11490970460451261
HSE-HJS,None,None,None,None,None,None,0.18180801868329413,0.0586845459959328,-0.15828720629955775,-0.026166748549019583,0.09825998845568061,0.05071539877311235,0.20915246317876898,0.07025985566420015,-0.0445404023006821,-0.03773670794203008,-0.09627301063757844,0.21959870361022948,-0.07887997974507475,-0.03576358398902013,0.1918374797402872,0.03917119329683554,-0.14162109493525207,0.08145335119452594,-0.07830815773306515,-0.009170487733307711,-0.9489729609144084,0.04906928277005094,0.042654405412075276,-0.012754611908942403,-0.00836003084783801,-2.2515951638870924,-0.5551570463614219,-0.1736748934613926,-0.03896785019709093,0.02142605666426237,-0.1238643574235044,-0.04514315029004947,None,None,-0.11097333442865852
PBE0,None,None,None,None,None,None,0.18163109322964202,0.08089163100244952,-0.1517233086765714,-0.025298530345273507,0.12844887491484572,0.05420038507432887,0.2332835876795396,0.07435933730466335,-0.04435248599148857,-0.034920184653586164,-0.07477776234771466,0.22389681002614237,-0.0804272252060936,-0.03429139122950916,0.18912080578092533,0.042886475619558044,-0.11452724749508957,0.09403945996833878,-0.059168006779608706,0.00503989413391596,-0.9480129275656909,0.057676259131765134,0.04875887335182348,0.0038314589717711326,-0.020140283985457075,-2.4575468337872732,-0.5535336758056436,-0.17112860284404396,-0.03647194349579818,0.02612309674637334,-0.12749220534292033,-0.04492736231039034,None,None,-0.1104547479664397
M08-SO-D3(0),None,None,None,None,None,None,-0.26589389373847955,-0.22729654528716203,0.13420214771199707,0.04334573968303024,0.7236007213273662,0.1226273642732115,0.5205877136234189,0.11745649888381109,-0.06454849300485963,-0.022850125795972058,0.5105597972535901,0.31460838089723825,0.018472603753361898,0.049747421520777206,-0.0805656963351463,-0.0850770958326861,-0.3116461177282002,0.043854098903545496,0.2058037976010868,0.18342892841553854,-1.0106336986988764,-0.12570501645014534,-0.027616444807470653,0.13446528094302268,0.3630710024609589,-4.650225652656092,-0.17169863685153114,0.09543761833996955,-0.014854110984271734,0.03379316102562136,-0.014646618610788024,0.0036249817619177596,None,None,-0.1079553402625693
TPSSh,None,None,None,None,None,None,0.16534800111905756,-0.40072513800424353,-0.2989601671772513,-0.01710367976947025,-0.3229423231209258,-0.12206079019096734,-0.11932548730449032,-0.10718386356576755,-0.059215500344378676,-0.06580612462496163,-0.5076994638491777,0.075588976314131,-0.0706107694397465,-0.09944910072770331,0.08553231593410476,-0.03362637081765922,-0.2707015292946161,-0.2639702392700708,-0.2913032236082513,-0.46761092990094044,-0.9872659076174479,-0.12380416177462918,-0.08664584746066353,-0.4495364056019519,-0.08784010477790077,2.318686127102288,-0.365700226173643,-0.1067515451076413,-0.09905685732369882,-0.07893175585745255,-0.0828501035375769,-0.06521878225390917,None,None,-0.10646065556336112
M11-D3(0),None,None,None,None,None,None,-0.14482095721914007,-0.4519552413116377,-0.011499982274124604,0.008921360821555452,0.8398772480462532,0.06994333278750799,0.6390447410942856,0.0852560286626852,-0.05024690597997848,-0.0643943647522331,0.47166225217065166,0.30072588503543307,0.016339176445643755,0.008427620763239746,-0.04233728445714404,-0.05367665075900958,0.03168960755134695,0.11878663194221642,0.4122327602227556,0.16507705338999382,-0.9550823867243715,-0.1397792918493581,0.0006141044251728427,0.19655103083856684,0.051463279554344925,-4.737614169269306,-0.16860205201884645,0.003931960323953536,-0.034753246457546565,0.006202588335655756,0.012745606986293064,0.02708031018766814,None,None,-0.10588093604648352
LRC-wPBEh,None,None,None,None,None,None,0.18368126773598634,0.2294916224313806,-0.1117309048526723,-0.018080555860358227,0.3650715766470485,0.07111305436232987,0.4215862404358281,0.09616142081553394,-0.04281390367470524,-0.02025451838332782,0.0906728756925825,0.25149877235601037,-0.09407826152701124,-0.03302294964373818,0.15512962860094068,0.06732442599606303,0.11601475437823877,0.17736779944977119,0.10470513548845188,0.10004532126900997,-0.9397691855589841,0.10908607954294582,0.09029534900760118,0.12989159019606575,-0.09124018552667416,-3.8383946882531266,-0.5270598536384679,-0.14494313287160965,-0.020880756593198047,0.05453157358177415,-0.15586198660413153,-0.050131188506647266,None,None,-0.10233104948459655
M06-SX-D3(BJ),None,None,None,None,None,None,-0.19879342387923885,-0.38354177658117405,0.05773887561601002,0.04846740305723593,0.4356093593200642,0.10723215248137415,0.33039836891432595,0.11006237725168695,-0.015936007833114486,0.010159625225479094,0.17499144700310046,0.28541631065531115,-0.004012955424336947,0.007767544014926178,-0.010958047778723357,-0.0702811644505792,-0.22377436639792092,0.03799694384339645,0.10127798782450456,0.05655830261586722,-0.9808774521032747,-0.033000166320042185,0.0016202074584267035,-0.0675213963547661,0.1967188313509343,-2.673840234409514,-0.45733398722721325,-0.03116103293678728,-0.005467154970599836,0.036111054285414376,-0.048145480406087654,-0.006324808703258168,None,None,-0.10040133327683042
LRC-wPBE,None,None,None,None,None,None,0.18586965330149263,0.17745243733624028,-0.14578310449022375,-0.026678054604234027,0.4376694360047438,0.032311960358185045,0.4762781552284239,0.06125480949699697,-0.05289171300526459,-0.040466275000166765,0.11379866206599924,0.23261931309675796,-0.11542224987661968,-0.07526296194570531,0.11586922293050886,0.062131395405357365,0.2822070278754989,0.1559294434079267,0.19894505622440808,0.061878839210619374,-0.9353747962571303,0.08241636252555712,0.08684808456088214,0.15057272464388055,-0.11256038293289762,-3.673890107137079,-0.5370601674002278,-0.13799376308649638,-0.03799819263312772,0.03353517045856662,-0.18084270415697545,-0.08069687226632798,None,None,-0.10016667470813846
B97-D3,None,None,None,None,None,None,0.06713294567846911,-1.1507138317151022,-0.3778698600265357,0.012297464040755378,-0.4283150462030022,-0.13746215208626886,-0.2501561872563264,-0.12989227718632596,-0.029553803094498385,-0.16110698325908254,-0.5564781832638999,0.07172593165849474,0.01146954689957239,-0.1342469612477975,0.0029220104058608246,-0.1533513761250957,-0.8073596129129068,-0.47897334656022744,-0.46621540135162187,-0.6160800250958303,-0.9799556632605201,-0.4338450602402313,-0.21595709700947763,-0.5840453943453779,0.3120875624286612,5.55457223909132,-0.551447456771181,-0.12298671135267152,-0.11857363405329209,-0.16582509622968472,0.009828146757291701,-0.06550410779011903,None,None,-0.09605873192114535
rCAM-B3LYP,None,None,None,None,None,None,0.12649445707734333,0.3967490231384146,-0.0005828384808418294,0.0021983838849527087,0.668233365260826,0.14704015175497592,0.6088742490503194,0.16391508802094298,-0.008736348505326482,0.014243240981206585,0.45678607860025117,0.3221779181702816,-0.06703508183109771,0.040973634038167665,0.06866753994154148,0.1021908319982219,-0.04711240295296841,0.3384034307263662,0.07568062112872984,0.3422112361669515,-0.9244270373216825,0.10679227719381057,0.06558718245515698,0.3337151514381851,-0.041836869589994476,-6.105496191418373,-0.12222596881401625,0.004342298934461804,-0.01900657319181949,0.06926094161216055,-0.10041988680601595,-0.01583283846629401,None,None,-0.09369296674391132
BLYP-D3(BJ),None,None,None,None,None,None,0.13586933941661677,-1.2373644030493551,-0.46220848240003903,-0.026715661501989774,-0.6461037161079215,-0.18011175088913947,-0.44082084826822765,-0.17882841178494185,-0.028035151933518652,-0.17508716952527087,-0.6314330747342699,0.021176590986031925,-9.579568142593558e-05,-0.15359082630325702,-0.00651443372141789,-0.1660115770989535,-1.0867458986293834,-0.5747450286761911,-0.618221846899166,-0.692717269224695,-0.965303073880756,-0.499617019537609,-0.26072439247379076,-0.743109397857708,0.5309217083527463,7.474206656187486,-0.48238572591236234,-0.12516962484472344,-0.1663053270111501,-0.23949401703181852,0.03760175013909827,-0.0867853645593648,None,None,-0.0835771638892646
B97-D,None,None,None,None,None,None,0.139625944989153,-1.1151108321704277,-0.35995653612836237,0.00980405212274966,-0.4148625870237895,-0.141127768343581,-0.20100929384378433,-0.12367265179788227,-0.028416752312886772,-0.1751182012454987,-0.5390779168701156,0.08587812010638929,0.03404748054563324,-0.13694810869673768,0.0014578739762536902,-0.15597869488438448,-0.7622958534168752,-0.5032645299513827,-0.4500768660830858,-0.651164514894929,-0.9605464999742869,-0.42276842404669845,-0.1715432316251145,-0.48790401378267495,0.3081215637014229,5.57671281237196,-0.5453629032845323,-0.13271205583396636,-0.10123639405449818,-0.16280974042657165,0.0102793026635874,-0.07906436440627676,None,None,-0.08300317451941233
M06-2X,None,None,None,None,None,None,0.012464244478897822,0.260344441424173,0.020275776005983858,-0.0047751076902042625,0.6662170400004304,0.11910136382068032,0.6038686868127203,0.1333008285438281,-0.05737444842626327,0.0008260216003892997,0.34514482315578865,0.3109812243069196,-0.04158516516121499,0.017452055890083508,0.018506714697675213,0.009825615805677743,0.3300324324823167,0.27408176425643693,0.4187454993102232,0.294415114574444,-0.9581117820460979,0.10171262770304872,0.07075171080668147,0.44064497548861997,0.10974547205173817,-6.041608652375355,-0.07347356842440088,-0.04947966180778212,0.034670653963907845,0.08101187303051141,-0.07806920411058925,-0.022808252671813634,None,None,-0.08291140257820452
