method,amide21_IEF-PCM_forward,amide21_IEF-PCM_reverse,amide22_IEF-PCM_forward,amide22_IEF-PCM_reverse,basicepoxide1_IEF-PCM_forward,basicepoxide1_IEF-PCM_reverse,basicepoxide2_IEF-PCM_forward,basicepoxide2_IEF-PCM_reverse,borohydride_IEF-PCM_forward,borohydride_IEF-PCM_reverse,carbonate_IEF-PCM_forward,carbonate_IEF-PCM_reverse,cl2co_IEF-PCM_forward,cl2co_IEF-PCM_reverse,diazonium_IEF-PCM_forward,diazonium_IEF-PCM_reverse,epoxide1_IEF-PCM_forward,epoxide1_IEF-PCM_reverse,epoxide2_IEF-PCM_forward,epoxide2_IEF-PCM_reverse,ester_IEF-PCM_forward,ester_IEF-PCM_reverse,furan1_IEF-PCM_forward,furan1_IEF-PCM_reverse,furan2_IEF-PCM_forward,furan2_IEF-PCM_reverse,furan3_IEF-PCM_forward,furan3_IEF-PCM_reverse,imine_IEF-PCM_forward,imine_IEF-PCM_reverse,iminium_IEF-PCM_forward,iminium_IEF-PCM_reverse,Average
MN15,0.06719087656730434,0.022083304518750162,0.09470621775135821,0.06257860689451519,0.10854360602364767,0.09875494653196581,0.08888825299345295,0.1052282693579228,0.04086170047988016,0.05019248746311445,0.042686932997300066,0.07787296841396953,0.13463232396705876,0.010970379031629183,0.057018306773922216,0.025127577638966375,0.011615913501469151,0.021640384183912547,0.012701001317705709,0.04078570853638006,0.01064717129672174,0.048394197737980656,0.06614166011530802,0.025345716782326316,0.02780326845132396,0.01660070020244866,0.02012757025881981,0.07008150321115329,0.019261869704688236,0.11339505472482656,0.19137132944887816,0.12374852065897372,0.05959369773555233
M06-SX,0.025853113638772948,0.0744283311446301,0.06369913221768993,0.23391804147195075,0.11558969872955466,0.07684435990617251,0.11192848279494601,0.09879289298790614,0.0077699775362897305,0.037485857561956375,0.04310618992125676,0.11731245863605953,0.06694123727151964,0.026368388389084976,0.0259523593678485,0.12646040510442097,0.017613512869960313,0.058933896412851156,0.04012323252273009,0.019799684433798075,0.0025951340609297745,0.022252512419528626,0.1042330730889846,0.02836753507834658,0.04876820703860042,0.06530881113774371,0.04333195555422426,0.025366751756301008,0.07234212193953547,0.11208651836400968,0.0013706351266536388,0.020892647768032114,0.060494911132884036
BMK,0.09324679768351848,0.025121236247962066,0.009756191706723427,0.19573720911450765,0.035963185753300125,0.09525561491467271,0.053333590130528026,0.11564217282120665,0.04695138939677113,0.09388376165532573,0.06288164493231259,0.13172048404313222,0.014130402407338944,0.04814044177616679,0.13506432449276787,0.07908094289067791,0.010756117618706765,0.032232965861123966,0.0028739960510332256,0.04102778387150285,0.03230885631051651,0.032712620840161855,0.13589113966605604,0.09441734403328311,0.037636638276806515,0.011049739409818028,0.0610280242194309,0.09168329822818444,0.025520763943860398,0.12431433375017863,0.05508052093701304,0.028422820075416907,0.06415207353312517
mPW1PW91,0.18752111203823654,0.0061251919272500574,0.11170140244236575,0.014230531532365582,0.0018311348817532918,0.03244958938946159,0.026934368787176154,0.0678402547475044,0.03897762668168348,0.053121568260046055,0.07285949057890101,0.04257108040779253,0.11210462904983816,0.06100519928574827,0.23530182395791815,0.11356100852182578,0.04730885109444581,0.012023499993621125,0.03840577394011339,0.01649078907700706,0.017224067057422476,0.02946245667530693,0.0407265853107699,0.007165563239544565,0.03315751685147644,0.02691737342902977,0.12004433167282584,0.14677472522801208,0.005539318510839064,0.1006223228905396,0.16849407688559717,0.0656047032083132,0.06419056148608535
M11-D3(0),0.14267241575814754,0.11821790379840735,0.008338197489969059,0.016929047974460845,0.19673070026666178,0.08230107555297574,0.17293677085438358,0.10420782008944385,0.06423801556068043,0.09878760368334194,0.10661012527177709,0.17177613560159133,0.03668483262592777,0.0031653201257428464,0.035796037058698646,0.05939877240605716,0.01915995033766467,0.029268534175118453,0.06654216036330246,0.07475711690851136,0.0011356832754071434,0.09872145263502169,0.02292038948474128,0.07519631585461044,0.035177604112632786,0.03850072880378169,0.05305407719901919,0.008999523960964075,0.07498231878483591,0.010183689382685327,0.006346609691768396,0.04610340817770131,0.06499501053956354
M08-SO,0.0638157078459853,0.016514564311452522,0.07994666731563084,0.13674671983879552,0.17186083307316416,0.12291819625298055,0.15869444654538992,0.13162367022368548,0.06624257055362498,0.044653154725683486,0.11596702911301127,0.167272335969703,0.041825969503840314,0.0745252574048102,0.06987134399868924,0.09108991443806992,0.045883800961426,0.028035411577351215,0.047970703679426484,0.060534150789242576,0.023259930032378577,0.06467128086637237,0.014542170758036401,0.04467475244856809,0.05620183089675427,0.008743140600139407,0.01622915080679197,0.07097332210742881,0.007736698926080101,0.06497610999226029,0.025272258121913048,0.011087781697071341,0.06701127735549242
B97M-rV,0.06580562582590045,0.1304176560669328,0.019702061810753378,0.12447304507887733,0.03004343919746549,0.052136930500486484,0.05374450426699582,0.043892140093685986,0.03824790474135523,0.03737694665447908,0.09010657386758988,0.06277790095054676,0.04723444206521099,0.007884208984188444,0.0015018751662520913,0.20033384851685362,0.11134529721677952,0.1657834014444679,0.05386177022722546,0.1452564345824384,0.002928511808274834,0.04476739621146947,0.06831075709755999,0.17742053100714128,0.014994307172688208,0.10954236227234464,0.10233074974893681,0.042864530952345936,0.06089814713296683,0.04025713311908192,0.013527213789297287,0.01996078521199392,0.06811651352445582
MN15-D3(0),0.2586503740430012,0.031296550547417826,0.11989565290425316,0.016328339992995336,0.09793431926799584,0.12319352119911264,0.05300029946121696,0.11664425167478083,0.04755996618549001,0.05693194306410703,0.04217360626378396,0.10244051695339516,0.13730347391114212,0.006156785776418974,0.041026591492073106,0.0062932191361365205,0.046000282080912974,0.0348949918150235,0.017040011244347147,0.05587717818713171,0.029165361666925935,0.024792623965748783,0.0004897439258103873,0.029729903261990136,0.0805218837780502,0.06265174428066435,0.061546804118924936,0.0716838601069075,0.04366363823195327,0.1256347179548591,0.2144446374284346,0.11060121574035524,0.0707990003019175
HSE-HJS,0.15615579114634187,0.00038481442926442927,0.10979162203560403,0.025301216219410515,0.005892890762696277,0.04423349432258745,0.025377294382476705,0.07838230757646707,0.0520560377779788,0.050873220892544986,0.07494397361618658,0.046079527845129906,0.15545660974291214,0.07460119297713168,0.2691283887691377,0.12234457632739726,0.04214175182088371,0.004517779442883796,0.039042852680571456,0.005182661867345791,0.01810278574902052,0.04821813453792429,0.04184436159389944,0.0004040250986280512,0.04507608828435896,0.010218164469768783,0.139844549057417,0.16772129630680033,0.02355031015280066,0.10759611490482139,0.20750834816438543,0.07921793260255942,0.07097469111116676
SCAN0,0.009425846041703757,0.010231109856334445,0.050805769581675445,0.04869728405570336,0.012501631956251287,0.11107731881309958,0.007459436705601741,0.13360510913007906,0.04538753862389007,0.01549511703510487,0.06578844502012633,0.08842819972441421,0.15397784158587974,0.03457379285633101,0.22533710179827537,0.15001236592857942,0.04929507648838055,0.05621580400087262,0.04237221645036574,0.049063955202107754,0.006046330371501608,0.10021266267250223,0.0350414680565901,0.02089902843819649,0.08912360323954331,0.024747757987850946,0.12242978095860325,0.08023486568242322,0.025001869632250408,0.2078411247166064,0.1929452422675507,0.00760788446200948,0.07099633060438765
HSE-HJS-D3(BJ),0.11535770919503553,0.010525746062612928,0.11174987683153298,0.05050634690951082,0.0015967766981821912,0.04925790245865431,0.014741604404041994,0.08003559876944516,0.05509678927725686,0.05252932846580112,0.07855363385583601,0.05105818273264138,0.16091844113604553,0.07652679953505617,0.266822350512702,0.10890290120457939,0.05091742559958044,0.005223787379956253,0.04430702318247305,0.0012008694065818305,0.015008727117855551,0.04168183108536755,0.013557161616756196,0.0022876694455511485,0.0593717823114164,0.0022339218330116413,0.1502484087927582,0.17557037837928338,0.03105988102796787,0.1037872590553002,0.21398085993229948,0.07973598595746834,0.07107353000539256
MN12-L,0.07700825171741492,0.04909040882237009,0.13983239804600142,0.22482542019087842,0.0721291826499314,0.17388954037291157,0.010481986270874155,0.14781219467596063,0.07187398412020611,0.14540868905465348,0.07687612781086813,0.0503375241793036,0.009862386940714623,0.13246706286377413,0.017314912231080042,0.06494591153625824,0.09498279123464176,0.03150096840545671,0.023432505169084312,0.02022859245496278,0.0053287548671870355,0.03620131551891308,0.06333083134035736,0.05553485261030939,0.04348311369100611,0.02947005581613804,0.026934725103945244,0.050314500062506845,0.06678311863988624,0.1394588901223441,0.08731525422190249,0.05706025557967667,0.07173489082254747
MN12-L-D3(BJ),0.08418357952506234,0.05187773783207652,0.139064576693955,0.22198252278141964,0.07158799688520709,0.1742920595657119,0.009002875249496674,0.1477333822972751,0.07170408158123279,0.14492241045207513,0.07609397965355448,0.05127406165376523,0.010755426991335798,0.13194715369229507,0.015223171914989179,0.07000141685837107,0.09664108932486073,0.03219396929167291,0.024162905404234766,0.020427213906808902,0.005576234387667034,0.038528181382148696,0.055597079347414535,0.05639456413893322,0.041219971486952806,0.027677360619576416,0.028135607723198782,0.052293062725567566,0.0660421032372492,0.1378867242750194,0.08704659607019208,0.05719308530847625,0.07183319319555613
PBE0,0.15572691227132246,0.006048622435936216,0.10499607810046198,0.024488147751373958,0.01369580597214965,0.050816582335989915,0.03382866269640243,0.08574524982350819,0.05189451090813511,0.04656073917310525,0.06795762626061592,0.05317792630254756,0.15869281528004703,0.07201769639830718,0.26585914858599585,0.1301743274197209,0.03730153492855057,0.011052817566347597,0.03456803318947077,0.0012987316999429482,0.018305505237368996,0.05334611198460825,0.04912649414619986,0.00666602947573931,0.04629263378500831,0.006025793868846211,0.13937965861565485,0.1654256990648768,0.02020046980450394,0.1166398944443912,0.2127372363657047,0.07874816315671196,0.0724623643452983
PBE0-D3(BJ),0.0962495947206763,0.008772189025474575,0.10657692166227288,0.0647592727788882,0.00667901450186688,0.06057451962504464,0.017179155356441562,0.09006860521832087,0.058218334143370847,0.04868854820205872,0.07353144344861762,0.0601005418365303,0.17269405475418032,0.07484715138066085,0.26729620166869383,0.1183150632354836,0.05083644447266719,0.014986897558367457,0.04383872859375755,0.009210658499690329,0.012546457329390876,0.04665851042633233,0.010442046803592451,0.003078383260994701,0.06754672361679047,0.013024436514123931,0.1574562161254926,0.1779337891513924,0.03334069431654661,0.11295705458815912,0.22733175510413847,0.07898216759118372,0.07452254923472507
M06-2X-D3(0),0.0033857751200587587,0.049670159252837916,0.02135100184603548,0.005789821924943442,0.16098889916344752,0.15422163842292255,0.17126950116363387,0.18023707306229664,0.06457844650194228,0.001959507601444699,0.07436490743413185,0.19020647668560056,0.07910100228162342,0.02136449220349159,0.040499585587660265,0.06503951490695191,0.03769471343376101,0.10183476642274894,0.07402406812819758,0.12872384840178222,0.0013905071527264342,0.06218858974916184,0.0714190907320283,0.16953838387568582,0.026006494266966617,0.06397960073688642,0.031725610446248435,0.05959359290543175,0.07141463497659263,0.18200469226766441,0.13589035701556662,0.04252318827099782,0.07949937318567092
M06-2X,0.0005512343325697543,0.05011084243425071,0.02149764952132141,0.0033255003966523307,0.16034672645080816,0.1550294115531444,0.17001402159154336,0.18077380159981551,0.0652787019484821,0.0018735984905987836,0.07444036464648474,0.19035881698836432,0.08087950945856155,0.02126416376851412,0.04250528345737254,0.06523718123824065,0.037340491754804854,0.10263079783430103,0.07360932013441568,0.12943375029046852,0.0006912258746772409,0.06311243854834872,0.0727997291404122,0.16929939703428354,0.027222370369924136,0.06492981193909428,0.03277772290026038,0.05990689135929713,0.07031302226504701,0.18284697217403612,0.13798038845772292,0.04243910232323268,0.07971313250865784
M08-SO-D3(0),0.25498152628855003,0.06975045202473129,0.10522038977960417,0.09039657621263897,0.16125059936090733,0.14726969444065657,0.12291738490800824,0.14319588951108264,0.07301281041132612,0.03818647164003504,0.11555432197120799,0.19203889236124327,0.03966211081846482,0.0793228367534207,0.08667173038674446,0.12311443421742775,0.08068333114912603,0.014591115997511611,0.018066362852410863,0.07587018834053,0.04178396812968803,0.08802151109997128,0.05154590607714311,0.048699070884710344,0.003806721021603005,0.03754924410698174,0.057857164134285294,0.06929520051158804,0.03190637325921475,0.0772155119928312,0.048659329870458366,0.0022734510848878755,0.08094908036246846
mPWB1K-D3(BJ),0.048354376920243386,0.03390331081745459,0.06152331139621105,0.11681165636141635,0.13185063543947914,0.15005383427459917,0.145372517908009,0.17926962615722597,0.012267917821593756,0.09560733989442227,0.061867092373106405,0.1551717502052669,0.04860714824876559,0.0739973235909522,0.1794890302723706,0.14117547738401812,0.018729937731267524,0.06357761425203329,0.04076862706539603,0.0758521635092254,0.0030726124974701182,0.06135526783621798,0.14190895438049445,0.04867332617950541,0.01481621691027724,0.027077162673224825,0.03816774612800432,0.010122075846880558,0.059201989946357135,0.23060661733864268,0.1336352965961452,0.002442012420127054,0.08141656157426262
mPWB1K,0.07989500997652554,0.04268673712276762,0.06282002168267285,0.1372718563203087,0.1351863013706149,0.14608972105999285,0.1537767533551402,0.17805329290387073,0.009652039679697105,0.09694617615043774,0.06465644863078211,0.15157584805059582,0.04372241623049813,0.07546457860760729,0.1806522795243405,0.15258981068767621,0.02583551455650244,0.06328385902716825,0.044959277906083006,0.07285387267834693,0.005572844910460617,0.0667351221636656,0.16441313865081014,0.051469849921790926,0.00388782750803141,0.017419583746421302,0.02992655594686579,0.0036885661774148843,0.06504021486455418,0.23382382660297138,0.12900979397943307,0.0019192895907186199,0.08408995092452397
LRC-wPBEh,0.1557621129385681,0.045161439800195935,0.07571631781796208,0.01810595334089053,0.07425411815480712,0.08808570217713677,0.09943496985840498,0.12880362494664724,0.05093391855601666,0.02421290072396475,0.013828099847606587,0.09970144192006271,0.1870746565140276,0.07141951908430828,0.22442669542928717,0.18177773521736992,0.0041902173097573955,0.05551247638619688,0.0040643913975025045,0.045422879402377624,0.02032606597528105,0.08382781613211292,0.09889216099693056,0.05455381312204387,0.054264235184962796,0.021867300682039605,0.132382747795567,0.14219144381819962,0.0022910447124069493,0.16799865270894118,0.2536124517529027,0.08612961459734103,0.08644457869693188
B3LYP-D3(BJ),0.11365176666385303,0.16414080939415165,0.17245658366391778,0.06212313159657863,0.06804889952359935,0.07362326963298699,0.07063922169407207,0.062246036192069,0.005444774290263388,0.12176474385369367,0.11354639763638293,0.045662246003683196,0.03515154099162983,0.08236584895598621,0.08576518076909448,0.08304517151585247,0.1426696649501225,0.14135346367436555,0.09472475953192358,0.11295205371875501,0.014438735363771242,0.153842581515122,0.14519836919190968,0.10935569290247334,0.0056263310135697,0.10045599144964443,0.07646976717530041,0.05923865556741811,0.08430386957381177,0.1414357551798282,0.009902149917050332,0.042248712321776065,0.08730913048202052
B3LYP,0.23098951397923537,0.13540604175304952,0.1716796900308441,0.14877546750592807,0.05310212376954865,0.0970421433434283,0.03595017795534478,0.07388203628167479,0.021644392832251523,0.1177908127670885,0.10159188810923558,0.0583194572806443,0.07383284813290698,0.07665794759871324,0.07433560363857183,0.06845941212756178,0.11402043906443743,0.15326338188075203,0.07346924110282832,0.13165019851828078,0.02787592604827146,0.1441309934029302,0.06936893769456404,0.10071310191885881,0.047901981101340994,0.1393148774709654,0.03574755604927445,0.030910480663761484,0.055083294086085095,0.1362352457470651,0.04559481811738639,0.042348719658823364,0.09022152342598914
mPW1PW91-D3(BJ),0.01981559666531592,0.04071473718075035,0.12620332622837208,0.11520453617995609,0.021502001150788045,0.0845164345412493,0.020923740828791802,0.10567607920418348,0.0674799980840721,0.06354005140131373,0.10056769455180682,0.07076933720336721,0.18536381320770448,0.0826853652201481,0.26445738052622886,0.14553148373763714,0.08725705299777686,0.032797490843674226,0.07827609409345916,0.027950496607135597,0.0010104254198686476,0.031022513448533053,0.0737646019441809,0.0010401759296409638,0.09981412146681576,0.03938377411017453,0.19827018681568534,0.21670758512454352,0.05605140494801724,0.10505988997379481,0.26539192667070877,0.06203180012947163,0.09033690988859895
LRC-wPBE,0.15762359311068377,0.037106508932069106,0.0980573806274586,0.035096024955325746,0.092136704643232,0.040840572884179666,0.11821936390999971,0.08311882454267891,0.06430152969027693,0.05525852031938263,0.005790929857427295,0.07233926627391021,0.22925772797418265,0.1522960503058166,0.1767356583672318,0.17167511384473644,0.03569571228806433,0.04901175456109734,0.028021261698451087,0.032264567472080126,0.021848832245568623,0.06811193736901809,0.09591285828186646,0.0631063833550742,0.058412643046148016,0.019487769878137044,0.13361612354855723,0.1373222495089743,0.03718706652417674,0.12095883070863835,0.29018844825628154,0.13520967934091926,0.0911315590100514
LRC-wPBE-D3(BJ),0.09524362191703505,0.02125710927220098,0.09986420670371096,0.07697079942034614,0.08494748269504508,0.050456281629287406,0.10090196908565542,0.0870847255453014,0.07048331485935128,0.05756766067509496,0.01145583448491492,0.07965306201019683,0.24285911768851767,0.15521888391970184,0.17755927397497437,0.15680774912002743,0.02158607620683838,0.0522549180578966,0.018703466081632508,0.0399758755023794,0.016014245491900943,0.060323670056574956,0.05504392872887857,0.05900895060778121,0.08053954941865171,0.03929233564239112,0.15190333539183332,0.15003775576945014,0.05043754890844652,0.11659214115820536,0.3040245226898546,0.1356548197487641,0.09124138226446378
rCAM-B3LYP,0.09915528515597681,0.08627085010197148,0.0018934685050724738,0.006974029399217455,0.12862723286057806,0.20839133158529685,0.1414813448531258,0.2395854140183153,0.008539175054142242,0.020012821691513524,0.08414947652116833,0.21047627575750863,0.13539658335172253,0.061571512616252315,0.11581918429418545,0.2521129564800853,0.034667324466842245,0.13638344559727836,0.015345628114907596,0.14955093966619884,0.018425085733783944,0.07799743081779277,0.061726191408775985,0.12881776461519312,0.04715004050829648,0.0664469563351268,0.04109257434178323,0.009212602828941261,0.03927326387932078,0.15949320445872456,0.17497579971244828,0.022979789359752683,0.09324984325285311
rCAM-B3LYP-D3(0),0.0922293782483337,0.03294640288813758,0.02701118801530928,0.03942255320109107,0.11802015839062416,0.2328041152874199,0.1056331716653459,0.25105819196815216,0.015373007953974708,0.02660508538878845,0.08364887655879344,0.2351678075983302,0.13789057891344383,0.06626717710595581,0.0994598049016347,0.22040646177521225,0.06918659628210039,0.1496574685642341,0.04513209732098961,0.16471063101845976,0.0001013170357829381,0.05451186468519859,0.004035392163151369,0.13310023216152642,0.09986998375029249,0.11250055556493231,0.08267214049122155,0.010810763726951654,0.06369084495064567,0.17171699527932224,0.19830164036799766,0.0098792064142563,0.09855692780117532
LRC-wPBEh-D3(BJ),0.011943402435899328,0.010571894546695637,0.09021824160242162,0.14754101833241035,0.05092097940146391,0.14015254460657584,0.05157686024243704,0.1666394494048731,0.07943629267843373,0.034631383863685646,0.041536303818965614,0.1278996987156374,0.2603338406595196,0.09309968501252097,0.2535822519991447,0.21374821043472808,0.03575798731128194,0.10033346178343529,0.03580593147664513,0.08986416236571841,0.002091573499536719,0.0853878756261409,0.015599026256473452,0.06275955229277619,0.12092083979875533,0.08816845094359256,0.21060860565768158,0.21212430643707975,0.05280313387116039,0.17243622251377166,0.35051030425958957,0.08255671151772606,0.1091112563552118
M06-L,0.04788046710382521,0.24960524524169989,0.10648020962618324,0.2540784153406373,0.061497914525184286,0.15723167302970015,0.0017329932692331114,0.17457659746869117,0.03413962825215018,0.02164081116651086,0.05809390737524616,0.05269047170180844,0.12475136132160224,0.11939402817869259,0.10642373550567404,0.2224811933704465,0.05837601591615811,0.21700967556536527,0.011621138489773001,0.19660243342081102,0.008971008922616477,0.2532067936820501,0.13488893573757588,0.16131785307721505,0.06597822568029453,0.17703698004618262,0.10610969482974354,0.12621944655250875,0.09663111541665373,0.09300377346603839,0.0284425603746176,0.0678979629914117,0.11237538333269691
SCAN0-D3(BJ),0.15827525564302844,0.02435131689627035,0.06530842263384216,0.17813815596230045,0.035834738056878535,0.1631423571266177,0.055314231971905395,0.1714383131312832,0.07388806237211414,0.005076824373942969,0.09348534265525164,0.11663596690580083,0.22723702301521026,0.01289588819134342,0.2544545406362457,0.18198324115330897,0.0892571371556397,0.10102999743210905,0.08224492576473251,0.0935022476314227,0.024286099136354027,0.10176313286973022,0.0794422523884228,0.02910623158130652,0.15577872211299643,0.09104400475346143,0.20065557079293725,0.1501769965032667,0.07551436424075238,0.21227865370399512,0.28985820254322076,0.00404147674387026,0.11241999050248631
