method,aceticanhydride_vacuum_forward,aceticanhydride_vacuum_reverse,amide11_vacuum_forward,amide11_vacuum_reverse,amide12_vacuum_forward,amide12_vacuum_reverse,amide21_vacuum_forward,amide21_vacuum_reverse,amide22_vacuum_forward,amide22_vacuum_reverse,basicepoxide1_vacuum_forward,basicepoxide1_vacuum_reverse,basicepoxide2_vacuum_forward,basicepoxide2_vacuum_reverse,borohydride_vacuum_forward,borohydride_vacuum_reverse,carbonate_vacuum_forward,carbonate_vacuum_reverse,cl2co_vacuum_forward,cl2co_vacuum_reverse,diazonium_vacuum_forward,diazonium_vacuum_reverse,enamine_vacuum_forward,enamine_vacuum_reverse,epoxide1_vacuum_forward,epoxide1_vacuum_reverse,epoxide2_vacuum_forward,epoxide2_vacuum_reverse,ester_vacuum_forward,ester_vacuum_reverse,furan1_vacuum_forward,furan1_vacuum_reverse,furan2_vacuum_forward,furan2_vacuum_reverse,furan3_vacuum_forward,furan3_vacuum_reverse,imine_vacuum_forward,imine_vacuum_reverse,iminium_vacuum_forward,iminium_vacuum_reverse,lactone_vacuum_forward,lactone_vacuum_reverse,Average
PBE,-0.011178056034432667,0.12667673413031863,0.04426311633131613,-0.23230756568641656,-0.05932031665195175,0.14166054341615641,0.2202547221045414,-0.13688943692831673,-0.31491180902494526,-0.2262158565424316,0.0005963168841305447,-0.30406961280521366,-0.0027745609655941052,-0.30999012158000167,-0.12107716993394319,-0.2643043222550516,-0.07942372955756956,-0.3907987227300535,-0.26386213619023685,-0.32506391831405634,0.21802665758872686,-0.16891853370120608,None,None,-0.1104273930711375,-0.17013120844434274,-0.10682783579990292,-0.16573482384425733,-0.19207866782403327,-0.2764434447888915,-0.0970360185740374,-0.20759054412855804,-0.026403297924343896,-0.10636122046565925,-0.1664645427265837,-0.22730595551267238,-0.5194409735205624,-0.5216470439364347,-0.16950118462479138,-0.19466208348104402,-0.0290025602939837,-0.008827879644760412,-0.1438878614263057
mPW91,-0.01128958739970509,0.1315630253629502,0.06024969682431561,-0.2514486413281177,-0.06571244050432518,0.18797068900431868,0.2566234276047669,-0.1487698715821522,-0.32240549388357476,-0.17948431793480088,-0.011802772496845308,-0.3276403370137582,-0.013175800242366779,-0.33161932872532046,-0.10608249939576839,-0.27193377023193344,-0.08793181187113744,-0.39271986117447155,-0.21238993632007305,-0.31375435706238464,0.18934984206524755,-0.179477607261842,None,None,-0.11767593586888538,-0.19461918812781026,-0.10819002759855553,-0.18713706342266317,-0.18429145087104032,-0.2962169106447509,-0.10124826438200436,-0.2191562272393579,-0.01877106894224869,-0.1405372966615735,-0.152214373371336,-0.20957499094560517,-0.4981880102399634,-0.5333159099544896,-0.12419577372306308,-0.18174058964469444,-0.03254998534023247,0.015390584728454145,-0.14215285589541996
TPSSh-D3(BJ),-0.007084857380749964,0.0819518675616642,-0.01756034091041802,-0.20955359164868148,-0.08790331271367259,0.06670230393818952,0.1257132952046007,-0.11848686779748172,-0.2265998906475773,-0.12873129632078595,0.019872660393952777,-0.3094520059563463,0.018310556957461744,-0.314606780493979,-0.08590322721010332,-0.13721775618682033,-0.046037118660055665,-0.3448727830597196,-0.16435847103910448,-0.17618554338244877,0.12363776691248607,-0.11386612721202977,None,None,-0.08290931515019821,-0.1437026967501209,-0.08460301192604483,-0.1493124527810333,-0.21769878596941536,-0.2306496083043188,-0.10963821112282837,-0.19403468452918327,-0.04999304834302255,-0.06584196556558625,-0.09784318795538648,-0.10381632835300623,-0.4017841426049725,-0.35559240066123693,-0.10856782587872651,-0.08856584986725168,-0.02073141308199166,-0.005043367111923101,-0.11406399539019665
SCAN-D3(BJ),-0.005079453393215261,0.08024301341053747,-0.08918253894173488,-0.14405659540075422,-0.053066228074317316,-0.03668597088011655,0.003093589292069851,-0.10836453448602398,-0.2009503433749622,-0.24673288206931046,-0.022298764589518908,-0.18053746239251786,-0.0487405530930532,-0.19932697421364273,-0.08962526508804007,-0.1359520097524186,-0.06364589043609181,-0.3134258660638975,-0.24597701631973065,-0.12058404349611729,0.1754766567240875,-0.10156671046925529,None,None,-0.11340419777763809,-0.07516252174602812,-0.10617148322540529,-0.08147818503351643,-0.18246855374206833,-0.1485939309295486,-0.10483756232920399,-0.17097442441637803,-0.07055387333677823,-0.009710050184738044,-0.1493923416629968,-0.126881146376607,-0.46201009474933935,-0.2906846999356678,-0.15562369171986334,-0.07396109147916576,-0.018328828778488345,-0.04163324687263396,-0.11322139418510224
SCAN,-0.005224484712657568,0.08869831377194352,-0.0808416298641229,-0.1399168217142648,-0.044206909171121814,-0.00845315832777128,0.013924918350730434,-0.10494914731855774,-0.1996599787857653,-0.2373664188616436,-0.02000134962457155,-0.18291306115048686,-0.04542921415301673,-0.20057048077106282,-0.0886325387936614,-0.1353612475376543,-0.06273331259807402,-0.3136455872352126,-0.24536625916871876,-0.11999108532046622,0.17922009364682132,-0.0959839543380792,None,None,-0.110564832409835,-0.07622944264601539,-0.1046027541800701,-0.08397180779743176,-0.17965854403211393,-0.1462420441856647,-0.09259687867318216,-0.16978821418289833,-0.06570100314578176,-0.01716213425663251,-0.14677697509604254,-0.12130535092125676,-0.4593423271896614,-0.28911854236596024,-0.15351453882636001,-0.07388308727994884,-0.01760843961701778,-0.04286116129724066,-0.1100082847945132
TPSSh,-0.00769476009634135,0.12053909673406993,0.02658190236726332,-0.193214735094452,-0.050659004226681785,0.19650631469740867,0.1875573433170771,-0.10253061441233985,-0.22197674997922714,-0.07187461074299473,0.03227457431838566,-0.32614854820031347,0.03694638765105202,-0.32437091654153,-0.07798097912736711,-0.13439267408140051,-0.041497302021367706,-0.343224561351706,-0.1503598139354072,-0.17304628389201895,0.13088714510158816,-0.08996200621052704,None,None,-0.0670908058706857,-0.15326886714105512,-0.07438812175957293,-0.16553377241472186,-0.2035907091025535,-0.22353779734706977,-0.05486630518839571,-0.18703490834897002,-0.026692247617601483,-0.10649962308886654,-0.08085328232842649,-0.07424340060999644,-0.3848410569139229,-0.3501147376776572,-0.09150876792155702,-0.08839556364726492,-0.017465212413496408,-0.0069413187250746775,-0.09836268234609297
M06-L,0.0018451785070760934,0.019425792919614483,-0.16710374613487636,-0.3512079439737747,-0.1964894275232323,0.1244004884516759,0.015141390381995485,-0.23780864182820377,-0.13917109648913698,0.17336517387677938,0.12857362091844923,-0.3014495577150532,0.08811356677369182,-0.304401302748984,0.018435313233408437,-0.06521219306753953,0.05579551579246778,-0.19033651587941963,0.12504480624048403,-0.09743614362824969,0.11736841001458313,-0.2845103404505052,None,None,-0.07635230926474203,-0.2077033571585621,-0.01880822500292703,-0.17235511528256436,-0.29745955182785866,-0.3926319567220466,-0.08744610351630211,-0.1952488980149315,0.030691558152202026,-0.24907334521797952,-0.0638799375603934,0.16612323316276165,-0.3461132971867505,-0.3393596522405362,0.03571426875925831,-0.02904322261443856,-0.025968026600361793,0.1043621373741745,-0.0908042363272687
M06-L-D3(0),0.0018499813178816794,0.017949868351652173,-0.16600196743353535,-0.35232913528861187,-0.19626302051420264,0.12414329446358903,0.018319385297488146,-0.23833347354278514,-0.13909763659283927,0.1759155650641081,0.12949967112012659,-0.3025693857364624,0.08919092596584262,-0.305342610383082,0.019217888606885537,-0.06530421930122488,0.05563628012240364,-0.18978600476506524,0.12671015209074998,-0.09729828250648512,0.11506947121188309,-0.28473000719959585,None,None,-0.07603521481895748,-0.20899288363405613,-0.01841497945524061,-0.17358931009900405,-0.2969607287702925,-0.39402954511042776,-0.08940236099462909,-0.1952170606764241,0.031348819585891384,-0.2507557090698362,-0.06303428616287787,0.16670522514262864,-0.34494260289357775,-0.34026151967062784,0.037933916263366604,-0.029248399291588612,-0.02588702642474191,0.10544468850129485,-0.09072230593075949
B3LYP-D3(BJ),-0.005002499554221925,0.04812947698022678,-0.004084621609638907,-0.2628842729960763,-0.05873315722742557,0.1550524271208383,0.18354141143481872,-0.14871982437461156,-0.18612892509739606,-0.00427809716050316,0.061276732062076816,-0.2002172666101417,0.06204565510840702,-0.19906763052448798,-0.0017267205309121323,-0.1515567381096792,0.03799658531174914,-0.20703975756820425,0.02471898129622155,-0.053786208990218215,0.09464521479349966,-0.13150521248727381,None,None,-0.12691184422040083,-0.11379406740727055,-0.06429400667002648,-0.06951932168355565,-0.18784564883458443,-0.3257310536011323,-0.08358703446944485,-0.12820259621837266,0.0041698719036032,-0.1335166738274005,-0.05637947706366673,-0.03061634532168489,-0.3173208032793289,-0.3653709805193629,0.06368895669326967,-0.02180860660994613,-0.021441856476761043,0.11786932666499272,-0.07019841524185065
B97M-rV,-0.006922976763353722,0.027934457555933774,-0.11782829809893013,-0.13541830926242598,-0.10258528616944007,0.02773486892012279,0.00034262015505495355,-0.12513680333421126,-0.05279284196478839,0.04378228023347248,0.08300719826797974,-0.16094510472982212,0.07065315155151654,-0.1582327369901493,0.018003356748649356,-0.006344051687899645,0.05131054372897554,-0.2059641290225901,0.034128256195945096,0.019986184886575758,0.037575814981584826,-0.2345744418020122,None,None,-0.10743966298397438,-0.1346496354007114,-0.04181806783273429,-0.1073173141312131,-0.21615908604394174,-0.21623957469488989,-0.012671366834123671,-0.19243873319916252,0.011317308022686075,-0.14893867219172982,-0.06949118675004529,0.08617466238249867,-0.30453057723583954,-0.27636823000400645,0.04333046206369851,0.01095454757343333,-0.009957927296505022,-0.04750279483359416,-0.06565080239974917
B3LYP,-0.005801347345278669,0.0979244450650349,0.061635061851772144,-0.24128211398246863,-0.010377285799642665,0.3341337498988464,0.2780040640519404,-0.1258550128642466,-0.18122027969941004,0.08562112476508685,0.07931961546477027,-0.22929749385925507,0.09011867415824709,-0.21717246067846147,0.013422703960584426,-0.14753278158504188,0.04551426790578251,-0.2024043772125715,0.05585163111206475,-0.04918950691662199,0.09840871195945974,-0.10407283142911297,None,None,-0.10233931327404468,-0.13195276524946745,-0.04670053858468308,-0.09670714844673685,-0.16827333781110562,-0.3194815174880493,-0.0033777485457403373,-0.11669963810563394,0.03767981574734066,-0.194748538910807,-0.027445179108433138,0.015993947449972963,-0.2896225260267378,-0.3591246825634378,0.0946935986421457,-0.02206426587629946,-0.01729495340462188,0.11686791721220394,-0.04762120788806643
mPW1PW91-D3(BJ),-0.003958637596985932,0.129529046683603,0.012971693440503827,-0.09968138443940161,-0.0030027787077080803,0.025163299102337056,0.09734643657421026,-0.0278358438711423,-0.14482613426245822,-0.1856139987164512,0.09939851840188309,-0.03599044572704664,0.10796217691256672,-0.015894994842054793,-0.07746992454492392,-0.1038570396594956,0.0538058617628161,-0.1219062885374716,-0.18518659634125367,-0.054513980605941335,0.2584274939186327,0.07853213635173141,None,None,-0.0862568262028489,0.05789384996337126,-0.058955478295842925,0.07866007946082998,-0.12740273747695607,-0.14034183986115148,-0.02188573463903681,-0.024804367470959824,-0.05158167436491064,0.07476463629380764,-0.1597565543886412,-0.20353253902843832,-0.2781851936464768,-0.11229592089270478,-0.2036218937850399,-0.037350367786843794,-7.07140859479523e-05,0.054072702775415524,-0.03593129895341064
wB97M-V,-0.0020072373532357803,0.027654386943569205,-0.06404998649985276,-0.08613614816837224,0.04821448027673512,0.08990630827183561,0.04983122597305999,-0.024547280873340196,-0.021550726127508517,-0.014809752513970648,0.15096635001522546,-0.11851760686629619,0.1640124526504705,-0.10213118408912976,-0.036174905284535624,-0.05304697206547429,0.1466771454494761,-0.09884163106283593,-0.08174051634409334,0.003490277739961448,-0.06703123939412382,-0.03976066851877494,None,None,-0.041471389778804955,-0.004481683050231891,0.0042246713280277735,0.022585395096943423,-0.18565530800770408,-0.17280767956689796,0.054012925380251306,-0.02746561245882317,0.0008314739471013354,-0.03792998630327804,-0.02501590586237496,0.04076448214881242,-0.19472119026506043,-0.11396686956310541,-0.05190994678973666,-0.03908564964951698,0.006077696301310198,-0.046040399773864545,-0.02354120511770408
PBE0-D3(BJ),-0.004320908407084619,0.10714760487590065,0.05313185310068586,-0.06692636918600053,0.040483452143659227,0.08690366905974743,0.16281791124898093,-0.00122732332228087,-0.12527722232063357,-0.13577751419749984,0.12219060744606312,-0.06672852480073552,0.1390877408802304,-0.03894026691585334,-0.06845737008687582,-0.089063409666102,0.07645829646025203,-0.12030586365234067,-0.17568245705728483,-0.0482282451675851,0.2711122512974646,0.059873491621587074,None,None,-0.056072167139563214,0.035972778785595565,-0.02942492142239686,0.048750777996392346,-0.1116591330189591,-0.12963623835443278,0.06617970287587877,-0.019555916993480367,-0.027914235399474525,0.029351277767565024,-0.12840493715640686,-0.1545020725028618,-0.2588877939538824,-0.10595390411479377,-0.16985619543450953,-0.05395778181151374,0.004872653057830678,0.013397156477938564,-0.021725738674669485
CAM-B3LYP-D3(0),-0.002236800886860101,0.06821602904111071,-0.011522732622271907,-0.1483652566402846,0.057067981381645885,0.20114708291204067,0.1399471975846459,-0.044876841621942595,-0.08358346625148783,0.0070165468007442775,0.1462716215958259,-0.10283750565159468,0.16315450441955248,-0.07763273073688731,0.0025581089645565556,-0.07092581426494936,0.14060259768514213,-0.07691775166796118,-0.03430408274656398,0.02757970565781393,0.0820931456424355,0.037754479275958125,None,None,-0.07495295213395776,0.021460098331844188,-0.02337248836346423,0.05068990861939902,-0.194299107178932,-0.22560868556914393,0.031710739497622875,0.006067080117583225,0.0009203354953332223,-0.02656712064052132,-0.0450672681423143,-0.003253154691146824,-0.240260627370769,-0.16092831728873402,-0.016552275414164548,-0.00823282010210437,-0.0009712318312612752,0.08404943136822335,-0.01012406093564598
PBE0,-0.004780400108186848,0.13582974839145742,0.08570007569739777,-0.05459831516523675,0.06827305085485903,0.18354590583755118,0.20825328379703478,0.010622871303277794,-0.12179577403593339,-0.09389615185291277,0.1313355208746368,-0.07893258191454727,0.15282301884599417,-0.04605871201248792,-0.06260560749726708,-0.08697418912344278,0.07986376235287422,-0.11913100873726218,-0.16565865894035714,-0.04593379080165592,0.27699851249927077,0.07764779034272781,None,None,-0.04439573907267764,0.02904678087416795,-0.021930567162981984,0.03686100166966237,-0.10119396872046428,-0.12418843171888987,0.10722719907754347,-0.014309749554921656,-0.010584527415369758,-0.000621834429448552,-0.11592885856291985,-0.13253468480093913,-0.24645053514346374,-0.10178368903671428,-0.1574652776377748,-0.053807221135133934,0.0072946907914984765,0.011847393777362448,-0.010059741689841827
mPW1PW91,-0.004874595088553145,0.13768205832285116,0.09510862677720502,-0.07436829796470158,0.06220838899185126,0.22254832927247586,0.2360715850932026,-0.0019272114149386313,-0.1270044795409278,-0.052596509375523626,0.12172823405847755,-0.0994085209450216,0.14449974275472097,-0.06623273239780847,-0.04991577791344222,-0.09237890650724241,0.07389300431195062,-0.12239902712723448,-0.11833430366352095,-0.03438799106339961,0.2488161444394889,0.06349434935147451,None,None,-0.05183282150000931,0.006283203932529978,-0.023726492351975777,0.017332217998844546,-0.09948506286946174,-0.14497399838830444,0.10070037607733778,-0.02681844101289531,-0.0034756825018361953,-0.032138828942576664,-0.10156994701233892,-0.1115680861316406,-0.23056408716218546,-0.11506561147214851,-0.11447560313450449,-0.041078982660366366,0.004253408670891599,0.032278393182673906,-0.00934259837266455
MN15,-0.0004079118081757656,0.0318903964654971,-0.10053065058383431,-0.039662690644698774,0.03703880727803899,0.015405408073101194,-0.002289982113215342,0.023675404358062112,0.057052246364197895,-0.012902919100670977,0.18033334460381256,-0.07484251529205528,0.19238779579443951,-0.048248149418686694,-0.04791952784104487,0.010270050899153694,0.18166725067558803,-0.0834298396962162,-0.1311490716685257,0.022496923622603936,0.07330914789757853,-0.008371387988889638,None,None,-0.021576136582436345,0.03759640955069958,0.02860692383740469,0.07962411677734353,-0.08759880769653965,-0.1269978917603556,0.12891786861263232,0.012580251158004388,-0.0007425150625307538,-0.004439226494744276,-0.018541339634606017,-0.06815277090818861,-0.2241489696802266,-0.08352459201327768,-0.13272050669207353,-0.09832147146698988,0.018323814076150132,-0.07349941535080902,-0.008971053236362084
M08-SO,0.0027132793088388897,0.007957532060811219,-0.10660415070951997,-0.11302364271342276,-0.0009480077997191757,0.031670538058420836,-0.003793901767947,-0.011640799565534281,0.04607441112586946,0.06259055228972113,0.19840788846969035,-0.09666692613671073,0.2202844251062361,-0.066974237605106,-0.08076368491929929,-0.06783470806962358,0.2436540579564338,0.020312188762800464,0.03687067823629818,0.10748208508164325,-0.05775260370314343,-0.12600542935591566,None,None,-0.03721808469173285,0.00032783393798446243,0.06232981865751058,0.08735032849251094,-0.1851388247526869,-0.22591818531183505,0.09192580435951384,0.04166315056710889,0.04740659598497444,-0.059163871670773624,-0.0008924664192771957,0.08110137985298675,-0.16371877420898523,-0.07999415504443942,0.02949654005122182,0.011205730564648003,0.007605812333183736,-0.006691164323801695,-0.001307824687776667
MN12-L-D3(BJ),-0.0003952775551254831,0.03653421507643632,-0.13192947415070075,-0.10644430987372434,-0.07410723359497176,-0.0206794253843304,-0.013063606676611779,-0.03839299358510736,0.08088262447197961,0.11073406595328164,0.15070036402118597,0.0654717000728649,0.11274834379820288,0.053162577719397426,0.05731532618608402,0.09874286212064456,0.18833206268607344,-0.08309661705468571,0.03051952931353171,0.18263142206313243,0.049560420315948685,-0.11355151716925257,None,None,-0.10304634163710644,-0.0102568319443905,-0.008431682791164179,0.056719818803153285,-0.012877639375709737,-0.20538740714622195,0.12110274092546179,-0.0758706004654465,0.0322111842273465,-0.08231973631719197,-0.013447107046742362,-0.045699567198009244,-0.16837635362493128,-0.08588072645632797,-0.02295476680702549,-0.019926557340463665,0.02419296747134265,-0.017320459622803982,-4.735018979943957e-05
SCAN0,-0.0009608692265774835,0.10536224315142406,-0.007169031073988549,-0.016987303131252202,0.06185657824497139,0.07432589057854296,0.06641896343397032,0.015446736861629506,-0.06053119268364829,-0.11139213237464049,0.10970459668988425,-0.01424961197756262,0.11581443999531446,0.006479203289304803,-0.05331194295061168,-0.02114233483098156,0.08691691097349986,-0.08297762704497456,-0.15608832792674376,0.06846455659621702,0.2300676231751803,0.09669414582279073,None,None,-0.04965669046535452,0.0758757036394756,-0.022271161370917208,0.0810476702837229,-0.10583145795894977,-0.05955566137291178,0.09461271241924543,0.0003222420018306707,-0.0338771266261824,0.049904701261455096,-0.10148084055945661,-0.06590374325592128,-0.22860135337031595,0.012827478722022875,-0.13415850400902782,0.01660584922175717,0.011209913283208176,-0.008799356655917313,0.0011252972694877933
