method,aceticanhydride_IEF-PCM_forward,aceticanhydride_IEF-PCM_reverse,amide11_IEF-PCM_forward,amide11_IEF-PCM_reverse,amide12_IEF-PCM_forward,amide12_IEF-PCM_reverse,amide21_IEF-PCM_forward,amide21_IEF-PCM_reverse,amide22_IEF-PCM_forward,amide22_IEF-PCM_reverse,basicepoxide1_IEF-PCM_forward,basicepoxide1_IEF-PCM_reverse,basicepoxide2_IEF-PCM_forward,basicepoxide2_IEF-PCM_reverse,borohydride_IEF-PCM_forward,borohydride_IEF-PCM_reverse,carbonate_IEF-PCM_forward,carbonate_IEF-PCM_reverse,cl2co_IEF-PCM_forward,cl2co_IEF-PCM_reverse,diazonium_IEF-PCM_forward,diazonium_IEF-PCM_reverse,enamine_IEF-PCM_forward,enamine_IEF-PCM_reverse,epoxide1_IEF-PCM_forward,epoxide1_IEF-PCM_reverse,epoxide2_IEF-PCM_forward,epoxide2_IEF-PCM_reverse,ester_IEF-PCM_forward,ester_IEF-PCM_reverse,furan1_IEF-PCM_forward,furan1_IEF-PCM_reverse,furan2_IEF-PCM_forward,furan2_IEF-PCM_reverse,furan3_IEF-PCM_forward,furan3_IEF-PCM_reverse,imine_IEF-PCM_forward,imine_IEF-PCM_reverse,iminium_IEF-PCM_forward,iminium_IEF-PCM_reverse,lactone_IEF-PCM_forward,lactone_IEF-PCM_reverse,Average
LRC-wPBE-D3(BJ),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.026685320991698014,None,-0.026685320991698014
CAM-B3LYP-D3(0),-0.09245716884133294,0.1430674363385136,None,None,None,None,0.10415093012364607,-0.15651031529066006,-0.12198246486015225,0.03777365801187543,0.08929259779598075,0.04900204672902959,0.08256857974007031,0.06131145410142643,0.012860901958500173,-0.025516149167451305,-0.014381376026237642,0.03537000964953878,-0.013601480041531874,0.0013706608836777745,0.04839043786937665,0.027840817773845353,None,None,-0.3692072424858717,0.012624915992475689,-0.2115153924812068,0.0352350193200806,0.03317738770124339,-0.11031130531959012,-0.027601621767546762,0.03636793112236478,-0.32012045236714526,-0.06405785540724676,-0.19725792397235117,-0.012739781400624482,-0.02236507402551866,0.013308416821305829,-0.045130687991633854,-0.014050158938240825,-0.06752255293396821,0.1201045154398483,-0.026180869054041978
M06-SX-D3(BJ),-0.030353429504894513,0.025514275966393433,None,None,None,None,-0.1791842811069057,-0.3572589101673394,0.026154291401413662,0.048106675133789155,0.1460650483525641,0.09250879243316143,0.0998809491356231,0.09943634540794365,-0.027499646376180686,0.014964888587584706,0.017812076959683346,0.06626335595324523,-0.0008504585313046914,0.009236969285152356,0.005050105548950541,-0.043320564915672176,None,None,-0.28444971355192233,-0.001751068384283176,-0.00034834580311798494,0.058327614138876355,0.21014234987830477,-0.0289836938335293,-0.010807914817213509,-0.031271955144751194,-0.4132735649454212,0.07998350857791095,-0.3989160250956231,-0.056631294744145494,0.012534758663305778,0.05852304284395892,-0.06219235926813837,-0.007593080709603419,-0.03478471500306873,0.05566133380125532,-0.023425128884277727
mPW1PW91,-0.16306318371585932,0.27296231105530777,None,None,None,None,0.21859563675688404,-0.009457046392886973,-0.19000554797868224,0.0019299761312412437,0.08581686718666723,0.04416695396969212,0.08698414652554935,0.06320957531873368,-0.036826145724892054,-0.03443486351574989,-0.1325157878810724,0.014972813700552173,-0.057524868295579845,-0.02854949488876823,0.174014069153375,0.0400773210963952,None,None,-0.2272281945622301,-0.006677495797009024,-0.18026802479031737,-0.013405542194270752,0.31640140718956766,0.052260345639689884,0.036615826469320795,-0.009660022134030678,-0.3776059596383853,-0.11766911124743797,-0.46026249604397057,-0.14770561366750803,-0.005748861399500649,0.0466681650137374,-0.11670934085323913,-0.035771474909559765,-0.026294065196396675,0.08126102063067993,-0.023373519583054263
HSE-HJS,-0.16013879164154732,0.26817687715897637,None,None,None,None,0.18716645806326773,0.016078684731313582,-0.18980968473553253,-0.025905018255702218,0.09380208996350212,0.055113304037084636,0.0880215382285937,0.0720553859991237,-0.04903228511386464,-0.03358181713739433,-0.13589686418467922,0.01365463715357419,-0.08077213979417325,-0.03578915699229266,0.19865558498317784,0.042483713870764016,None,None,-0.20682990576392046,0.013064901246091562,-0.1872260227906363,0.0043700651959141775,0.3216933090785513,0.08870492304586025,0.03611907242218001,8.524733756087983e-05,-0.48470572292846936,0.08146152351643975,-0.5288981752629777,-0.17661872605307016,-0.0151021798279976,0.049498714884012106,-0.1441058728263804,-0.04361874994918247,-0.013180880719790095,0.0676825292859927,-0.022592317604878613
wB97M-V,-0.08651927598802357,0.058221370321919055,None,None,None,None,-0.006758111351985706,-0.09041146857988647,-0.015233280906269773,0.026803654059932094,0.10908876924351565,0.03433818067505043,0.08631997521637887,0.04166024054232031,-0.023878585704698075,-0.011572895651324223,0.007852607454609497,0.02114210605707494,-0.03836526614712895,-0.010565053853703148,-0.06315950719752478,-0.004647508820128669,None,None,-0.18316534569978105,-0.02090240359795956,-0.049204493037251655,-0.0034909406057283677,0.04316380431611142,-0.01473995235717722,-0.005489705865106436,-0.018433197864188698,-0.27622749655193046,-0.15376580136812643,-0.11307805874296081,0.04231403437325582,-0.00746373681752985,0.029476821525183206,-0.06879638004002317,-0.03481872619924185,-0.013958710290509612,0.004480526359638182,-0.02249399480814442
PBE0,-0.15983564668488462,0.26885464017289823,None,None,None,None,0.1861687691484569,0.03553579741271794,-0.18170229171378213,-0.025176337237133892,0.10709924039539276,0.05801339370638201,0.0995408211039826,0.07561516307651067,-0.04903545862626772,-0.03105539510927289,-0.1226123597480462,0.01746061921013241,-0.08231415185416953,-0.03451858716735025,0.19581905031366362,0.04630867789934101,None,None,-0.18570593543184788,0.020719795725834173,-0.16708607330251868,0.012440395999233241,0.31709116011591304,0.09808070555957882,0.042459961673775484,0.009685031138530224,-0.48555565769892267,0.12180117777235,-0.5280642970049323,-0.1741241045391661,-0.013277051560537424,0.054017679493626077,-0.14810193189108842,-0.04334525871841695,-0.006507447101150346,0.06393606663025603,-0.016871384412247576
MN15-D3(0),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.012552203810053491,None,-0.012552203810053491
CAM-B3LYP,-0.13250216740023374,0.2239775923285984,None,None,None,None,0.2020426586039668,-0.0654844571294076,-0.13075799165771346,0.05831274822816915,0.12209038824041725,0.04099090230696333,0.11344216947427402,0.058353197370522164,0.014375795695426621,-0.028113396660977168,-0.013393215003046728,0.031060362329200755,-0.014537437888750507,-0.000846454989619753,0.06354360535296916,0.03859995608085803,None,None,-0.2927931893608739,0.0015694220723930102,-0.13882870465360442,0.025632220009302906,0.08272514257866566,-0.08713610016122358,0.010852511610918889,0.035744470185159874,0.008446821521515392,-0.36569808437105233,-0.13182617447531714,0.004136398743295794,-0.01716319751692706,0.010453684129623695,-0.04137566039737125,-0.018153688823832635,-0.02618273152316799,0.11314658878350996,-0.0068137782324269
SCAN0-D3(BJ),None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-0.005972119896999005,None,-0.005972119896999005
