method,aceticanhydride_IEF-PCM_forward,aceticanhydride_IEF-PCM_reverse,amide11_IEF-PCM_forward,amide11_IEF-PCM_reverse,amide12_IEF-PCM_forward,amide12_IEF-PCM_reverse,amide21_IEF-PCM_forward,amide21_IEF-PCM_reverse,amide22_IEF-PCM_forward,amide22_IEF-PCM_reverse,basicepoxide1_IEF-PCM_forward,basicepoxide1_IEF-PCM_reverse,basicepoxide2_IEF-PCM_forward,basicepoxide2_IEF-PCM_reverse,borohydride_IEF-PCM_forward,borohydride_IEF-PCM_reverse,carbonate_IEF-PCM_forward,carbonate_IEF-PCM_reverse,cl2co_IEF-PCM_forward,cl2co_IEF-PCM_reverse,diazonium_IEF-PCM_forward,diazonium_IEF-PCM_reverse,enamine_IEF-PCM_forward,enamine_IEF-PCM_reverse,epoxide1_IEF-PCM_forward,epoxide1_IEF-PCM_reverse,epoxide2_IEF-PCM_forward,epoxide2_IEF-PCM_reverse,ester_IEF-PCM_forward,ester_IEF-PCM_reverse,furan1_IEF-PCM_forward,furan1_IEF-PCM_reverse,furan2_IEF-PCM_forward,furan2_IEF-PCM_reverse,furan3_IEF-PCM_forward,furan3_IEF-PCM_reverse,imine_IEF-PCM_forward,imine_IEF-PCM_reverse,iminium_IEF-PCM_forward,iminium_IEF-PCM_reverse,lactone_IEF-PCM_forward,lactone_IEF-PCM_reverse,Average
PBE,-0.006332579629465011,0.11202690193544358,0.1068033755931471,-0.26692639793889505,-0.13753139277959037,0.1505007964650156,0.22698622322859802,-0.18639652114411395,-0.271599345839752,-0.07626892423436174,0.007925391689322476,-0.21258955466506052,-0.016274844015185228,-0.22199845452104044,-0.055090991153354904,-0.30909481878587836,-0.08439708852722044,-0.30373029969124493,-0.14357855575358563,-0.3342173320752197,0.23255677295629737,-0.17894736774860429,0.020668214334939945,-0.4101945387564968,-0.09173069760053791,-0.1776185304796594,-0.07966095159778712,-0.17455424439536976,-0.12681241618986638,-0.33416251635382616,-0.0972316556929348,-0.17698210538130033,-0.007398407042430972,-0.1563895663126533,-0.1275999441350342,-0.18591938479233705,-0.30529706080178215,-0.4193984813048108,-0.09450734144050099,-0.1747030262589766,-0.039749814850344414,0.13975391418983332,-0.1187538943213482
mPW91,-0.0064555533880790794,0.11704019693541098,0.12177924033088755,-0.28661860511202164,-0.14299871543456819,0.19663523803918417,0.2628947349726731,-0.19806944982515337,-0.27920199058725287,-0.031022053216931616,-0.0017948414838661734,-0.23399599840361576,-0.02375948924859696,-0.24236027710583202,-0.03985108331540571,-0.3165645766615533,-0.09016902919690858,-0.3069683256768459,-0.09198906659142682,-0.32313256419753594,0.20362027087777143,-0.18925212628683485,0.03769493154647903,-0.42192046163853897,-0.09961443883108997,-0.20156048893333428,-0.08174203048811932,-0.1956814202586519,-0.12235231534590515,-0.3560265551594718,-0.10158028503699858,-0.18848626895930382,-0.0002998425959912993,-0.19011190330031813,-0.11321219394083054,-0.1684985621576341,-0.2852900313354907,-0.4327219963653478,-0.049791560759203345,-0.16119607370885644,-0.04317914242126258,0.1630433487120989,-0.11701812751319696
TPSSh-D3(BJ),-0.002680219263009667,0.06769035565057137,0.026711495976026074,-0.2579239661197776,-0.1577863262640436,0.08148016337665766,0.1300457549484704,-0.1680191987514178,-0.18537682759962137,0.01364605853386554,0.022179806024481503,-0.21636276630172105,0.002509650719999593,-0.22623777294948214,-0.018510891171096597,-0.18343835328692473,-0.0476052321498776,-0.2710668154237182,-0.04781320361954491,-0.1886149593531079,0.13777716467130097,-0.11981529755867529,0.01615052872801132,-0.28209921071777866,-0.06754300932007952,-0.14940437678433954,-0.0624577739027157,-0.15510080909400267,-0.1801381586662541,-0.30600002622189054,-0.11322106072784452,-0.1664334129713484,-0.029924316893984067,-0.11313733173335215,-0.06182275482473737,-0.0662594029938989,-0.22483950078600531,-0.2895412096719768,-0.03358590400845739,-0.06569151018996174,-0.03155678068433839,0.1299084786428811,-0.09195021244601712
SCAN-D3(BJ),-0.0004692358686048465,0.0642087468184529,-0.03813587979648376,-0.1874296180329938,-0.12200965375237267,-0.01713795302100823,0.01040804840130511,-0.1576548254799019,-0.16216586803175315,-0.10505533639168832,-0.01888134485931636,-0.08389943167896077,-0.06307119745657001,-0.10991688027474619,-0.023255658633311,-0.1789813354950803,-0.06435482029781688,-0.2321359198744679,-0.12742819256602753,-0.13117046399561813,0.18885687547105096,-0.10857539204897652,-0.03179241242591995,-0.2667960499796946,-0.098382246773856,-0.07992645884052037,-0.08384654927986757,-0.08490344894686475,-0.1428200555841197,-0.21910489659910576,-0.11001644489912436,-0.14087617220749332,-0.047968596242821446,-0.05908550202795907,-0.11139729696547394,-0.08482187447478161,-0.273360403913402,-0.21496019638885253,-0.08042716442228909,-0.05102493022294947,-0.028314240326958885,0.09495642039543356,-0.09007437754741691
SCAN,-0.000614269908849019,0.07266404717985896,-0.029794970718871765,-0.18328984706885304,-0.11315033484917718,0.011094856812081957,0.021239377459965694,-0.1542394383093421,-0.16087550344410304,-0.09568887046631318,-0.016583932615170865,-0.08627503315773166,-0.05975985851653353,-0.11116038683216627,-0.02226293233893232,-0.17839057327954258,-0.06344224246134587,-0.2323556437665849,-0.12681743541501564,-0.13057750581996708,0.19260031511458664,-0.1029926304746499,-0.02209581507353669,-0.2634653528468396,-0.09554288140450612,-0.08099337974050763,-0.08227782023453238,-0.08739707170923328,-0.14001004587107171,-0.21675300985367507,-0.09777576124155574,-0.13968996197401362,-0.04311572605182496,-0.06653758609985354,-0.10878193039851966,-0.07924607901943137,-0.2706926390737525,-0.21339404153994682,-0.078318014250361,-0.050946928744534416,-0.02759385116703511,0.09372850869008194,-0.08670410001145966
TPSSh,-0.003290121975507475,0.10627758482452389,0.07085374198224322,-0.24158510684319948,-0.1205420123323555,0.21128417685822548,0.1918898003401449,-0.1520629480870778,-0.18075368693127122,0.07050274411165677,0.03458172266816946,-0.23305930582488638,0.02114548141204308,-0.2360019117193818,-0.01058864308836038,-0.18061327118150491,-0.04306541551118965,-0.26941859371415783,-0.03381454379349898,-0.18547569986886525,0.14502654558120495,-0.09591117655717257,0.06309683330959208,-0.2651403396906878,-0.05172450276291565,-0.15897054717527373,-0.05224288101389515,-0.1713221260037958,-0.16603008179939224,-0.2988882152661883,-0.058449157514213736,-0.15943363407033329,-0.006623516168562992,-0.15379499197743432,-0.044832851918579254,-0.03668647524934232,-0.2078964123733804,-0.28406354124601996,-0.016526846051287885,-0.06552122396997498,-0.028290577295041273,0.1280105297520782,-0.07547502852702062
M06-L,0.006601953911230157,0.0036805549333223213,-0.1286720661733856,-0.4085345561898463,-0.25963327119392954,0.148644549042991,0.01166420825893531,-0.2898085542347772,-0.09426406703067225,0.3140841326799705,0.13845253180087747,-0.21005424947797993,0.08064440481472346,-0.22775426155028536,0.08380047616462606,-0.10362655788849778,0.07591728270619935,-0.12951327317121697,0.23965657308297827,-0.10506136243727078,0.1360720003853528,-0.2846093645649324,0.2847487886381033,-0.2266418523373108,-0.05596202523938878,-0.20964351557336736,0.009917513227951997,-0.17347896687650627,-0.28398722044666946,-0.4821367571474197,-0.08189893793136864,-0.1629964362766591,0.05209146856643892,-0.2932027112559785,-0.028144288058718953,0.20237999783018173,-0.1674916712078799,-0.2675538705705034,0.10948961266431437,-0.013625764379018336,-0.03408524764559814,0.23807560592189814,-0.0615823617673592
M06-L-D3(0),0.0066067567235825325,0.0022046276445581497,-0.12757028746895102,-0.40965574478233485,-0.25940686690415493,0.14838735233255546,0.014842205896776626,-0.29033338594781183,-0.09419060713592135,0.31663452114495055,0.1393785792802062,-0.21117408022328457,0.08172176672767612,-0.2286955637412329,0.08458305425890503,-0.10371858412295652,0.07575804975693708,-0.12896276478075802,0.2413219216432186,-0.10492350132169335,0.13377306158265276,-0.2848290313124763,0.28463889539818304,-0.22723494928777807,-0.055644930795151,-0.21093304205040814,0.01031075877563842,-0.17471316441374782,-0.28348839738910325,-0.4835343455358009,-0.08385519541124241,-0.1629645989396985,0.05274873272247693,-0.2948850723870333,-0.027298639378911707,0.20296198709079366,-0.1663209769147072,-0.268455738000595,0.11170925744684741,-0.013830943777743647,-0.03400425019232691,0.23915815432666981,-0.06152107093959988
B3LYP-D3(BJ),-0.0007084376796498759,0.03743904226254608,0.029047600107764197,-0.32037778905468983,-0.12688135150867166,0.1695775334705202,0.18851233769824444,-0.1980408887404438,-0.14842248379027373,0.13303782028460454,0.04539894533899645,-0.1036758717409413,0.03017528245616146,-0.10863141918149179,0.06794610770261014,-0.20231113268764697,0.032235363793985436,-0.13614105046507494,0.14250564366799978,-0.07155892077698904,0.10896492073073547,-0.138123965588228,0.13150703033868116,-0.26519640878140166,-0.11578971677564931,-0.12092780995175743,-0.04750567832053992,-0.07270891038127053,-0.1565843953240078,-0.40039633200509983,-0.09066694353758761,-0.10090588825457046,0.02393685069496314,-0.17998740395988774,-0.019053963417483125,0.007468954676866986,-0.1539924085989726,-0.3138531506464717,0.13802349758879853,0.005450202545977749,-0.033913886575850836,0.25131006895409747,-0.04961473822454996
B97M-rV,-0.0026114179580040402,0.01498113098045393,-0.07879746936569759,-0.19190149597223616,-0.1732468287589818,0.04932791056535039,0.001774562349887026,-0.17820002296732637,-0.010742565962002267,0.19361960502139403,0.07186825508595539,-0.0811644084223118,0.041242866332405016,-0.08250724794770749,0.08782129793495062,-0.04387585012469147,0.04606156865181687,-0.1347473941257209,0.14899376117815027,0.005778131134301793,0.05188617380122884,-0.2402260037888472,0.20766900419356443,-0.15517158915668897,-0.09204127491379144,-0.14692871082240144,-0.018934728747514215,-0.1134760638563548,-0.17794125445166423,-0.28825213616513645,-0.015350501352563503,-0.16533962625657678,0.03458192588376254,-0.1960165784560461,-0.03469214274906625,0.12454385075484281,-0.13244552682374158,-0.20990914557082305,0.11799865554004337,0.027057188861474755,-0.021054214317654227,0.09243583657784109,-0.03971267795681255
B3LYP,-0.0015072827499047548,0.08723401035044778,0.09476728356917524,-0.29877563004108215,-0.07852548008088875,0.3486588562516219,0.28297499031691287,-0.17517607722853204,-0.14351384111308957,0.22293704221019456,0.06344182601934126,-0.13275610171395014,0.058248301504454744,-0.12673625205781391,0.08309553219333331,-0.19828717344220778,0.039753046386472014,-0.1315056701094422,0.17363829076768147,-0.06696221598104417,0.11272841517589369,-0.11069158453006715,0.20113884235647767,-0.24022655057412115,-0.09121718582929315,-0.13908651051630297,-0.029912212959091963,-0.09989673714599852,-0.13701208702133086,-0.394146793171215,-0.01045765761542989,-0.08940292741948308,0.05744679725950247,-0.24121926632403917,0.009880334534656891,0.0540792501693267,-0.1262941313456081,-0.3076068554105751,0.16902813953767457,0.005194543279624418,-0.029766980782909812,0.25030865950285547,-0.025860215328042245
mPW1PW91-D3(BJ),0.00044126301692748487,0.11483118092514726,0.043412111766185243,-0.15481844224087318,-0.0682848397660614,0.042618188860069385,0.10249507777014737,-0.07535598159234358,-0.10726028337393075,-0.05226619728201258,0.09250237398698674,0.06035730193483254,0.08481565664592362,0.0722290964944107,-0.00880623652284503,-0.15020850726666407,0.05419604388559146,-0.04989087455936956,-0.06894030056719867,-0.0708382486134548,0.2716919580914677,0.0779224358958175,None,-0.13356194700678545,-0.07295205603870245,0.052262840655511116,-0.04009823455157381,0.07619346228574092,-0.10325957803626336,-0.2210773040426872,-0.029362456670039526,0.0025020495203923136,-0.029133950897250793,0.028376098193555358,-0.12130830654425469,-0.1643043139714063,-0.1252532925743405,-0.07104211408993709,-0.12681948299552645,-0.011715771722642324,-0.012242858229456977,0.17818250090122736,-0.017409071666480157
wB97M-V,0.0021479130447618674,0.015125389494718856,-0.04993842182022008,-0.1518506417845257,-0.010614209516851407,0.11153920101164852,0.0499271782263889,-0.0721225244007456,0.01953062266992447,0.1180769707954362,0.12398500050187478,-0.016837945922459144,0.1209791745857916,-0.01185280975234548,0.03273634661216182,-0.10085878571257441,0.1405114944977973,-0.03918490569954219,0.03456416692847374,-0.016690784445628062,-0.04675656891286443,-0.03860698045844874,0.09069507601479702,-0.01183807848031413,-0.0299311945490035,-0.011102398188077563,0.020344407412640535,0.02236585179553671,-0.17392671307085247,-0.25821249753808556,0.04526444047559756,-0.0052114327012852185,0.02526062271714541,-0.08322420162582617,0.010514003686557862,0.07693966976101173,-0.0809136577965212,-0.1090242923420447,0.027112364570167722,-0.013785832718088045,-0.0060690813748568075,0.06668845343411473,-0.0043868002517765065
PBE0-D3(BJ),9.538163358313341e-05,0.09223887253671244,0.08431678621639728,-0.12159998691253157,-0.02530533960469113,0.10449273551257593,0.16825908860205577,-0.04869513624171806,-0.08774305910794945,-0.0018060601295374454,0.11405759877708462,0.02855208699151365,0.11468965948342096,0.048435753103256436,-0.00029469564009932585,-0.13522139877654657,0.0755503315353001,-0.04704252126467775,-0.059533515508992656,-0.06429854373474654,0.2845878514428992,0.05925083309543763,0.0521320268916284,-0.1171544306478088,-0.042103305478312154,0.030217641955279193,-0.009827696308582904,0.0463074510585085,-0.08555820042304552,-0.2089290030871583,0.058832765618198724,0.007809132401034287,-0.005053870096990102,-0.017394823569326378,-0.08997812373188202,-0.11506162573716851,-0.10447489883113949,-0.06292824060701861,-0.09251163287418672,-0.028779461059991657,-0.007373819026046215,0.13769786706490364,-0.0016939410590561426
CAM-B3LYP-D3(0),0.0019444642933465844,0.05774136712090682,0.0075312957820045994,-0.21201586896846183,-0.002920825631173034,0.21880642552391316,0.14407306565806174,-0.09063668203987936,-0.047026725642489636,0.13453866233036993,0.11619910058249094,0.0037166612687339695,0.1188664488362844,0.018919087649548,0.07242938449540375,-0.12395623564627486,0.13002110523376567,-0.01335792921109412,0.08193709999886915,0.005888209407310388,0.09849894825354542,0.03511701794480639,0.0975868773632507,-0.09299157821181682,-0.06622878033487838,0.01660253225337908,-0.010880538030302023,0.051661473602717195,-0.17752983713081102,-0.3045758550176952,0.02007843667922141,0.03038959022325687,0.022537909899455054,-0.07155156954931298,-0.007340032601911685,0.03368936446843842,-0.1094278906475561,-0.1421415267041219,0.059111953263846155,0.022368283681963693,-0.01410083901727329,0.2017675764007092,0.007508086376917773
MN15,0.003772221377697258,0.015839699629989854,-0.08090749574410146,-0.10351395439194648,-0.01642036579822013,0.03755470243304781,0.0003252641383027367,-0.0240489930171451,0.10024728419410107,0.1171725618208577,0.15329664166189907,0.02495323784338051,0.15193066722785037,0.03804801884440609,0.014458854682736689,-0.03136379805878144,0.17424737187690229,-0.022367242791955812,-0.016327801541820553,0.00052983303564788,0.09053199184087367,-0.009960701567772503,None,0.021377783600571184,-0.010307875755822943,0.03245069107291785,0.04215201249681225,0.0806518107152038,-0.07934556024713338,-0.2059909310864655,0.12048313931224168,0.036573329170916206,0.023299869915746525,-0.048265903804760764,0.013919211070520316,-0.03780101609998276,-0.09166638672688394,-0.06069129753776611,-0.059145240048835694,-0.07353313905806304,0.006005446751943373,0.035847142472550116,0.008878319119747773
PBE0,-0.00036411006597230657,0.120921016053816,0.11688500881310918,-0.10927193016941913,0.0024842591065086708,0.201134969568031,0.21369446115010965,-0.03684494161615939,-0.08426160810090062,0.040075304937398276,0.12320251220411149,0.01634802987924868,0.12842494289078846,0.04131731072742372,0.005557069670311262,-0.13313217551308545,0.07895580015027095,-0.04586766634805247,-0.04950971467590348,-0.06200408937500452,0.2904741153670541,0.07702513181657837,0.0871561790211438,-0.10457474465093178,-0.03042687469062471,0.023291646763106657,-0.0023333420491680273,0.03441767473177853,-0.07509303884844612,-0.2034811964531622,0.09988026454066529,0.013055302561941654,0.01227584060636974,-0.04736793576788674,-0.07750204785919688,-0.09309424075604772,-0.09203764002072083,-0.05875802552893913,-0.0801207150782254,-0.02862890038438524,-0.004951784013180281,0.1361481070851294,0.01054995775427339
mPW1PW91,-0.0004746944761865166,0.12298419256439543,0.12554904510288645,-0.1295053557630796,-0.0030736720665020586,0.24000321631095312,0.2412202262906865,-0.049447349136139906,-0.08943862865394712,0.08075129477971686,0.11483208420043067,-0.003060776007037862,0.1213532252119733,0.021891361661005672,0.018747910107863277,-0.1387303741136375,0.07428318643472599,-0.05038361586838752,-0.002088005173304464,-0.05071225634856442,0.26208061133312577,0.06288465161481568,0.10319622175184474,-0.11560703261639654,-0.03852804861351419,0.000652197347018489,-0.004869251328508528,0.014865600825302272,-0.07534190342722223,-0.225709465290642,0.09322365404633508,0.00048797598000361404,0.018972040967370436,-0.07852736704282895,-0.0631216991679524,-0.07233986107306177,-0.07763218336924729,-0.0738118046701542,-0.03767319234421763,-0.015444386596164896,-0.007918735472617426,0.1563881940292876,0.011212553141438713
M08-SO,0.006977961035251906,-0.006214786322458883,-0.09962302318989899,-0.18572965384751433,-0.05556729265360696,0.05747764595080073,-0.0015616069899185504,-0.06050396953894805,0.08526705202489748,0.191103149172218,0.17026902586777107,-0.008648566246567065,0.17491941578133915,0.008834213552399502,-0.010073362575485903,-0.12416518382348696,0.22815669275863334,0.06733298216472702,0.155416092402991,0.08226694655529246,-0.04241783907568298,-0.12418618582765394,None,0.03528007698031479,-0.030539328522191773,-0.007775943315878863,0.07233384973744277,0.08646439977341822,-0.18249673669409666,-0.3134283465798241,0.07621325823686333,0.060079665765737186,0.0733463121562386,-0.10400578182244238,0.03262015048158901,0.1147861828576553,-0.06522531424899612,-0.09166585728343495,0.10461483729518216,0.03859430544441452,-0.004769162863924544,0.10152380470922508,0.012323904372741234
